FIPS_Code,State,Area_name,City/Suburb/Town/Rural,Civilian_labor_force_2000,Employed_2000,Unemployed_2000,Unemployment_rate_2000,Civilian_labor_force_2001,Employed_2001,Unemployed_2001,Unemployment_rate_2001,Civilian_labor_force_2002,Employed_2002,Unemployed_2002,Unemployment_rate_2002,Civilian_labor_force_2003,Employed_2003,Unemployed_2003,Unemployment_rate_2003,Civilian_labor_force_2004,Employed_2004,Unemployed_2004,Unemployment_rate_2004,Civilian_labor_force_2005,Employed_2005,Unemployed_2005,Unemployment_rate_2005,Civilian_labor_force_2006,Employed_2006,Unemployed_2006,Unemployment_rate_2006,Civilian_labor_force_2007,Employed_2007,Unemployed_2007,Unemployment_rate_2007,Civilian_labor_force_2008,Employed_2008,Unemployed_2008,Unemployment_rate_2008,Civilian_labor_force_2009,Employed_2009,Unemployed_2009,Unemployment_rate_2009
21183,KY,"Ohio County, KY",Town,"10,573","10,036",537,5.1,"10,635","9,988",647,6.1,"10,816","10,044",772,7.1,"11,099","10,255",844,7.6,"11,164","10,464",700,6.3,"11,543","10,791",752,6.5,"11,795","11,087",708,6.0,"12,030","11,402",628,5.2,"12,549","11,740",809,6.4,"12,698","11,411","1,287",10.1
21197,KY,"Powell County, KY",Town,"5,811","5,529",282,4.9,"5,887","5,471",416,7.1,"5,733","5,325",408,7.1,"5,688","5,171",517,9.1,"5,537","5,078",459,8.3,"5,480","5,060",420,7.7,"5,598","5,193",405,7.2,"5,677","5,304",373,6.6,"5,462","4,989",473,8.7,"5,777","4,843",934,16.2
21225,KY,"Union County, KY",Town,"7,415","7,068",347,4.7,"7,387","6,976",411,5.6,"7,587","7,189",398,5.2,"7,572","7,098",474,6.3,"7,255","6,860",395,5.4,"7,163","6,738",425,5.9,"7,168","6,745",423,5.9,"7,096","6,703",393,5.5,"7,684","7,174",510,6.6,"7,881","6,948",933,11.8
21233,KY,"Webster County, KY",Town,"6,777","6,469",308,4.5,"6,692","6,382",310,4.6,"6,717","6,368",349,5.2,"6,702","6,256",446,6.7,"6,568","6,280",288,4.4,"6,644","6,312",332,5.0,"6,634","6,295",339,5.1,"6,540","6,159",381,5.8,"6,427","6,015",412,6.4,"6,467","5,819",648,10.0
22003,LA,"Allen Parish, LA",Town,"8,687","8,118",569,6.6,"8,618","7,988",630,7.3,"8,731","8,038",693,7.9,"9,003","8,234",769,8.5,"8,713","8,010",703,8.1,"8,741","7,890",851,9.7,"8,761","8,338",423,4.8,"8,790","8,307",483,5.5,"8,777","8,258",519,5.9,"9,106","8,254",852,9.4
22009,LA,"Avoyelles Parish, LA",Town,"15,650","14,678",972,6.2,"15,761","14,632","1,129",7.2,"15,758","14,638","1,120",7.1,"15,832","14,500","1,332",8.4,"15,625","14,408","1,217",7.8,"16,128","14,800","1,328",8.2,"16,083","15,334",749,4.7,"15,959","15,165",794,5.0,"16,309","15,378",931,5.7,"16,443","15,214","1,229",7.5
22013,LA,"Bienville Parish, LA",Town,"5,911","5,524",387,6.5,"5,907","5,426",481,8.1,"5,958","5,452",506,8.5,"6,017","5,497",520,8.6,"6,064","5,575",489,8.1,"6,288","5,836",452,7.2,"6,361","6,067",294,4.6,"6,560","6,214",346,5.3,"6,121","5,747",374,6.1,"6,272","5,673",599,9.6
22027,LA,"Claiborne Parish, LA",Town,"6,461","6,058",403,6.2,"6,738","6,283",455,6.8,"6,758","6,292",466,6.9,"6,810","6,305",505,7.4,"6,880","6,434",446,6.5,"6,955","6,517",438,6.3,"6,926","6,621",305,4.4,"6,695","6,339",356,5.3,"6,568","6,180",388,5.9,"6,653","6,031",622,9.3
22039,LA,"Evangeline Parish, LA",Town,"12,090","11,390",700,5.8,"11,946","11,158",788,6.6,"12,023","11,164",859,7.1,"11,861","10,920",941,7.9,"11,711","10,938",773,6.6,"12,199","11,321",878,7.2,"12,206","11,682",524,4.3,"12,308","11,705",603,4.9,"12,463","11,828",635,5.1,"12,734","11,731","1,003",7.9
22049,LA,"Jackson Parish, LA",Town,"6,681","6,311",370,5.5,"6,653","6,217",436,6.6,"6,570","6,153",417,6.3,"6,549","5,993",556,8.5,"6,393","5,980",413,6.5,"6,435","6,056",379,5.9,"6,555","6,294",261,4.0,"6,458","6,187",271,4.2,"6,602","6,295",307,4.7,"6,524","6,025",499,7.6
22053,LA,"Jefferson Davis Parish, LA",Town,"12,739","12,012",727,5.7,"12,835","12,089",746,5.8,"13,086","12,343",743,5.7,"13,543","12,768",775,5.7,"13,484","12,818",666,4.9,"14,369","13,473",896,6.2,"14,526","14,078",448,3.1,"14,578","14,090",488,3.3,"14,884","14,319",565,3.8,"14,708","13,856",852,5.8
22059,LA,"LaSalle Parish, LA",Town,"5,871","5,539",332,5.7,"5,951","5,572",379,6.4,"6,063","5,601",462,7.6,"5,880","5,371",509,8.7,"5,671","5,327",344,6.1,"5,816","5,507",309,5.3,"6,177","5,974",203,3.3,"6,240","6,010",230,3.7,"6,351","6,108",243,3.8,"6,429","5,990",439,6.8
22083,LA,"Richland Parish, LA",Town,"8,637","8,058",579,6.7,"8,581","7,946",635,7.4,"8,426","7,746",680,8.1,"8,743","7,994",749,8.6,"8,422","7,750",672,8.0,"8,586","7,932",654,7.6,"8,637","8,219",418,4.8,"8,689","8,161",528,6.1,"8,805","8,259",546,6.2,"8,919","8,052",867,9.7
22085,LA,"Sabine Parish, LA",Town,"9,263","8,792",471,5.1,"9,288","8,711",577,6.2,"9,290","8,586",704,7.6,"9,376","8,698",678,7.2,"9,254","8,705",549,5.9,"9,494","8,919",575,6.1,"9,646","9,296",350,3.6,"9,423","9,016",407,4.3,"9,559","9,106",453,4.7,"9,467","8,698",769,8.1
22127,LA,"Winn Parish, LA",Town,"6,014","5,630",384,6.4,"6,092","5,646",446,7.3,"6,082","5,631",451,7.4,"6,221","5,700",521,8.4,"5,995","5,604",391,6.5,"6,266","5,870",396,6.3,"6,391","6,125",266,4.2,"6,362","6,053",309,4.9,"6,432","6,085",347,5.4,"6,514","5,970",544,8.4
23007,ME,"Franklin County, ME",Town,"14,475","13,754",721,5.0,"14,121","13,383",738,5.2,"14,282","13,536",746,5.2,"14,316","13,449",867,6.1,"14,481","13,661",820,5.7,"14,602","13,753",849,5.8,"14,387","13,539",848,5.9,"14,097","13,240",857,6.1,"14,238","13,254",984,6.9,"14,418","12,860","1,558",10.8
23009,ME,"Hancock County, ME",Town,"28,841","27,688","1,153",4.0,"28,731","27,566","1,165",4.1,"29,007","27,725","1,282",4.4,"29,306","27,791","1,515",5.2,"29,473","27,962","1,511",5.1,"29,804","28,144","1,660",5.6,"29,773","28,152","1,621",5.4,"29,417","27,806","1,611",5.5,"29,697","27,945","1,752",5.9,"29,407","26,762","2,645",9.0
23017,ME,"Oxford County, ME",Town,"27,797","26,672","1,125",4.0,"27,554","26,288","1,266",4.6,"27,563","26,013","1,550",5.6,"27,715","26,050","1,665",6.0,"27,709","26,136","1,573",5.7,"28,051","26,415","1,636",5.8,"28,481","26,819","1,662",5.8,"28,276","26,616","1,660",5.9,"28,212","26,303","1,909",6.8,"28,141","25,016","3,125",11.1
23021,ME,"Piscataquis County, ME",Town,"7,954","7,541",413,5.2,"7,892","7,453",439,5.6,"7,519","6,986",533,7.1,"7,487","6,879",608,8.1,"7,330","6,826",504,6.9,"7,500","6,946",554,7.4,"7,534","7,019",515,6.8,"7,419","6,862",557,7.5,"7,399","6,793",606,8.2,"7,402","6,466",936,12.6
23025,ME,"Somerset County, ME",Town,"25,228","24,035","1,193",4.7,"24,638","23,181","1,457",5.9,"24,575","22,812","1,763",7.2,"24,669","22,692","1,977",8.0,"24,370","22,567","1,803",7.4,"24,717","22,821","1,896",7.7,"25,182","23,429","1,753",7.0,"24,865","23,142","1,723",6.9,"24,767","22,856","1,911",7.7,"24,731","21,925","2,806",11.3
23027,ME,"Waldo County, ME",Town,"19,123","18,380",743,3.9,"19,433","18,618",815,4.2,"19,408","18,448",960,4.9,"19,748","18,608","1,140",5.8,"19,377","18,381",996,5.1,"19,466","18,410","1,056",5.4,"19,518","18,480","1,038",5.3,"18,854","17,829","1,025",5.4,"19,085","17,928","1,157",6.1,"19,071","17,315","1,756",9.2
26035,MI,"Clare County, MI",Town,"13,046","12,315",731,5.6,"12,977","12,023",954,7.4,"12,776","11,746","1,030",8.1,"12,993","11,809","1,184",9.1,"13,420","12,146","1,274",9.5,"13,499","12,191","1,308",9.7,"13,349","11,918","1,431",10.7,"13,201","11,783","1,418",10.7,"12,899","11,403","1,496",11.6,"12,883","10,797","2,086",16.2
26051,MI,"Gladwin County, MI",Town,"10,977","10,376",601,5.5,"11,097","10,305",792,7.1,"10,989","10,090",899,8.2,"11,167","10,121","1,046",9.4,"11,128","9,993","1,135",10.2,"10,915","9,793","1,122",10.3,"10,944","9,838","1,106",10.1,"10,678","9,591","1,087",10.2,"10,445","9,320","1,125",10.8,"10,345","8,675","1,670",16.1
26123,MI,"Newaygo County, MI",Town,"23,067","21,973","1,094",4.7,"23,475","21,978","1,497",6.4,"22,855","21,041","1,814",7.9,"22,775","20,798","1,977",8.7,"23,025","21,260","1,765",7.7,"23,456","21,705","1,751",7.5,"23,400","21,661","1,739",7.4,"22,934","21,099","1,835",8.0,"22,590","20,563","2,027",9.0,"22,062","19,068","2,994",13.6
27005,MN,"Becker County, MN",Town,"15,564","14,815",749,4.8,"16,280","15,429",851,5.2,"16,448","15,557",891,5.4,"16,555","15,577",978,5.9,"16,608","15,664",944,5.7,"16,652","15,750",902,5.4,"16,820","15,952",868,5.2,"16,809","15,842",967,5.8,"16,746","15,617","1,129",6.7,"17,224","15,720","1,504",8.7
27043,MN,"Faribault County, MN",Town,"8,576","8,264",312,3.6,"8,536","8,173",363,4.3,"8,882","8,505",377,4.2,"8,627","8,188",439,5.1,"8,305","7,840",465,5.6,"8,053","7,661",392,4.9,"7,847","7,493",354,4.5,"7,757","7,348",409,5.3,"7,721","7,241",480,6.2,"7,690","6,971",719,9.3
27061,MN,"Itasca County, MN",Town,"21,575","20,367","1,208",5.6,"22,228","20,847","1,381",6.2,"22,727","21,321","1,406",6.2,"22,588","20,931","1,657",7.3,"22,625","20,979","1,646",7.3,"22,433","21,089","1,344",6.0,"22,245","20,888","1,357",6.1,"22,196","20,576","1,620",7.3,"22,144","20,405","1,739",7.9,"22,824","20,321","2,503",11.0
27071,MN,"Koochiching County, MN",Town,"7,221","6,855",366,5.1,"7,251","6,843",408,5.6,"7,284","6,849",435,6.0,"7,233","6,770",463,6.4,"7,099","6,663",436,6.1,"6,957","6,529",428,6.2,"6,655","6,210",445,6.7,"6,501","6,045",456,7.0,"6,508","6,009",499,7.7,"6,659","6,020",639,9.6
27075,MN,"Lake County, MN",Town,"5,899","5,658",241,4.1,"6,285","5,961",324,5.2,"6,143","5,849",294,4.8,"6,107","5,824",283,4.6,"6,084","5,799",285,4.7,"6,091","5,828",263,4.3,"6,082","5,829",253,4.2,"6,115","5,839",276,4.5,"6,145","5,822",323,5.3,"6,176","5,606",570,9.2
27113,MN,"Pennington County, MN",Town,"7,646","7,202",444,5.8,"7,878","7,482",396,5.0,"7,939","7,478",461,5.8,"8,045","7,564",481,6.0,"8,166","7,643",523,6.4,"8,199","7,741",458,5.6,"8,364","7,897",467,5.6,"8,529","7,937",592,6.9,"8,686","8,071",615,7.1,"8,949","8,143",806,9.0
27117,MN,"Pipestone County, MN",Town,"5,394","5,215",179,3.3,"5,573","5,386",187,3.4,"5,508","5,333",175,3.2,"5,515","5,306",209,3.8,"5,180","4,964",216,4.2,"5,051","4,866",185,3.7,"5,100","4,927",173,3.4,"5,278","5,079",199,3.8,"5,595","5,347",248,4.4,"5,557","5,199",358,6.4
27121,MN,"Pope County, MN",Town,"5,849","5,678",171,2.9,"6,061","5,841",220,3.6,"6,081","5,847",234,3.8,"6,246","5,995",251,4.0,"6,162","5,911",251,4.1,"6,096","5,858",238,3.9,"6,183","5,940",243,3.9,"6,085","5,813",272,4.5,"6,070","5,748",322,5.3,"6,228","5,776",452,7.3
27133,MN,"Rock County, MN",Town,"5,225","5,087",138,2.6,"5,328","5,192",136,2.6,"5,383","5,220",163,3.0,"5,274","5,094",180,3.4,"5,080","4,910",170,3.3,"5,185","5,026",159,3.1,"4,966","4,825",141,2.8,"4,913","4,756",157,3.2,"4,927","4,737",190,3.9,"5,032","4,760",272,5.4
27153,MN,"Todd County, MN",Town,"12,331","11,865",466,3.8,"12,731","12,163",568,4.5,"12,910","12,284",626,4.8,"12,924","12,284",640,5.0,"12,813","12,161",652,5.1,"12,455","11,818",637,5.1,"12,361","11,713",648,5.2,"12,197","11,531",666,5.5,"12,149","11,356",793,6.5,"12,495","11,360","1,135",9.1
27165,MN,"Watonwan County, MN",Town,"6,029","5,835",194,3.2,"6,122","5,910",212,3.5,"6,087","5,845",242,4.0,"6,002","5,714",288,4.8,"5,905","5,638",267,4.5,"5,751","5,511",240,4.2,"5,636","5,386",250,4.4,"5,473","5,196",277,5.1,"5,449","5,095",354,6.5,"5,568","5,067",501,9.0
28007,MS,"Attala County, MS",Town,"8,316","7,734",582,7.0,"7,997","7,432",565,7.1,"8,790","8,166",624,7.1,"8,505","7,860",645,7.6,"7,853","7,235",618,7.9,"7,662","7,026",636,8.3,"7,395","6,842",553,7.5,"7,294","6,737",557,7.6,"7,233","6,578",655,9.1,"6,929","6,016",913,13.2
28031,MS,"Covington County, MS",Town,"8,378","7,921",457,5.5,"8,204","7,791",413,5.0,"8,419","7,938",481,5.7,"8,699","8,233",466,5.4,"8,899","8,411",488,5.5,"8,796","8,195",601,6.8,"8,531","8,062",469,5.5,"8,745","8,273",472,5.4,"8,721","8,196",525,6.0,"8,587","7,889",698,8.1
28039,MS,"George County, MS",Town,"8,367","7,740",627,7.5,"8,133","7,468",665,8.2,"8,216","7,482",734,8.9,"8,522","7,682",840,9.9,"8,515","7,755",760,8.9,"8,571","7,795",776,9.1,"8,752","7,975",777,8.9,"9,037","8,390",647,7.2,"9,468","8,758",710,7.5,"9,378","8,450",928,9.9
28051,MS,"Holmes County, MS",Town,"7,566","6,582",984,13.0,"7,181","6,287",894,12.4,"6,914","6,120",794,11.5,"6,844","6,093",751,11.0,"6,867","6,116",751,10.9,"7,055","6,214",841,11.9,"7,097","6,389",708,10.0,"7,112","6,339",773,10.9,"7,078","6,151",927,13.1,"6,942","5,625","1,317",19.0
28079,MS,"Leake County, MS",Town,"8,873","8,322",551,6.2,"9,167","8,641",526,5.7,"10,019","9,415",604,6.0,"9,531","8,992",539,5.7,"8,849","8,270",579,6.5,"8,561","7,927",634,7.4,"8,160","7,628",532,6.5,"8,089","7,571",518,6.4,"8,362","7,792",570,6.8,"8,434","7,666",768,9.1
28091,MS,"Marion County, MS",Town,"10,605","9,979",626,5.9,"10,318","9,741",577,5.6,"10,276","9,684",592,5.8,"10,606","9,991",615,5.8,"10,497","9,796",701,6.7,"10,330","9,468",862,8.3,"10,243","9,613",630,6.2,"10,249","9,600",649,6.3,"10,303","9,573",730,7.1,"10,281","9,248","1,033",10.0
28123,MS,"Scott County, MS",Town,"12,700","12,112",588,4.6,"12,542","11,928",614,4.9,"12,544","11,789",755,6.0,"13,085","12,394",691,5.3,"13,065","12,399",666,5.1,"13,267","12,520",747,5.6,"13,172","12,497",675,5.1,"13,160","12,510",650,4.9,"13,343","12,668",675,5.1,"13,410","12,482",928,6.9
28131,MS,"Stone County, MS",Town,"6,553","6,194",359,5.5,"6,750","6,431",319,4.7,"6,651","6,287",364,5.5,"6,865","6,493",372,5.4,"6,949","6,565",384,5.5,"6,831","6,300",531,7.8,"7,201","6,680",521,7.2,"7,639","7,205",434,5.7,"7,701","7,249",452,5.9,"7,754","7,145",609,7.9
28141,MS,"Tishomingo County, MS",Town,"8,906","8,289",617,6.9,"8,547","7,917",630,7.4,"8,659","7,833",826,9.5,"8,236","7,493",743,9.0,"8,154","7,513",641,7.9,"8,104","7,399",705,8.7,"8,048","7,488",560,7.0,"7,914","7,279",635,8.0,"7,859","7,157",702,8.9,"7,541","6,609",932,12.4
29009,MO,"Barry County, MO",Town,"17,280","16,706",574,3.3,"17,791","17,030",761,4.3,"17,347","16,527",820,4.7,"17,195","16,323",872,5.1,"17,147","16,259",888,5.2,"17,415","16,548",867,5.0,"17,830","17,102",728,4.1,"17,877","17,008",869,4.9,"18,002","17,006",996,5.5,"17,451","16,053","1,398",8.0
29011,MO,"Barton County, MO",Town,"6,749","6,567",182,2.7,"6,784","6,533",251,3.7,"6,726","6,437",289,4.3,"6,609","6,281",328,5.0,"6,727","6,384",343,5.1,"6,460","6,132",328,5.1,"6,097","5,781",316,5.2,"5,763","5,266",497,8.6,"5,388","4,882",506,9.4,"5,263","4,716",547,10.4
29039,MO,"Cedar County, MO",Town,"6,114","5,892",222,3.6,"6,319","6,010",309,4.9,"6,143","5,781",362,5.9,"6,201","5,789",412,6.6,"6,427","6,023",404,6.3,"6,394","6,015",379,5.9,"6,385","6,057",328,5.1,"6,534","6,163",371,5.7,"6,533","6,103",430,6.6,"6,333","5,769",564,8.9
29053,MO,"Cooper County, MO",Town,"8,362","8,094",268,3.2,"8,461","8,063",398,4.7,"8,787","8,376",411,4.7,"8,723","8,311",412,4.7,"8,825","8,375",450,5.1,"9,069","8,637",432,4.8,"9,132","8,739",393,4.3,"9,258","8,844",414,4.5,"9,333","8,792",541,5.8,"9,143","8,351",792,8.7
29067,MO,"Douglas County, MO",Town,"6,270","5,990",280,4.5,"6,404","5,954",450,7.0,"5,995","5,488",507,8.5,"5,861","5,429",432,7.4,"6,183","5,809",374,6.0,"5,996","5,626",370,6.2,"6,019","5,696",323,5.4,"5,926","5,578",348,5.9,"6,112","5,694",418,6.8,"6,770","6,186",584,8.6
29089,MO,"Howard County, MO",Town,"5,380","5,219",161,3.0,"5,373","5,153",220,4.1,"5,363","5,124",239,4.5,"5,337","5,113",224,4.2,"5,306","5,051",255,4.8,"5,413","5,167",246,4.5,"5,391","5,151",240,4.5,"5,176","4,946",230,4.4,"5,165","4,855",310,6.0,"5,131","4,710",421,8.2
29109,MO,"Lawrence County, MO",Town,"18,438","17,852",586,3.2,"18,655","17,856",799,4.3,"18,325","17,444",881,4.8,"18,463","17,553",910,4.9,"18,679","17,764",915,4.9,"18,864","17,989",875,4.6,"19,338","18,584",754,3.9,"19,418","18,634",784,4.0,"19,635","18,677",958,4.9,"19,191","17,637","1,554",8.1
29123,MO,"Madison County, MO",Town,"5,618","5,349",269,4.8,"5,702","5,356",346,6.1,"5,738","5,337",401,7.0,"5,784","5,414",370,6.4,"5,934","5,553",381,6.4,"6,020","5,641",379,6.3,"6,038","5,714",324,5.4,"6,103","5,756",347,5.7,"6,249","5,864",385,6.2,"6,293","5,662",631,10.0
29131,MO,"Miller County, MO",Town,"12,820","12,268",552,4.3,"13,008","12,304",704,5.4,"12,769","11,952",817,6.4,"12,777","12,006",771,6.0,"12,862","12,037",825,6.4,"13,342","12,578",764,5.7,"13,594","12,887",707,5.2,"13,448","12,743",705,5.2,"13,351","12,446",905,6.8,"12,854","11,393","1,461",11.4
29133,MO,"Mississippi County, MO",Town,"6,227","5,907",320,5.1,"6,377","5,892",485,7.6,"5,975","5,523",452,7.6,"6,171","5,721",450,7.3,"6,159","5,695",464,7.5,"5,839","5,416",423,7.2,"5,937","5,556",381,6.4,"5,924","5,536",388,6.5,"5,890","5,459",431,7.3,"6,206","5,682",524,8.4
29157,MO,"Perry County, MO",Town,"10,353","10,086",267,2.6,"10,318","9,938",380,3.7,"9,982","9,580",402,4.0,"10,141","9,731",410,4.0,"10,378","9,953",425,4.1,"10,440","10,019",421,4.0,"10,529","10,161",368,3.5,"10,497","10,085",412,3.9,"10,563","10,069",494,4.7,"10,641","9,910",731,6.9
29207,MO,"Stoddard County, MO",Town,"15,144","14,514",630,4.2,"15,380","14,504",876,5.7,"15,269","14,352",917,6.0,"15,405","14,462",943,6.1,"15,905","14,945",960,6.0,"15,980","15,055",925,5.8,"15,928","15,030",898,5.6,"15,639","14,640",999,6.4,"15,596","14,410","1,186",7.6,"15,243","13,825","1,418",9.3
29229,MO,"Wright County, MO",Town,"8,436","8,064",372,4.4,"8,550","8,019",531,6.2,"8,159","7,610",549,6.7,"8,011","7,503",508,6.3,"8,278","7,725",553,6.7,"8,200","7,679",521,6.4,"8,228","7,807",421,5.1,"8,149","7,663",486,6.0,"8,310","7,705",605,7.3,"8,278","7,458",820,9.9
30003,MT,"Big Horn County, MT",Town,"5,462","4,942",520,9.5,"5,129","4,513",616,12.0,"4,908","4,373",535,10.9,"4,914","4,344",570,11.6,"5,013","4,558",455,9.1,"5,216","4,769",447,8.6,"5,006","4,678",328,6.6,"5,099","4,778",321,6.3,"5,227","4,827",400,7.7,"5,246","4,728",518,9.9
30047,MT,"Lake County, MT",Town,"12,358","11,671",687,5.6,"11,719","10,864",855,7.3,"11,496","10,715",781,6.8,"11,459","10,748",711,6.2,"11,584","10,895",689,5.9,"11,550","10,919",631,5.5,"11,538","11,001",537,4.7,"11,699","11,096",603,5.2,"11,727","10,907",820,7.0,"11,459","10,359","1,100",9.6
30077,MT,"Powell County, MT",Town,"2,894","2,725",169,5.8,"2,758","2,602",156,5.7,"2,755","2,580",175,6.4,"2,689","2,524",165,6.1,"2,670","2,505",165,6.2,"2,661","2,501",160,6.0,"2,667","2,539",128,4.8,"2,657","2,523",134,5.0,"2,767","2,570",197,7.1,"2,728","2,470",258,9.5
30081,MT,"Ravalli County, MT",Town,"17,150","16,227",923,5.4,"17,177","16,301",876,5.1,"17,468","16,542",926,5.3,"17,796","16,754","1,042",5.9,"18,100","17,100","1,000",5.5,"18,405","17,504",901,4.9,"18,697","17,943",754,4.0,"18,752","17,958",794,4.2,"18,887","17,737","1,150",6.1,"18,340","16,586","1,754",9.6
31023,NE,"Butler County, NE",Town,"4,672","4,541",131,2.8,"4,680","4,527",153,3.3,"4,638","4,448",190,4.1,"4,704","4,503",201,4.3,"4,747","4,550",197,4.1,"4,694","4,524",170,3.6,"4,737","4,611",126,2.7,"4,832","4,713",119,2.5,"4,901","4,763",138,2.8,"4,732","4,533",199,4.2
31131,NE,"Otoe County, NE",Town,"8,270","8,012",258,3.1,"8,321","8,039",282,3.4,"8,534","8,204",330,3.9,"8,788","8,434",354,4.0,"8,812","8,452",360,4.1,"8,781","8,435",346,3.9,"8,740","8,463",277,3.2,"8,952","8,689",263,2.9,"9,050","8,740",310,3.4,"8,918","8,473",445,5.0
31151,NE,"Saline County, NE",Town,"7,585","7,389",196,2.6,"7,884","7,658",226,2.9,"8,104","7,862",242,3.0,"8,243","7,971",272,3.3,"8,272","7,994",278,3.4,"8,321","8,044",277,3.3,"8,189","7,970",219,2.7,"8,318","8,101",217,2.6,"8,382","8,104",278,3.3,"8,311","7,930",381,4.6
31179,NE,"Wayne County, NE",Town,"5,666","5,522",144,2.5,"5,470","5,319",151,2.8,"5,458","5,301",157,2.9,"5,491","5,334",157,2.9,"5,546","5,378",168,3.0,"5,473","5,309",164,3.0,"5,459","5,324",135,2.5,"5,306","5,173",133,2.5,"5,191","5,045",146,2.8,"5,171","4,967",204,3.9
31185,NE,"York County, NE",Town,"7,793","7,601",192,2.5,"7,579","7,373",206,2.7,"7,467","7,243",224,3.0,"7,907","7,644",263,3.3,"8,084","7,828",256,3.2,"8,436","8,200",236,2.8,"8,502","8,299",203,2.4,"7,651","7,447",204,2.7,"7,034","6,780",254,3.6,"7,051","6,706",345,4.9
35051,NM,"Sierra County, NM",Town,"5,257","5,021",236,4.5,"5,325","5,073",252,4.7,"5,322","5,038",284,5.3,"5,279","4,986",293,5.6,"5,295","4,995",300,5.7,"5,379","5,085",294,5.5,"5,337","5,100",237,4.4,"5,466","5,281",185,3.4,"5,826","5,599",227,3.9,"5,893","5,574",319,5.4
35053,NM,"Socorro County, NM",Town,"7,911","7,506",405,5.1,"8,136","7,706",430,5.3,"8,466","8,042",424,5.0,"8,667","8,229",438,5.1,"8,817","8,390",427,4.8,"9,234","8,815",419,4.5,"9,149","8,810",339,3.7,"9,219","8,935",284,3.1,"9,407","9,085",322,3.4,"9,361","8,899",462,4.9
36017,NY,"Chenango County, NY",Town,"24,434","23,461",973,4.0,"24,524","23,418","1,106",4.5,"24,623","23,241","1,382",5.6,"24,207","22,784","1,423",5.9,"24,032","22,683","1,349",5.6,"24,277","23,074","1,203",5.0,"24,722","23,516","1,206",4.9,"24,356","23,173","1,183",4.9,"24,478","22,941","1,537",6.3,"24,419","22,206","2,213",9.1
36025,NY,"Delaware County, NY",Town,"22,124","21,206",918,4.1,"22,193","21,273",920,4.1,"23,069","21,961","1,108",4.8,"22,996","21,874","1,122",4.9,"23,103","22,041","1,062",4.6,"23,512","22,474","1,038",4.4,"23,517","22,511","1,006",4.3,"23,085","22,102",983,4.3,"22,739","21,398","1,341",5.9,"22,274","20,340","1,934",8.7
36031,NY,"Essex County, NY",Town,"18,486","17,607",879,4.8,"18,578","17,730",848,4.6,"18,783","17,806",977,5.2,"18,337","17,361",976,5.3,"18,592","17,563","1,029",5.5,"18,729","17,724","1,005",5.4,"18,746","17,705","1,041",5.6,"18,518","17,486","1,032",5.6,"18,470","17,253","1,217",6.6,"18,351","16,653","1,698",9.3
36039,NY,"Greene County, NY",Town,"22,550","21,533","1,017",4.5,"22,500","21,481","1,019",4.5,"23,734","22,559","1,175",5.0,"23,712","22,483","1,229",5.2,"23,250","22,003","1,247",5.4,"23,740","22,590","1,150",4.8,"24,109","22,970","1,139",4.7,"24,076","22,951","1,125",4.7,"24,181","22,777","1,404",5.8,"24,090","22,052","2,038",8.5
36049,NY,"Lewis County, NY",Town,"12,669","12,018",651,5.1,"12,499","11,735",764,6.1,"12,631","11,832",799,6.3,"12,430","11,621",809,6.5,"12,524","11,693",831,6.6,"12,723","11,962",761,6.0,"13,047","12,339",708,5.4,"12,460","11,795",665,5.3,"12,537","11,712",825,6.6,"12,760","11,623","1,137",8.9
37017,NC,"Bladen County, NC",Town,"14,682","13,780",902,6.1,"14,944","13,631","1,313",8.8,"14,852","13,356","1,496",10.1,"15,176","13,844","1,332",8.8,"15,789","14,597","1,192",7.5,"15,576","14,352","1,224",7.9,"15,308","14,258","1,050",6.9,"15,742","14,693","1,049",6.7,"15,510","14,307","1,203",7.8,"15,505","13,536","1,969",12.7
37047,NC,"Columbus County, NC",Town,"23,528","21,709","1,819",7.7,"23,262","21,310","1,952",8.4,"22,946","20,811","2,135",9.3,"23,672","21,722","1,950",8.2,"23,818","22,218","1,600",6.7,"23,883","22,255","1,628",6.8,"23,767","22,340","1,427",6.0,"24,447","23,023","1,424",5.8,"24,252","22,371","1,881",7.8,"24,688","21,375","3,313",13.4
37061,NC,"Duplin County, NC",Town,"23,428","22,411","1,017",4.3,"22,713","21,299","1,414",6.2,"23,049","21,265","1,784",7.7,"24,543","22,807","1,736",7.1,"24,543","23,058","1,485",6.1,"23,845","22,309","1,536",6.4,"23,537","22,228","1,309",5.6,"24,359","23,187","1,172",4.8,"24,122","22,720","1,402",5.8,"24,645","22,215","2,430",9.9
37117,NC,"Martin County, NC",Town,"11,813","10,990",823,7.0,"11,734","10,908",826,7.0,"11,954","11,143",811,6.8,"12,314","11,394",920,7.5,"12,114","11,259",855,7.1,"12,103","11,349",754,6.2,"11,974","11,268",706,5.9,"12,070","11,379",691,5.7,"11,939","11,165",774,6.5,"11,974","10,644","1,330",11.1
37123,NC,"Montgomery County, NC",Town,"12,765","12,261",504,3.9,"12,754","11,878",876,6.9,"12,757","11,680","1,077",8.4,"12,644","11,474","1,170",9.3,"12,639","11,680",959,7.6,"12,449","11,544",905,7.3,"12,252","11,365",887,7.2,"11,981","11,164",817,6.8,"11,350","10,418",932,8.2,"11,179","9,609","1,570",14.0
