movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
Love the Coopers,Olivia Wilde,Alex Borstein,Timothée Chalamet,10000.0,566.0,85.0
Catch That Kid,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,17000.0,632.0,362.0
Life as a House,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,16000.0,4000.0,1000.0
Steve Jobs,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,14000.0,13000.0,816.0
"I Love You, Beth Cooper",Alan Ruck,Marie Avgeropoulos,Shawn Roberts,946.0,800.0,529.0
Youth in Revolt,Steve Buscemi,Ari Graynor,Fred Willard,12000.0,904.0,729.0
The Legend of the Lone Ranger,Jason Robards,Richard Farnsworth,Michael Horse,372.0,262.0,102.0
The Tailor of Panama,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,11000.0,2000.0,1000.0
Blow Out,Nancy Allen,Dennis Franz,John McMartin,517.0,376.0,101.0
Getaway,Rebecca Budig,Paul Freeman,Bruce Payne,210.0,193.0,179.0
The Ice Storm,Joan Allen,Kate Burton,Henry Czerny,805.0,223.0,177.0
And So It Goes,Yaya DaCosta,Annie Parisse,Frankie Valli,712.0,341.0,197.0
Troop Beverly Hills,Craig T. Nelson,Shelley Long,Kellie Martin,723.0,422.0,371.0
Being Julia,Miriam Margolyes,Shaun Evans,Juliet Stevenson,405.0,204.0,202.0
9½ Weeks,David Margulies,Karen Young,Kim Chan,567.0,67.0,45.0
Dragonslayer,Ian McDiarmid,Ralph Richardson,Albert Salmi,1000.0,115.0,94.0
The Last Station,David Masterson,Kerry Condon,Anne-Marie Duff,577.0,416.0,231.0
Ed Wood,Johnny Depp,Bill Murray,Martin Landau,40000.0,13000.0,940.0
Labor Day,J.K. Simmons,Kate Winslet,Brooke Smith,24000.0,14000.0,405.0
Mongol: The Rise of Genghis Khan,Tadanobu Asano,Khulan Chuluun,Honglei Sun,627.0,12.0,9.0
RocknRolla,Tom Hardy,Gerard Butler,Tom Wilkinson,27000.0,18000.0,1000.0
Megaforce,Barry Bostwick,Michael Beck,Henry Silva,456.0,278.0,251.0
Hamlet,Julie Christie,Brian Blessed,Richard Briers,597.0,591.0,401.0
Mao's Last Dancer,Bruce Greenwood,Suzie Steen,Aden Young,989.0,258.0,238.0
Midnight Special,Kirsten Dunst,Sam Shepard,Paul Sparks,4000.0,820.0,201.0
Anything Else,Woody Allen,Stockard Channing,Fisher Stevens,11000.0,944.0,922.0
The Railway Man,Jeremy Irvine,Colin Firth,Sam Reid,25000.0,14000.0,212.0
Unforgettable,Poppy Montgomery,Dylan Walsh,Dallas Roberts,654.0,426.0,405.0
The White Ribbon,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,63.0,43.0,16.0
Restoration,Zack Ward,Anna Harr,James Cullen Bressack,662.0,290.0,161.0
The Wraith,Clint Howard,Randy Quaid,Nick Cassavetes,1000.0,695.0,415.0
The Salton Sea,Adam Goldberg,Meat Loaf,Anthony LaPaglia,1000.0,783.0,576.0
Metallica Through the Never,James Hetfield,Mackenzie Gray,Lars Ulrich,364.0,253.0,151.0
The Informers,Austin Nichols,Brad Renfro,Lou Taylor Pucci,663.0,551.0,394.0
Carlos,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,897.0,30.0,30.0
I Come with the Rain,Takuya Kimura,Simón Andreu,Shawn Yue,84.0,35.0,32.0
One Man's Hero,Tom Berenger,Joaquim de Almeida,Mark Moses,854.0,578.0,353.0
Day of the Dead,Greg Nicotero,John Amplas,Joseph Pilato,1000.0,177.0,83.0
I Am Wrath,Sam Trammell,Rebecca De Mornay,Amanda Schull,1000.0,872.0,757.0
Renaissance,Romola Garai,Catherine McCormack,Kevork Malikyan,805.0,306.0,69.0
Red Sonja,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,444.0,312.0,183.0
Red Lights,Robert De Niro,Toby Jones,Craig Roberts,22000.0,2000.0,920.0
Superbad,Emma Stone,Joe Lo Truglio,Kevin Corrigan,15000.0,833.0,778.0
Madea Goes to Jail,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,923.0,619.0,543.0
Wolves,Jason Momoa,Jennifer Hale,Stephen McHattie,11000.0,918.0,413.0
Step Up 2: The Streets,Cassie Ventura,Mari Koda,Luis Rosado,158.0,152.0,129.0
Hoodwinked!,Anne Hathaway,Chazz Palminteri,Jim Belushi,11000.0,979.0,854.0
Hotel Rwanda,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,3000.0,460.0,242.0
Hitman,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,866.0,794.0,280.0
Black Nativity,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,549.0,269.0,170.0
The Prince,Bruce Willis,50 Cent,Jessica Lowndes,13000.0,1000.0,1000.0
City of Ghosts,Kirk Fox,Shawn Andrews,Rob Campbell,109.0,67.0,50.0
The Others,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,482.0,203.0,83.0
Aliens,Michael Biehn,Carrie Henn,Jenette Goldstein,2000.0,626.0,604.0
My Fair Lady,Jeremy Brett,Rex Harrison,Theodore Bikel,453.0,272.0,244.0
I Know What You Did Last Summer,Muse Watson,Sarah Michelle Gellar,Anne Heche,45000.0,4000.0,681.0
Let's Be Cops,Rob Riggle,Damon Wayans Jr.,James D'Arcy,839.0,756.0,613.0
Sideways,Virginia Madsen,Patrick Gallagher,M.C. Gainey,912.0,306.0,284.0
Beerfest,Chris Moss,Owain Yeoman,Jay Chandrasekhar,33000.0,459.0,422.0
Halloween,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,2000.0,742.0,598.0
Good Boy!,Liam Aiken,Molly Shannon,Kevin Nealon,818.0,636.0,503.0
The Best Man Holiday,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,1000.0,886.0,849.0
Smokin' Aces,Ryan Reynolds,Common,Alex Rocco,16000.0,988.0,968.0
Saw 3D: The Final Chapter,Costas Mandylor,Gina Holden,Betsy Russell,723.0,346.0,298.0
40 Days and 40 Nights,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,1000.0,580.0,486.0
A Night at the Roxbury,Will Ferrell,Chris Kattan,Dan Hedaya,8000.0,357.0,281.0
Beastly,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,15000.0,976.0,583.0
The Hills Have Eyes,Dan Byrd,Greg Nicotero,Vinessa Shaw,1000.0,1000.0,580.0
Dickie Roberts: Former Child Star,Kevin Grevioux,Jenna Boyd,Mary McCormack,593.0,517.0,428.0
"McFarland, USA",Morgan Saylor,Valente Rodriguez,Diana Maria Riva,427.0,234.0,89.0
Lottery Ticket,Brandon T. Jackson,Loretta Devine,Shad Moss,918.0,912.0,826.0
ATL,T.I.,Adam Boyer,Malika,680.0,503.0,104.0
Pitch Perfect,Anna Kendrick,Hana Mae Lee,Ben Platt,10000.0,751.0,746.0
Summer Catch,Marc Blucas,Brian Dennehy,Bruce Davison,973.0,954.0,505.0
A Simple Plan,Gary Cole,Bridget Fonda,Chelcie Ross,989.0,888.0,244.0
They,Alexander Gould,Ethan Embry,Marc Blucas,1000.0,982.0,973.0
Larry the Cable Guy: Health Inspector,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,690.0,400.0,323.0
The Adventures of Elmo in Grouchland,Vanessa Williams,Kevin Clash,Caroll Spinney,1000.0,436.0,142.0
Brooklyn's Finest,Don Cheadle,Lili Taylor,Armando Riesco,3000.0,960.0,625.0
55 Days at Peking,Ava Gardner,David Niven,John Ireland,715.0,490.0,86.0
Evil Dead,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,394.0,150.0,58.0
My Life in Ruins,Nia Vardalos,Harland Williams,Rachel Dratch,567.0,503.0,399.0
American Dreamz,Judy Greer,Dennis Quaid,Chris Klein,2000.0,2000.0,841.0
Superman IV: The Quest for Peace,Jim Broadbent,Margot Kidder,William Hootkins,1000.0,593.0,488.0
How She Move,DeRay Davis,Clé Bennett,Conrad Coates,328.0,122.0,66.0
Running Scared,Paul Walker,Chazz Palminteri,Ivana Milicevic,23000.0,979.0,834.0
Bobby Jones: Stroke of Genius,Aidan Quinn,Jeremy Northam,Paul Freeman,767.0,327.0,193.0
Shanghai Surprise,Victor Wong,Paul Freeman,Clyde Kusatsu,400.0,193.0,161.0
The Illusionist,Rufus Sewell,Eddie Marsan,Jake Wood,3000.0,979.0,96.0
Roar,Tippi Hedren,Melanie Griffith,Zakes Mokae,634.0,537.0,60.0
Veronica Guerin,Brenda Fricker,David Murray,Gerard McSorley,214.0,96.0,71.0
Escobar: Paradise Lost,Josh Hutcherson,Brady Corbet,Carlos Bardem,14000.0,287.0,55.0
Southland Tales,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,1000.0,876.0,215.0
Dragon Hunters,Rob Paulsen,Jess Harnell,Mary Mouser,677.0,262.0,168.0
Damnation Alley,George Peppard,Jan-Michael Vincent,Paul Winfield,669.0,642.0,255.0
The Apparition,Julianna Guill,Rick Gomez,Tim Williams,465.0,152.0,62.0
My Girl,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,3000.0,2000.0,165.0
Fur: An Imaginary Portrait of Diane Arbus,Robert Downey Jr.,Ty Burrell,Matt Servitto,21000.0,3000.0,260.0
Wall Street,Hal Holbrook,Tamara Tunie,James Karen,826.0,508.0,168.0
Sense and Sensibility,Alan Rickman,Kate Winslet,Tom Wilkinson,25000.0,14000.0,1000.0
Becoming Jane,Anne Hathaway,Julie Walters,Laurence Fox,11000.0,838.0,281.0
Sydney White,Danny Strong,Matt Long,Samm Levine,714.0,701.0,433.0
House of Sand and Fog,Frances Fisher,Kim Dickens,Ron Eldard,638.0,624.0,385.0
Dead Poets Society,Robin Williams,Josh Charles,Kurtwood Smith,49000.0,1000.0,1000.0
Dumb & Dumber,Lauren Holly,Mike Starr,Teri Garr,879.0,854.0,481.0
When Harry Met Sally...,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,227.0,73.0,62.0
The Verdict,Charlotte Rampling,James Mason,Jack Warden,844.0,617.0,359.0
Road Trip,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,1000.0,490.0,486.0
Varsity Blues,Paul Walker,Ron Lester,Mark Walters,23000.0,255.0,35.0
The Artist,Bérénice Bejo,Ed Lauter,Beth Grant,996.0,897.0,628.0
The Unborn,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,10000.0,787.0,389.0
Moonrise Kingdom,Bruce Willis,Bill Murray,Bob Balaban,13000.0,13000.0,559.0
The Texas Chainsaw Massacre: The Beginning,Matt Bomer,Jordana Brewster,Lew Temple,20000.0,4000.0,597.0
The Young Messiah,Clive Russell,Vincent Walsh,Finn Ireland,241.0,118.0,107.0
The Master of Disguise,Jennifer Esposito,Kenan Thompson,James Brolin,911.0,521.0,499.0
Pan's Labyrinth,Ivana Baquero,Maribel Verdú,Sergi López,634.0,269.0,250.0
The Messengers,Joel Courtney,Jessika Van,Riley Smith,1000.0,921.0,762.0
See Spot Run,Leslie Bibb,Angus T. Jones,Paul Sorvino,1000.0,1000.0,635.0
Baby Boy,Mo'Nique,Snoop Dogg,Angell Conwell,939.0,881.0,522.0
The Roommate,Leighton Meester,Danneel Ackles,Frances Fisher,3000.0,1000.0,638.0
Joe Dirt,Brittany Daniel,Erik Per Sullivan,Fred Ward,861.0,593.0,459.0
Double Impact,Bolo Yeung,Alonna Shaw,Kamel Krifa,633.0,67.0,51.0
Hot Fuzz,Bill Bailey,Joe Cornish,Billie Whitelaw,175.0,115.0,108.0
The Women,Jada Pinkett Smith,Debi Mazar,Debra Messing,851.0,680.0,650.0
Vicky Cristina Barcelona,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,19000.0,581.0,252.0
Arn: The Knight Templar,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,908.0,690.0,292.0
Boys and Girls,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,3000.0,240.0,95.0
White Oleander,Patrick Fugit,Cole Hauser,Marc Donato,835.0,787.0,450.0
Jennifer's Body,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,24000.0,396.0,271.0
Drowning Mona,Will Ferrell,Jamie Lee Curtis,Tracey Walter,8000.0,2000.0,324.0
Radio Days,Mike Starr,Don Pardo,Julie Kavner,854.0,410.0,233.0
Remember Me,Robert Pattinson,Lena Olin,Ruby Jerins,21000.0,541.0,238.0
How to Deal,Dylan Baker,Alexandra Holden,Trent Ford,812.0,326.0,258.0
My Stepmother Is an Alien,Jon Lovitz,Alyson Hannigan,Tony Jay,11000.0,3000.0,384.0
Philadelphia,Denzel Washington,Tom Hanks,Jason Robards,18000.0,15000.0,372.0
The Thirteenth Floor,Gretchen Mol,Craig Bierko,Brad William Henke,599.0,380.0,363.0
The Cookout,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,1000.0,584.0,578.0
Meteor,Martin Landau,Karl Malden,Brian Keith,940.0,416.0,316.0
Duets,Lochlyn Munro,Marian Seldes,Huey Lewis,555.0,403.0,215.0
Hollywood Ending,Woody Allen,Debra Messing,Treat Williams,11000.0,650.0,642.0
Detroit Rock City,Natasha Lyonne,Lin Shaye,Shannon Tweed,1000.0,852.0,322.0
Highlander,Christopher Lambert,Jon Polito,Celia Imrie,1000.0,309.0,186.0
Things We Lost in the Fire,Alison Lohman,Omar Benson Miller,Robin Weigert,1000.0,418.0,295.0
Steel,Charles Napier,Annabeth Gish,Hill Harper,503.0,489.0,465.0
The Immigrant,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,10000.0,316.0,310.0
The White Countess,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,898.0,708.0,258.0
Trance,Rosario Dawson,Spencer Wilding,Tuppence Middleton,3000.0,1000.0,888.0
Soul Plane,Mo'Nique,Snoop Dogg,Tom Arnold,939.0,881.0,618.0
Welcome to the Sticks,Dany Boon,Kad Merad,Michel Galabru,172.0,55.0,27.0
Good,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,10000.0,304.0,227.0
Enter the Void,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,488.0,289.0,116.0
Vamps,Taylor Negron,Justin Kirk,Ivan Sergei,1000.0,945.0,613.0
Hachi: A Dog's Tale,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,1000.0,884.0,805.0
Zulu,Orlando Bloom,Tanya van Graan,Conrad Kemp,5000.0,170.0,44.0
The Homesman,Barry Corbin,Tim Blake Nelson,Miranda Otto,883.0,596.0,567.0
Juwanna Mann,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,890.0,578.0,574.0
Lilyhammer,Steven Van Zandt,Trond Fausa,Tommy Karlsen,422.0,57.0,15.0
Ararat,David Alpay,Marie-Josée Croze,Charles Aznavour,232.0,150.0,125.0
Madison,Bruce Dern,Jake Lloyd,William Shockley,844.0,626.0,518.0
Slow Burn,Mekhi Phifer,LL Cool J,Fisher Stevens,1000.0,1000.0,922.0
Wasabi,Carole Bouquet,Ryôko Hirosue,Michel Muller,235.0,46.0,17.0
Slither,Dustin Milligan,Gregg Henry,Tania Saulnier,499.0,298.0,102.0
Beverly Hills Cop,Judge Reinhold,Ronny Cox,James Russo,901.0,605.0,383.0
Home Alone,Macaulay Culkin,Devin Ratray,Catherine O'Hara,3000.0,1000.0,925.0
3 Men and a Baby,Tom Selleck,Ted Danson,Steve Guttenberg,19000.0,875.0,801.0
Tootsie,Bill Murray,Sydney Pollack,Teri Garr,13000.0,521.0,481.0
Top Gun,Tom Cruise,Tom Skerritt,Adrian Pasdar,10000.0,1000.0,555.0
"Crouching Tiger, Hidden Dragon",Chen Chang,Pei-Pei Cheng,Sihung Lung,103.0,21.0,5.0
American Beauty,Kevin Spacey,Peter Gallagher,Ara Celi,18000.0,828.0,158.0
The King's Speech,Colin Firth,Jennifer Ehle,Derek Jacobi,14000.0,1000.0,520.0
Twins,Kelly Preston,Tony Jay,Hugh O'Brian,742.0,384.0,247.0
Scream: The TV Series,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,460.0,292.0,260.0
The Yellow Handkerchief,Kristen Stewart,Eddie Redmayne,William Hurt,17000.0,13000.0,882.0
The Color Purple,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,852.0,581.0,271.0
Tidal Wave,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,94.0,80.0,13.0
The Imitation Game,Benedict Cumberbatch,Rory Kinnear,Allen Leech,19000.0,393.0,305.0
Private Benjamin,Eileen Brennan,Albert Brooks,Alan Oppenheimer,1000.0,745.0,271.0
Coal Miner's Daughter,Sissy Spacek,Beverly D'Angelo,Levon Helm,874.0,816.0,572.0
Diary of a Wimpy Kid,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,17000.0,975.0,569.0
Mama,Javier Botet,Megan Charpentier,Isabelle Nélisse,1000.0,340.0,250.0
National Lampoon's Vacation,Beverly D'Angelo,Randy Quaid,Jane Krakowski,816.0,695.0,624.0
Bad Grandpa,Jackson Nicoll,Georgina Cates,Grasie Mercedes,925.0,38.0,27.0
The Queen,Roger Allam,Sylvia Syms,Alex Jennings,326.0,48.0,39.0
Beetlejuice,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,925.0,692.0,217.0
Why Did I Get Married?,Michael Jai White,Tasha Smith,Lamman Rucker,2000.0,721.0,607.0
Little Women,Christian Bale,Kirsten Dunst,Eric Stoltz,23000.0,4000.0,902.0
The Woman in Black,Daniel Radcliffe,Roger Allam,Jessica Raine,11000.0,326.0,259.0
When a Stranger Calls,Madeline Carroll,Tessa Thompson,Brian Geraghty,1000.0,431.0,383.0
Big Fat Liar,Frankie Muniz,Donald Faison,Lee Majors,934.0,927.0,799.0
The Deer Hunter,Robert De Niro,Meryl Streep,John Savage,22000.0,11000.0,652.0
Wag the Dog,Robert De Niro,Kirsten Dunst,John Michael Higgins,22000.0,4000.0,957.0
The Lizzie McGuire Movie,Clayton Snyder,Adam Lamberg,Alex Borstein,925.0,738.0,566.0
Snitch,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,12000.0,1000.0,874.0
Krampus,Adam Scott,Conchata Ferrell,Allison Tolman,3000.0,658.0,562.0
The Faculty,Jordana Brewster,Salma Hayek,Clea DuVall,4000.0,4000.0,1000.0
What's Love Got to Do with It,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,90.0,22.0,2.0
Cop Land,Robert De Niro,Sylvester Stallone,Janeane Garofalo,22000.0,13000.0,1000.0
Not Another Teen Movie,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,11000.0,983.0,971.0
End of Watch,Jake Gyllenhaal,Anna Kendrick,America Ferrera,15000.0,10000.0,953.0
The Skulls,Paul Walker,Leslie Bibb,William Petersen,23000.0,1000.0,883.0
The Theory of Everything,Eddie Redmayne,Emily Watson,Simon McBurney,13000.0,876.0,149.0
Malibu's Most Wanted,Greg Grunberg,Regina Hall,Blair Underwood,833.0,807.0,685.0
Where the Heart Is,Natalie Portman,James Frain,Stockard Channing,20000.0,1000.0,944.0
Lawrence of Arabia,Claude Rains,José Ferrer,Jack Hawkins,607.0,202.0,87.0
Halloween II,Scout Taylor-Compton,Tyler Mane,Margot Kidder,908.0,764.0,593.0
Wild,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,2000.0,820.0,612.0
The Last House on the Left,Tony Goldwyn,Monica Potter,Martha MacIsaac,956.0,878.0,616.0
The Wedding Date,Jack Davenport,Debra Messing,Holland Taylor,1000.0,650.0,458.0
Halloween: Resurrection,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,2000.0,864.0,731.0
The Princess Bride,Robin Wright,Carol Kane,André the Giant,18000.0,636.0,594.0
The Great Debaters,Denzel Washington,Jurnee Smollett-Bell,John Heard,18000.0,2000.0,697.0
Drive,Ryan Gosling,Albert Brooks,Russ Tamblyn,33000.0,745.0,228.0
Confessions of a Teenage Drama Queen,Adam Garcia,Carol Kane,Glenne Headly,811.0,636.0,231.0
The Object of My Affection,Liam Aiken,Tim Daly,Kali Rocha,818.0,511.0,106.0
28 Weeks Later,Jeremy Renner,Harold Perrineau,Catherine McCormack,10000.0,1000.0,306.0
When the Game Stands Tall,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,116.0,110.0,100.0
Because of Winn-Dixie,Cicely Tyson,Luke Benward,Eva Marie Saint,907.0,807.0,649.0
Love & Basketball,Alfre Woodard,Sanaa Lathan,Omar Epps,1000.0,886.0,865.0
Grosse Pointe Blank,Minnie Driver,Michael Cudlitz,Mitchell Ryan,893.0,822.0,141.0
All About Steve,Bradley Cooper,Katy Mixon,Beth Grant,14000.0,982.0,628.0
Book of Shadows: Blair Witch 2,Kim Director,Erica Leerhsen,Kurt Loder,193.0,184.0,162.0
The Craft,Christine Taylor,Rachel True,Brenda Strong,838.0,328.0,266.0
Match Point,Scarlett Johansson,Mark Gatiss,Penelope Wilton,19000.0,567.0,400.0
Ramona and Beezus,Sierra McCormick,Hutch Dano,Jason Spevack,512.0,316.0,125.0
The Remains of the Day,Anthony Hopkins,Peter Vaughan,Ben Chaplin,12000.0,310.0,258.0
Boogie Nights,Don Cheadle,Nicole Ari Parker,Nina Hartley,3000.0,360.0,170.0
Nowhere to Run,Kieran Culkin,Rosanna Arquette,Joss Ackland,1000.0,605.0,232.0
Flicka,Alison Lohman,Danny Pino,Tim McGraw,1000.0,786.0,461.0
The Hills Have Eyes II,Jeff Kober,Daniella Alonso,Jacob Vargas,919.0,557.0,399.0
Urban Legends: Final Cut,Loretta Devine,Joey Lawrence,Jacinda Barrett,912.0,786.0,579.0
Tuck Everlasting,William Hurt,Sissy Spacek,Jonathan Jackson,882.0,874.0,613.0
The Marine,Kelly Carlson,Firass Dirani,Drew Powell,472.0,239.0,129.0
Keanu,Nia Long,Will Forte,Keegan-Michael Key,826.0,622.0,415.0
Country Strong,Leighton Meester,Cinda McCain,Tim McGraw,3000.0,646.0,461.0
Disturbing Behavior,Bruce Greenwood,Ethan Embry,Katharine Isabelle,989.0,982.0,918.0
The Place Beyond the Pines,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,33000.0,748.0,619.0
The November Man,Luke Bracey,Akie Kotabe,Will Patton,775.0,614.0,537.0
Eye of the Beholder,Jason Priestley,Patrick Bergin,Geneviève Bujold,471.0,308.0,159.0
The Hurt Locker,Jeremy Renner,Christian Camargo,Brian Geraghty,10000.0,602.0,383.0
Firestarter,Heather Locklear,George C. Scott,David Keith,695.0,654.0,563.0
Killing Them Softly,Brad Pitt,Sam Shepard,Ben Mendelsohn,11000.0,820.0,748.0
A Most Wanted Man,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,22000.0,164.0,123.0
Freddy Got Fingered,Rip Torn,Harland Williams,Eddie Kaye Thomas,826.0,503.0,484.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,Yuri Lowenthal,Cam Clarke,Phil Vischer,354.0,173.0,23.0
U2 3D,Bono,The Edge,Larry Mullen Jr.,468.0,67.0,44.0
Highlander: Endgame,Christopher Lambert,Adrian Paul,Adam Copeland,1000.0,786.0,377.0
Idlewild,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,907.0,585.0,526.0
One Day,Anne Hathaway,Jim Sturgess,Rafe Spall,11000.0,5000.0,358.0
Whip It,Daniel Stern,Jimmy Fallon,Alia Shawkat,796.0,787.0,727.0
Knockaround Guys,Vin Diesel,Tom Noonan,Kevin Gage,14000.0,442.0,366.0
Confidence,Louis Lombardi,Brian Van Holt,Leland Orser,436.0,324.0,308.0
The Muse,Jeff Bridges,Bradley Whitford,Albert Brooks,12000.0,821.0,745.0
De-Lovely,Kevin McNally,Keith Allen,Sandra Nelson,427.0,66.0,65.0
New York Stories,Woody Allen,Larry David,Mia Farrow,11000.0,860.0,563.0
Barney's Great Adventure,Trevor Morgan,Kyla Pratt,Shirley Douglas,595.0,417.0,47.0
The Man with the Iron Fists,Rick Yune,RZA,Daniel Wu,746.0,561.0,353.0
Home Fries,Catherine O'Hara,Jake Busey,Shelley Duvall,925.0,660.0,629.0
Here on Earth,Bruce Greenwood,Chris Klein,Elaine Hendrix,989.0,841.0,670.0
Brazil,Robert De Niro,Bob Hoskins,Jim Broadbent,22000.0,5000.0,1000.0
Raise Your Voice,Oliver James,Rebecca De Mornay,Jason Ritter,1000.0,872.0,782.0
The Dead Zone,David Ogden Stiers,Nicole de Boer,Chris Bruno,443.0,319.0,186.0
The Big Lebowski,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,22000.0,12000.0,12000.0
Black Snake Moan,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,3000.0,788.0,539.0
Dark Blue,Khandi Alexander,Dash Mihok,Michael Michele,556.0,463.0,274.0
A Mighty Heart,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,11000.0,883.0,254.0
Whatever It Takes,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,11000.0,897.0,612.0
Boat Trip,Vivica A. Fox,Lin Shaye,Bob Gunton,890.0,852.0,461.0
The Importance of Being Earnest,Colin Firth,Tom Wilkinson,Rupert Everett,14000.0,1000.0,692.0
The Love Letter,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,1000.0,393.0,224.0
Hoot,Logan Lerman,Neil Flynn,Tim Blake Nelson,8000.0,625.0,596.0
In Bruges,Elizabeth Berrington,Anna Madeley,Eric Godon,65.0,49.0,39.0
Peeples,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,931.0,539.0,426.0
The Rocker,Emma Stone,Bradley Cooper,Josh Gad,15000.0,14000.0,1000.0
Post Grad,J.K. Simmons,Zach Gilford,Bobby Coleman,24000.0,971.0,360.0
Promised Land,Matt Damon,Hal Holbrook,Terry Kinney,13000.0,826.0,363.0
Whatever Works,Larry David,Michael McKean,Conleth Hill,860.0,658.0,386.0
The In Crowd,Matthew Settle,Susan Ward,A.J. Buckley,477.0,397.0,275.0
Three Burials,Levon Helm,Dwight Yoakam,Guillermo Arriaga,572.0,324.0,289.0
Jakob the Liar,Robin Williams,Mark Margolis,Michael Jeter,49000.0,1000.0,693.0
Kiss Kiss Bang Bang,Robert Downey Jr.,Corbin Bernsen,Larry Miller,21000.0,1000.0,611.0
Idle Hands,Vivica A. Fox,Fred Willard,Elden Henson,890.0,729.0,577.0
Mulholland Drive,Naomi Watts,Robert Forster,Laura Harring,6000.0,889.0,669.0
Blood and Chocolate,Olivier Martinez,Agnes Bruckner,Chris Geere,837.0,400.0,220.0
You Will Meet a Tall Dark Stranger,Anthony Hopkins,Naomi Watts,Ewen Bremner,12000.0,6000.0,557.0
Never Let Me Go,Andrew Garfield,Charlie Rowe,Charlotte Rampling,10000.0,882.0,844.0
The Company,Anna Silk,Tom Hollander,Alessandro Nivola,857.0,555.0,527.0
Transsiberian,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,918.0,278.0,25.0
The Clan of the Cave Bear,Curtis Armstrong,Pamela Reed,Mike Muscat,876.0,324.0,90.0
Crazy in Alabama,Meat Loaf,Elizabeth Perkins,Noah Emmerich,783.0,664.0,617.0
Funny Games,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,6000.0,294.0,287.0
Listening,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,192.0,134.0,46.0
Felicia's Journey,Bob Hoskins,Elaine Cassidy,Gerard McSorley,5000.0,203.0,71.0
Metropolis,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,136.0,23.0,18.0
District B13,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,510.0,297.0,58.0
Things to Do in Denver When You're Dead,Steve Buscemi,Bill Cobbs,Treat Williams,12000.0,970.0,642.0
