League,Season,Date,game_id,Var,Goal,Team,Win,d_rating,o_rating
LaLiga,2018-2019,5/3/2019,6904,Away,3,Leganés,1,0.77617604,0.5210769
LaLiga,2018-2019,5/3/2019,6904,Home,0,Sevilla,0,1.2275369,0.17189497
LaLiga,2018-2019,5/4/2019,6905,Away,1,Rayo Vallecano,0,0.90442204,0.28597003
LaLiga,2018-2019,5/4/2019,6905,Home,4,Levante,1,0.77617604,0.8596837
LaLiga,2018-2019,5/4/2019,6906,Away,0,Atlético Madrid,0,1.491318,0.21660787
LaLiga,2018-2019,5/4/2019,6906,Home,3,Espanyol,1,1.3440466,2.3635874
LaLiga,2018-2019,5/4/2019,6907,Away,1,Real Sociedad,1,0.8291326,0.45339605
LaLiga,2018-2019,5/4/2019,6907,Home,0,Alavés,0,0.77617604,0.0
LaLiga,2018-2019,5/4/2019,6908,Away,0,Barcelona,0,1.7326438,1.3559256
LaLiga,2018-2019,5/4/2019,6908,Home,2,Celta Vigo,1,1.6999764,0.48416105
LaLiga,2018-2019,5/5/2019,6909,Away,0,Girona,0,0.87146354,0.6138104
LaLiga,2018-2019,5/5/2019,6909,Home,2,Getafe,1,0.8035268,0.5921905
LaLiga,2018-2019,5/5/2019,6910,Away,0,Betis,0,0.7903633,0.95807546
LaLiga,2018-2019,5/5/2019,6910,Home,1,Eibar,1,0.8344837,0.17417026
LaLiga,2018-2019,5/5/2019,6911,Away,2,Villarreal,0,0.9431541,1.2375883
LaLiga,2018-2019,5/5/2019,6911,Home,3,Real Madrid,1,1.3778348,2.2253735
LaLiga,2018-2019,5/5/2019,6912,Away,0,Athletic Club,0,0.7849491,0.056818284
LaLiga,2018-2019,5/5/2019,6912,Home,1,Valladolid,1,1.125095,0.4951124
LaLiga,2018-2019,5/5/2019,6913,Away,6,Valencia,1,1.1233742,0.5912467
LaLiga,2018-2019,5/5/2019,6913,Home,2,Huesca,0,1.5428882,1.664045
LaLiga,2018-2019,8/17/2018,6554,Away,0,Valladolid,0,1.0984484,0.35077497
LaLiga,2018-2019,8/17/2018,6554,Home,0,Girona,0,0.71286106,0.6171099
LaLiga,2018-2019,8/17/2018,6555,Away,3,Levante,1,1.1472692,2.2417939
LaLiga,2018-2019,8/17/2018,6555,Home,0,Betis,0,1.1548197,0.8837349
LaLiga,2018-2019,8/18/2018,6556,Away,1,Espanyol,0,0.8727188,0.66324735
LaLiga,2018-2019,8/18/2018,6556,Home,1,Celta Vigo,0,1.6427743,0.561025
LaLiga,2018-2019,8/18/2018,6557,Away,2,Real Sociedad,1,1.137371,0.2767541
LaLiga,2018-2019,8/18/2018,6557,Home,1,Villarreal,0,1.2791265,1.0468959
LaLiga,2018-2019,8/18/2018,6558,Away,0,Alavés,0,1.0410082,0.5731601
LaLiga,2018-2019,8/18/2018,6558,Home,3,Barcelona,1,2.4527404,3.681338
LaLiga,2018-2019,8/19/2018,6559,Away,2,Huesca,1,0.8901739,0.28222895
LaLiga,2018-2019,8/19/2018,6559,Home,1,Eibar,0,0.9703582,0.37001243
LaLiga,2018-2019,8/19/2018,6560,Away,4,Sevilla,1,0.9526701,1.0482432
LaLiga,2018-2019,8/19/2018,6560,Home,1,Rayo Vallecano,0,0.82329565,0.15091863
LaLiga,2018-2019,8/19/2018,6561,Away,0,Getafe,0,1.3210914,0.5305468
LaLiga,2018-2019,8/19/2018,6561,Home,2,Real Madrid,1,1.1411514,3.0205197
LaLiga,2018-2019,8/20/2018,6562,Away,1,Atlético Madrid,0,1.1696879,0.6100286
LaLiga,2018-2019,8/20/2018,6562,Home,1,Valencia,0,1.1178083,0.77790904
LaLiga,2018-2019,8/20/2018,6563,Away,1,Leganés,0,0.77617604,0.4058347
LaLiga,2018-2019,8/20/2018,6563,Home,2,Athletic Club,1,1.1859014,0.6584187
LaLiga,2018-2019,8/24/2018,6564,Away,0,Eibar,0,1.0109924,0.09989819
LaLiga,2018-2019,8/24/2018,6564,Home,2,Getafe,1,0.77617604,0.70999324
LaLiga,2018-2019,8/24/2018,6565,Away,2,Real Sociedad,0,0.78782475,0.28130236
LaLiga,2018-2019,8/24/2018,6565,Home,2,Leganés,0,1.2994657,0.0
LaLiga,2018-2019,8/25/2018,6566,Away,0,Betis,0,1.0261356,0.018933952
LaLiga,2018-2019,8/25/2018,6566,Home,0,Alavés,0,0.77617604,0.3614631
LaLiga,2018-2019,8/25/2018,6567,Away,0,Rayo Vallecano,0,1.3724842,1.4307009
LaLiga,2018-2019,8/25/2018,6567,Home,1,Atlético Madrid,1,1.2837092,0.10319277
LaLiga,2018-2019,8/25/2018,6568,Away,1,Barcelona,1,0.9762051,1.9192939
LaLiga,2018-2019,8/25/2018,6568,Home,0,Valladolid,0,0.9657564,0.043195713
LaLiga,2018-2019,8/26/2018,6569,Away,0,Valencia,0,1.1290646,1.0162096
LaLiga,2018-2019,8/26/2018,6569,Home,2,Espanyol,1,0.9795331,1.2768581
LaLiga,2018-2019,8/26/2018,6570,Away,0,Villarreal,0,0.85959274,0.2128517
LaLiga,2018-2019,8/26/2018,6570,Home,0,Sevilla,0,0.81769747,0.8271531
LaLiga,2018-2019,8/26/2018,6571,Away,4,Real Madrid,1,0.89800906,3.0116475
LaLiga,2018-2019,8/26/2018,6571,Home,1,Girona,0,1.0708643,0.0
LaLiga,2018-2019,8/27/2018,6572,Away,2,Celta Vigo,1,0.9335319,4.976779
LaLiga,2018-2019,8/27/2018,6572,Home,1,Levante,0,0.94281614,0.69080204
LaLiga,2018-2019,8/27/2018,6573,Away,2,Huesca,0,1.0023323,0.25054654
LaLiga,2018-2019,8/27/2018,6573,Home,2,Athletic Club,0,0.869873,0.0
LaLiga,2018-2019,8/31/2018,6574,Away,0,Valladolid,0,0.77617836,0.2644999
LaLiga,2018-2019,8/31/2018,6574,Home,0,Getafe,0,0.89228046,0.3193214
LaLiga,2018-2019,8/31/2018,6575,Away,1,Real Sociedad,0,0.77617604,0.78160584
LaLiga,2018-2019,8/31/2018,6575,Home,2,Eibar,1,0.77617604,0.029615857
LaLiga,2018-2019,8/31/2018,6576,Away,1,Girona,1,0.77617604,0.09773648
LaLiga,2018-2019,8/31/2018,6576,Home,0,Villarreal,0,1.1794158,0.22000349
LaLiga,2018-2019,9/1/2018,6577,Away,0,Atlético Madrid,0,1.0573354,0.10447049
LaLiga,2018-2019,9/1/2018,6577,Home,2,Celta Vigo,1,0.94721025,1.0825931
LaLiga,2018-2019,9/1/2018,6578,Away,1,Leganés,0,0.77617604,0.51087415
LaLiga,2018-2019,9/1/2018,6578,Home,4,Real Madrid,1,1.1528416,3.6217313
LaLiga,2018-2019,9/14/2018,6583,Away,1,Rayo Vallecano,1,1.5211265,1.2120743
LaLiga,2018-2019,9/14/2018,6583,Home,0,Huesca,0,0.7491048,0.039188683
LaLiga,2018-2019,9/15/2018,6584,Away,1,Eibar,0,0.78620714,0.07385738
LaLiga,2018-2019,9/15/2018,6584,Home,1,Atlético Madrid,0,0.82656556,0.0
LaLiga,2018-2019,9/15/2018,6585,Away,2,Barcelona,1,2.0761497,1.8671101
LaLiga,2018-2019,9/15/2018,6585,Home,1,Real Sociedad,0,1.2084203,0.52515256
LaLiga,2018-2019,9/15/2018,6586,Away,0,Betis,0,1.4820436,1.2088869
LaLiga,2018-2019,9/15/2018,6586,Home,0,Valencia,0,1.273267,0.14961852
LaLiga,2018-2019,9/15/2018,6587,Away,1,Real Madrid,0,1.3509341,1.0512646
LaLiga,2018-2019,9/15/2018,6587,Home,1,Athletic Club,0,1.1805105,0.7664665
LaLiga,2018-2019,9/16/2018,6588,Away,1,Villarreal,1,0.8062938,0.7692164
LaLiga,2018-2019,9/16/2018,6588,Home,0,Leganés,0,1.1581858,0.10034758
LaLiga,2018-2019,9/16/2018,6589,Away,0,Levante,0,0.79968464,0.12524232
LaLiga,2018-2019,9/16/2018,6589,Home,1,Espanyol,1,1.2591665,0.8197984
LaLiga,2018-2019,9/16/2018,6590,Away,1,Alavés,1,0.77617604,0.51101285
LaLiga,2018-2019,9/16/2018,6590,Home,0,Valladolid,0,1.1388469,0.81823087
LaLiga,2018-2019,9/16/2018,6591,Away,2,Getafe,1,0.77617604,1.2843456
LaLiga,2018-2019,9/16/2018,6591,Home,0,Sevilla,0,0.7690799,0.31029722
LaLiga,2018-2019,9/17/2018,6592,Away,2,Celta Vigo,0,1.661443,2.0494561
LaLiga,2018-2019,9/17/2018,6592,Home,3,Girona,1,1.1006136,0.22674179
LaLiga,2018-2019,9/2/2018,6579,Away,2,Valencia,0,0.92968595,1.2601273
LaLiga,2018-2019,9/2/2018,6579,Home,2,Levante,0,0.8689715,0.39405438
LaLiga,2018-2019,9/2/2018,6580,Away,1,Espanyol,0,1.0355049,0.14839664
LaLiga,2018-2019,9/2/2018,6580,Home,2,Alavés,1,0.77617604,0.43144152
LaLiga,2018-2019,9/2/2018,6581,Away,2,Huesca,0,1.1924415,0.7026277
LaLiga,2018-2019,9/2/2018,6581,Home,8,Barcelona,1,1.1849202,3.0349197
LaLiga,2018-2019,9/2/2018,6582,Away,0,Sevilla,0,0.77617604,0.0
LaLiga,2018-2019,9/2/2018,6582,Home,1,Betis,1,0.91180444,0.21549469
LaLiga,2018-2019,9/21/2018,6593,Away,1,Real Sociedad,1,1.1183134,0.75058603
LaLiga,2018-2019,9/21/2018,6593,Home,0,Huesca,0,1.3559166,0.27853513
LaLiga,2018-2019,9/22/2018,6594,Away,5,Alavés,1,0.8021468,0.6005836
LaLiga,2018-2019,9/22/2018,6594,Home,1,Rayo Vallecano,0,1.0727742,0.18355519
LaLiga,2018-2019,9/22/2018,6595,Away,0,Leganés,0,0.77617604,0.6579176
LaLiga,2018-2019,9/22/2018,6595,Home,1,Eibar,1,0.8056557,0.0
LaLiga,2018-2019,9/22/2018,6596,Away,3,Valladolid,0,1.1197457,0.32182175
LaLiga,2018-2019,9/22/2018,6596,Home,3,Celta Vigo,0,0.88515395,0.70837235
LaLiga,2018-2019,9/22/2018,6597,Away,2,Atlético Madrid,1,0.9167289,1.9280407
LaLiga,2018-2019,9/22/2018,6597,Home,0,Getafe,0,1.1437042,0.0
LaLiga,2018-2019,9/22/2018,6598,Away,0,Espanyol,0,1.078742,1.0051723
LaLiga,2018-2019,9/22/2018,6598,Home,1,Real Madrid,1,1.3359733,2.2197604
LaLiga,2018-2019,9/23/2018,6599,Away,6,Sevilla,1,1.1286618,1.6955314
LaLiga,2018-2019,9/23/2018,6599,Home,2,Levante,0,1.400888,0.73377347
LaLiga,2018-2019,9/23/2018,6600,Away,0,Valencia,0,1.1268957,0.5438877
LaLiga,2018-2019,9/23/2018,6600,Home,0,Villarreal,0,1.3362886,0.6082357
LaLiga,2018-2019,9/23/2018,6601,Away,2,Athletic Club,0,1.1529634,0.27087665
LaLiga,2018-2019,9/23/2018,6601,Home,2,Betis,0,1.7005562,0.43316418
LaLiga,2018-2019,9/23/2018,6602,Away,2,Girona,0,1.4055873,0.8325341
LaLiga,2018-2019,9/23/2018,6602,Home,2,Barcelona,0,2.055145,2.6159105
LaLiga,2018-2019,9/25/2018,6603,Away,0,Eibar,0,1.3036948,0.101704635
LaLiga,2018-2019,9/25/2018,6603,Home,1,Espanyol,1,0.77617604,0.0
LaLiga,2018-2019,9/25/2018,6604,Away,2,Rayo Vallecano,0,1.3818378,0.03132581
LaLiga,2018-2019,9/25/2018,6604,Home,2,Real Sociedad,0,0.77909285,0.77284527
LaLiga,2018-2019,9/25/2018,6605,Away,0,Huesca,0,0.8684505,0.8315422
LaLiga,2018-2019,9/25/2018,6605,Home,3,Atlético Madrid,1,0.7826959,2.1710114
LaLiga,2018-2019,9/26/2018,6606,Away,1,Barcelona,0,1.3619045,1.7146101
LaLiga,2018-2019,9/26/2018,6606,Home,2,Leganés,1,0.8010374,0.8285289
LaLiga,2018-2019,9/26/2018,6607,Away,3,Villarreal,1,0.82050717,1.0629758
LaLiga,2018-2019,9/26/2018,6607,Home,0,Athletic Club,0,1.5180655,1.3970537
LaLiga,2018-2019,9/26/2018,6608,Away,1,Celta Vigo,0,1.1570004,0.7927278
LaLiga,2018-2019,9/26/2018,6608,Home,1,Valencia,0,1.162797,0.80361915
LaLiga,2018-2019,9/26/2018,6609,Away,0,Real Madrid,0,1.3723323,0.9355605
LaLiga,2018-2019,9/26/2018,6609,Home,3,Sevilla,1,1.0120674,2.0583239
LaLiga,2018-2019,9/27/2018,6610,Away,1,Levante,0,0.77617604,0.0
LaLiga,2018-2019,9/27/2018,6610,Home,2,Valladolid,1,1.0709689,0.92160946
LaLiga,2018-2019,9/27/2018,6611,Away,1,Getafe,0,0.77617604,0.68400896
LaLiga,2018-2019,9/27/2018,6611,Home,1,Alavés,0,0.8112777,0.47040197
LaLiga,2018-2019,9/27/2018,6612,Away,1,Betis,1,1.2633908,2.1901412
LaLiga,2018-2019,9/27/2018,6612,Home,0,Girona,0,1.0871834,0.32953963
LaLiga,2018-2019,9/28/2018,6613,Away,2,Espanyol,0,0.821851,0.40524912
LaLiga,2018-2019,9/28/2018,6613,Home,2,Rayo Vallecano,0,1.2155528,0.062479258
LaLiga,2018-2019,9/29/2018,6614,Away,1,Valencia,1,1.2082415,1.0782423
LaLiga,2018-2019,9/29/2018,6614,Home,0,Real Sociedad,0,1.2664129,0.009643309
LaLiga,2018-2019,9/29/2018,6615,Away,1,Athletic Club,0,0.82123876,0.35888326
LaLiga,2018-2019,9/29/2018,6615,Home,1,Barcelona,0,1.2020941,1.8195021
LaLiga,2018-2019,9/29/2018,6616,Away,3,Sevilla,1,0.968357,0.6794776
LaLiga,2018-2019,9/29/2018,6616,Home,1,Eibar,0,1.0722516,0.0
LaLiga,2018-2019,9/29/2018,6617,Away,0,Atlético Madrid,0,1.4039192,1.0537171
LaLiga,2018-2019,9/29/2018,6617,Home,0,Real Madrid,0,1.6504649,1.7806728
LaLiga,2018-2019,9/30/2018,6618,Away,1,Girona,0,0.9355605,0.47615618
LaLiga,2018-2019,9/30/2018,6618,Home,1,Huesca,0,0.9429622,0.7760469
LaLiga,2018-2019,9/30/2018,6619,Away,1,Valladolid,1,1.2795722,3.928843
LaLiga,2018-2019,9/30/2018,6619,Home,0,Villarreal,0,0.89253974,0.6713836
LaLiga,2018-2019,9/30/2018,6620,Away,1,Alavés,0,0.77617604,0.0
LaLiga,2018-2019,9/30/2018,6620,Home,2,Levante,1,0.8333709,0.2937261
LaLiga,2018-2019,9/30/2018,6621,Away,0,Leganés,0,0.9249306,0.5747816
LaLiga,2018-2019,9/30/2018,6621,Home,1,Betis,1,1.9751992,1.5274891
LaLiga,2019-2020,1/17/2020,6364,Away,3,Getafe,1,0.77617604,0.19920486
LaLiga,2019-2020,1/17/2020,6364,Home,0,Leganés,0,0.77617604,0.29031458
LaLiga,2019-2020,1/18/2020,6365,Away,1,Alavés,1,0.9433105,0.32963926
LaLiga,2019-2020,1/18/2020,6365,Home,0,Levante,0,0.81972164,0.5841728
LaLiga,2019-2020,1/18/2020,6366,Away,1,Sevilla,0,1.4162976,0.686047
LaLiga,2019-2020,1/18/2020,6366,Home,2,Real Madrid,1,0.82758534,1.2822484
LaLiga,2019-2020,1/18/2020,6367,Away,0,Valladolid,0,0.77617604,0.29623082
LaLiga,2019-2020,1/18/2020,6367,Home,0,Osasuna,0,0.7972816,0.024293445
LaLiga,2019-2020,1/18/2020,6368,Away,0,Atlético Madrid,0,0.83845377,0.16773877
LaLiga,2019-2020,1/18/2020,6368,Home,2,Eibar,1,0.9149114,0.004997604
LaLiga,2019-2020,1/19/2020,6369,Away,1,Valencia,0,1.4085035,0.13445932
LaLiga,2019-2020,1/19/2020,6369,Home,4,Mallorca,1,1.1307967,1.7353542
LaLiga,2019-2020,1/19/2020,6370,Away,0,Real Sociedad,0,1.1149644,0.14766923
LaLiga,2019-2020,1/19/2020,6370,Home,3,Betis,1,1.3445001,0.33565947
LaLiga,2019-2020,1/19/2020,6371,Away,2,Espanyol,1,0.8040056,0.49012235
LaLiga,2019-2020,1/19/2020,6371,Home,1,Villarreal,0,1.3185842,0.9370977
LaLiga,2019-2020,1/19/2020,6372,Away,1,Celta Vigo,0,0.835829,1.5469931
LaLiga,2019-2020,1/19/2020,6372,Home,1,Athletic Club,0,1.1001049,0.6740435
LaLiga,2019-2020,1/19/2020,6373,Away,0,Granada,0,1.2376894,0.5134621
LaLiga,2019-2020,1/19/2020,6373,Home,1,Barcelona,1,2.5558863,4.1511
LaLiga,2019-2020,1/24/2020,6374,Away,0,Levante,0,0.78393203,0.3163957
LaLiga,2019-2020,1/24/2020,6374,Home,2,Osasuna,1,0.8070917,0.6835132
LaLiga,2019-2020,1/25/2020,6375,Away,1,Athletic Club,0,0.77617604,0.116332695
LaLiga,2019-2020,1/25/2020,6375,Home,1,Espanyol,0,0.8007927,0.24694565
LaLiga,2019-2020,1/25/2020,6376,Away,0,Barcelona,0,2.496703,2.87235
LaLiga,2019-2020,1/25/2020,6376,Home,2,Valencia,1,1.2255527,0.78702044
LaLiga,2019-2020,1/25/2020,6377,Away,2,Villarreal,1,0.8991771,0.51268727
LaLiga,2019-2020,1/25/2020,6377,Home,1,Alavés,0,0.8937249,0.04359091
LaLiga,2019-2020,1/25/2020,6378,Away,0,Granada,0,0.6617174,0.0
LaLiga,2019-2020,1/25/2020,6378,Home,2,Sevilla,1,1.0916116,1.1685525
LaLiga,2019-2020,1/26/2020,6379,Away,0,Leganés,0,0.982309,3.1054726
LaLiga,2019-2020,1/26/2020,6379,Home,0,Atlético Madrid,0,0.8228196,0.6646197
LaLiga,2019-2020,1/26/2020,6380,Away,0,Eibar,0,0.77617604,0.53887355
LaLiga,2019-2020,1/26/2020,6380,Home,0,Celta Vigo,0,0.9054686,0.7844524
LaLiga,2019-2020,1/26/2020,6381,Away,0,Betis,0,1.1821711,0.0
LaLiga,2019-2020,1/26/2020,6381,Home,1,Getafe,1,0.8850113,0.28750458
LaLiga,2019-2020,1/26/2020,6382,Away,0,Mallorca,0,1.187895,0.66812515
LaLiga,2019-2020,1/26/2020,6382,Home,3,Real Sociedad,1,1.323649,1.675705
LaLiga,2019-2020,1/26/2020,6383,Away,1,Real Madrid,1,1.648611,0.5470948
LaLiga,2019-2020,1/26/2020,6383,Home,0,Valladolid,0,1.283998,0.22059372
LaLiga,2019-2020,1/3/2020,6354,Away,2,Leganés,0,0.8049503,0.27889195
LaLiga,2019-2020,1/3/2020,6354,Home,2,Valladolid,0,0.9630511,0.37917295
LaLiga,2019-2020,1/3/2020,6355,Away,1,Athletic Club,0,0.8458023,0.037140466
LaLiga,2019-2020,1/3/2020,6355,Home,1,Sevilla,0,1.053036,0.11954285
LaLiga,2019-2020,1/4/2020,6356,Away,0,Eibar,0,1.4094884,0.14046887
LaLiga,2019-2020,1/4/2020,6356,Home,1,Valencia,1,1.829268,0.53487283
LaLiga,2019-2020,1/4/2020,6357,Away,3,Real Madrid,1,0.77617604,1.4822458
LaLiga,2019-2020,1/4/2020,6357,Home,0,Getafe,0,0.94837403,0.0
LaLiga,2019-2020,1/4/2020,6358,Away,1,Levante,0,1.0766608,0.60513467
LaLiga,2019-2020,1/4/2020,6358,Home,2,Atlético Madrid,1,0.77617604,0.37820834
LaLiga,2019-2020,1/4/2020,6359,Away,2,Barcelona,0,1.6043985,2.119101
LaLiga,2019-2020,1/4/2020,6359,Home,2,Espanyol,0,1.0597533,0.6426331
LaLiga,2019-2020,1/5/2020,6360,Away,0,Mallorca,0,0.9369844,0.36032885
LaLiga,2019-2020,1/5/2020,6360,Home,1,Granada,1,0.9506371,0.34823325
LaLiga,2019-2020,1/5/2020,6361,Away,2,Villarreal,1,0.77617604,0.59177685
LaLiga,2019-2020,1/5/2020,6361,Home,1,Real Sociedad,0,1.3577979,0.30356368
LaLiga,2019-2020,1/5/2020,6362,Away,1,Betis,0,1.4221954,0.6101403
LaLiga,2019-2020,1/5/2020,6362,Home,1,Alavés,0,0.98393047,0.514536
LaLiga,2019-2020,1/5/2020,6363,Away,1,Osasuna,0,1.090672,0.36681876
LaLiga,2019-2020,1/5/2020,6363,Home,1,Celta Vigo,0,1.0363181,1.4414116
LaLiga,2019-2020,10/18/2019,6254,Away,0,Osasuna,0,0.8009451,0.006063812
LaLiga,2019-2020,10/18/2019,6254,Home,1,Granada,1,1.1779603,0.41494554
LaLiga,2019-2020,10/19/2019,6255,Away,3,Barcelona,1,1.1380358,1.691164
LaLiga,2019-2020,10/19/2019,6255,Home,0,Eibar,0,1.643065,0.17236272
LaLiga,2019-2020,10/19/2019,6256,Away,1,Valencia,0,1.7910261,0.8721996
LaLiga,2019-2020,10/19/2019,6256,Home,1,Atlético Madrid,0,0.91709226,0.6551876
LaLiga,2019-2020,10/19/2019,6257,Away,0,Leganés,0,0.77617604,0.0
LaLiga,2019-2020,10/19/2019,6257,Home,2,Getafe,1,0.77963823,0.23524463
LaLiga,2019-2020,10/19/2019,6258,Away,0,Real Madrid,0,1.0334871,0.9956231
LaLiga,2019-2020,10/19/2019,6258,Home,1,Mallorca,1,1.1828321,0.7399874
LaLiga,2019-2020,10/20/2019,6259,Away,0,Celta Vigo,0,1.30744,0.67403376
LaLiga,2019-2020,10/20/2019,6259,Home,2,Alavés,1,0.9313246,0.4169067
LaLiga,2019-2020,10/20/2019,6260,Away,1,Betis,0,1.0151515,0.5206898
LaLiga,2019-2020,10/20/2019,6260,Home,3,Real Sociedad,1,1.1540049,0.6914731
LaLiga,2019-2020,10/20/2019,6261,Away,1,Villarreal,1,1.0226794,0.7729666
LaLiga,2019-2020,10/20/2019,6261,Home,0,Espanyol,0,0.77617604,0.0
LaLiga,2019-2020,10/20/2019,6262,Away,1,Valladolid,0,0.7937387,0.33669713
LaLiga,2019-2020,10/20/2019,6262,Home,1,Athletic Club,0,0.82799965,0.4444513
LaLiga,2019-2020,10/20/2019,6263,Away,0,Levante,0,1.0301731,0.58521324
LaLiga,2019-2020,10/20/2019,6263,Home,1,Sevilla,1,0.8979534,0.6992819
LaLiga,2019-2020,10/25/2019,6264,Away,1,Alavés,0,1.1712508,0.0
LaLiga,2019-2020,10/25/2019,6264,Home,4,Villarreal,1,0.75516397,1.6116706
LaLiga,2019-2020,10/26/2019,6265,Away,0,Mallorca,0,1.3216181,0.30276933
LaLiga,2019-2020,10/26/2019,6265,Home,1,Leganés,1,1.1434141,0.40124962
LaLiga,2019-2020,10/26/2019,6266,Away,0,Eibar,0,1.001723,0.003714107
LaLiga,2019-2020,10/26/2019,6266,Home,2,Valladolid,1,0.83986986,2.0782285
LaLiga,2019-2020,10/26/2019,6267,Away,0,Athletic Club,0,1.0506942,0.0
LaLiga,2019-2020,10/26/2019,6267,Home,2,Atlético Madrid,1,1.1046351,1.2913538
LaLiga,2019-2020,10/27/2019,6268,Away,1,Real Sociedad,1,0.78179204,0.24260369
LaLiga,2019-2020,10/27/2019,6268,Home,0,Celta Vigo,0,0.8695087,0.0
LaLiga,2019-2020,10/27/2019,6269,Away,0,Betis,0,1.4635615,0.7197195
LaLiga,2019-2020,10/27/2019,6269,Home,1,Granada,1,1.1192033,0.0
LaLiga,2019-2020,10/27/2019,6270,Away,1,Espanyol,1,0.9344979,0.57376444
LaLiga,2019-2020,10/27/2019,6270,Home,0,Levante,0,0.98798406,0.049529374
LaLiga,2019-2020,10/27/2019,6271,Away,0,Getafe,0,0.77617604,0.075523354
LaLiga,2019-2020,10/27/2019,6271,Home,2,Sevilla,1,0.7785387,0.7398908
LaLiga,2019-2020,10/27/2019,6272,Away,1,Valencia,0,0.8999106,0.46072146
LaLiga,2019-2020,10/27/2019,6272,Home,3,Osasuna,1,1.0486495,1.786756
LaLiga,2019-2020,10/29/2019,6273,Away,1,Atlético Madrid,0,0.798248,0.4065602
LaLiga,2019-2020,10/29/2019,6273,Home,1,Alavés,0,1.0341456,0.17091863
LaLiga,2019-2020,10/29/2019,6274,Away,1,Valladolid,0,1.4221227,0.57992625
LaLiga,2019-2020,10/29/2019,6274,Home,5,Barcelona,1,1.3448164,2.0101054
LaLiga,2019-2020,10/30/2019,6275,Away,1,Sevilla,0,1.0598613,1.0009995
LaLiga,2019-2020,10/30/2019,6275,Home,1,Valencia,0,1.4975286,0.14404519
LaLiga,2019-2020,10/30/2019,6276,Away,2,Levante,1,0.77617604,0.54660517
LaLiga,2019-2020,10/30/2019,6276,Home,1,Real Sociedad,0,0.87300754,0.0
LaLiga,2019-2020,10/30/2019,6277,Away,0,Espanyol,0,0.94622254,0.26117095
LaLiga,2019-2020,10/30/2019,6277,Home,3,Athletic Club,1,1.2402768,0.28943604
LaLiga,2019-2020,10/30/2019,6278,Away,1,Celta Vigo,0,1.5633795,0.24936968
LaLiga,2019-2020,10/30/2019,6278,Home,2,Betis,1,1.2379053,0.0
LaLiga,2019-2020,10/30/2019,6279,Away,0,Leganés,0,1.0291867,0.64511025
LaLiga,2019-2020,10/30/2019,6279,Home,5,Real Madrid,1,1.2521937,2.90267
LaLiga,2019-2020,10/31/2019,6280,Away,2,Osasuna,0,0.9284962,0.49082738
LaLiga,2019-2020,10/31/2019,6280,Home,2,Mallorca,0,0.8409638,0.298468
LaLiga,2019-2020,10/31/2019,6281,Away,1,Villarreal,0,0.8256782,1.0546163
LaLiga,2019-2020,10/31/2019,6281,Home,2,Eibar,1,0.77945966,0.44762713
LaLiga,2019-2020,10/31/2019,6282,Away,1,Granada,0,0.77617604,0.03174267
LaLiga,2019-2020,10/31/2019,6282,Home,3,Getafe,1,0.77617604,0.21267495
LaLiga,2019-2020,10/4/2019,6244,Away,1,Eibar,0,1.2633656,0.37090695
LaLiga,2019-2020,10/4/2019,6244,Home,1,Betis,0,0.78344315,1.2672377
LaLiga,2019-2020,10/5/2019,6245,Away,2,Levante,1,0.77617604,0.26765075
LaLiga,2019-2020,10/5/2019,6245,Home,1,Leganés,0,0.937684,0.28097197
LaLiga,2019-2020,10/5/2019,6246,Away,2,Granada,0,1.475385,0.08940847
LaLiga,2019-2020,10/5/2019,6246,Home,4,Real Madrid,1,0.965851,0.81160116
LaLiga,2019-2020,10/5/2019,6247,Away,1,Alavés,0,1.1143599,0.0
LaLiga,2019-2020,10/5/2019,6247,Home,2,Valencia,1,1.5942259,1.0446173
LaLiga,2019-2020,10/5/2019,6248,Away,1,Villarreal,0,0.9764006,0.49831122
LaLiga,2019-2020,10/5/2019,6248,Home,2,Osasuna,1,0.9404347,0.560831
LaLiga,2019-2020,10/6/2019,6249,Away,0,Espanyol,0,1.2849214,0.33549875
LaLiga,2019-2020,10/6/2019,6249,Home,2,Mallorca,1,0.82770056,0.6602235
LaLiga,2019-2020,10/6/2019,6250,Away,0,Athletic Club,0,1.2733799,0.0
LaLiga,2019-2020,10/6/2019,6250,Home,1,Celta Vigo,1,0.86370283,0.25868976
LaLiga,2019-2020,10/6/2019,6251,Away,0,Atlético Madrid,0,0.9553198,0.6604291
LaLiga,2019-2020,10/6/2019,6251,Home,0,Valladolid,0,1.2156613,0.4792512
LaLiga,2019-2020,10/6/2019,6252,Away,2,Getafe,1,0.7856231,0.26460072
LaLiga,2019-2020,10/6/2019,6252,Home,1,Real Sociedad,0,0.77617604,0.24852583
LaLiga,2019-2020,10/6/2019,6253,Away,0,Sevilla,0,0.84450597,0.6615799
LaLiga,2019-2020,10/6/2019,6253,Home,4,Barcelona,1,1.4080966,2.09951
LaLiga,2019-2020,11/10/2019,6298,Away,1,Villarreal,0,0.9746527,0.46445787
LaLiga,2019-2020,11/10/2019,6298,Home,3,Mallorca,1,0.9716552,0.43419513
LaLiga,2019-2020,11/10/2019,6299,Away,1,Levante,0,1.0003544,0.56193703
LaLiga,2019-2020,11/10/2019,6299,Home,2,Athletic Club,1,1.121161,0.26510358
LaLiga,2019-2020,11/10/2019,6300,Away,1,Espanyol,0,1.2344322,0.0
