Index,date,group,name,quantity,unit_cogs
10203,2018-01-09,DRINK_JUICE,NAP IZOTONICZNY OSHEE 0_75 L ZERO CYTRYN,5,1.4
10204,2018-01-09,DRINK_JUICE,NAP LEON  0_2 L  JAGODA,3,0.77
10205,2018-01-09,DRINK_JUICE,NAP LEON 0_2  JAB/CYTR/BANAN,2,0.77
10206,2018-01-09,DRINK_JUICE,NAP LEON JAB/BRZOS/POMAR 0_2L,2,0.77
10207,2018-01-09,DRINK_JUICE,NAP LEON JAB/GRUSZ/MANGO 0_2L,3,0.77
10208,2018-01-09,DRINK_JUICE,NAP MIRINDA GAZ 1_8 L,1,2.89
10209,2018-01-09,DRINK_JUICE,NAP MIRINDA ORANGE GAZ.1L,16,2.15
10210,2018-01-09,DRINK_JUICE,NAP MIRINDA PUSZKA,13,1.11
10211,2018-01-09,DRINK_JUICE,NAP MONSTER 0_5 L ENERGETYCZNY,22,2.59
10212,2018-01-09,DRINK_JUICE,NAP NAPI 0_25  POM+BRZOSKWINA,9,0.71
10213,2018-01-09,DRINK_JUICE,NAP NAPI 0_25 BUT.JAB+MIETA,8,0.7
10214,2018-01-09,DRINK_JUICE,NAP NAPI 0_25 BUTELKA,8,0.7
10215,2018-01-09,DRINK_JUICE,NAP NAPI JABLKO 1_5 L N/G,2,1.48
10216,2018-01-09,DRINK_JUICE,NAP NAPI JAB?+WISNIA 1_5 L N/G,4,1.63
10217,2018-01-09,DRINK_JUICE,NAP NAPI MULTIWITAMINA 200 ML,26,0.45
10218,2018-01-09,DRINK_JUICE,NAP NAPI POMARANCZ 0_2L,8,0.44875
10219,2018-01-09,DRINK_JUICE,NAP NAPI POMARANCZ 1_5 N/G,3,1.63
10220,2018-01-09,DRINK_JUICE,NAP NAPPI 2L JABLKOWY,2,2.06
10221,2018-01-09,DRINK_JUICE,NAP NAPPI JABLKO/WISNIOWY 2L,4,2.25
10222,2018-01-09,DRINK_JUICE,NAP NAPPI JABLKOWY 200ML,14,0.44642857142857106
10223,2018-01-09,DRINK_JUICE,NAP OSHE 0_75 L LIME MIETA,6,1.35
10224,2018-01-09,DRINK_JUICE,NAP OSHEE 0_75 CYTRYN,19,1.3657894736842098
10225,2018-01-09,DRINK_JUICE,NAP SPRITE 0_5L,10,1.68
10226,2018-01-09,DRINK_JUICE,NAP SPRITE 1L GAZ,4,2.4
10227,2018-01-09,DRINK_JUICE,NAP SPRITE 2_25 L,10,3.21
10228,2018-01-09,DRINK_JUICE,NAP TIGER PUSZKA 0_25,103,1.24708737864078
10229,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 L JAB+WISNIA,32,0.86
10230,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 L JAB/BRZOSK,22,0.86
10231,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 L POM.BRZOSK,12,0.87
10232,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 MALIN+MIETA,10,0.87
10233,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25 MIETA CYTRYNA,1,0.89
10234,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_25L  JABLKO-MIETA,39,0.6815384615384621
10235,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_3 L VITAMIN,1,1.02
10236,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_3 ML VITAMIN PET TR+MAR+JA,6,0.88
10237,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_3 VITAMIN  PET BANAN,7,0.88
10238,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_4 ML LEMONIADA CYT+MALIN,6,1.44
10239,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_5 L JAB/BRZOSK,15,1.43
10240,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_5 L POM-.BRZOSK,12,1.42083333333333
10241,2018-01-09,DRINK_JUICE,NAP TYMBARK 0_5 L WIS.JABLKO,26,1.42461538461538
10242,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L  WISNIA JABLK0,9,1.87
10243,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L ANANAS SOK,4,2.89
10244,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L JAB/BRZOSKW,12,2.04
10245,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L JABLKO/MIETA 1L,10,1.75
10246,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L JAB?KO 100%,7,2.62
10247,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L KAKTUS,5,2.63
10248,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L MANGO,6,2.63
10249,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L POMAR/BRZOSKLWINIA 1L,15,1.75
10250,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L SOK 100% T?OCZ.JAB?KO,3,3.55
10251,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L ZIEL BANAN,4,2.63
10252,2018-01-09,DRINK_JUICE,NAP TYMBARK 1 L ZURAWINA,7,2.63
10253,2018-01-09,DRINK_JUICE,NAP TYMBARK 1L POMARANCZ 100%,2,2.79
10254,2018-01-09,DRINK_JUICE,NAP TYMBARK 1L SOK POMIDOR.,3,2.78
10255,2018-01-09,DRINK_JUICE,NAP TYMBARK 2 L ASPET.JAB?KO+RABARBER,2,2.93
10256,2018-01-09,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,9,2.92111111111111
10257,2018-01-09,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC POM/BRZOSK,4,2.93
10258,2018-01-09,DRINK_JUICE,NAP TYMBARK MUSS 120 G MARAKUJA,10,1.36
10259,2018-01-09,DRINK_JUICE,NAP VERONI 0_7 ACTIVE KARNIT,11,1.44
10260,2018-01-09,DRINK_JUICE,NAP VERONI 0_7 WITAMIN MAGNEZ,9,1.53
10261,2018-01-09,DRINK_JUICE,NAP VERONI 1 L LIFE CYTRYNA GAZ,1,0.99
10262,2018-01-09,DRINK_JUICE,NAP VERONI 1 L LIFE POMAR. GAZ,7,0.93
10263,2018-01-09,DRINK_JUICE,NAP VERONI 400 ML ENERGI GUARANA,1,1.77
10264,2018-01-09,DRINK_JUICE,NAP.VOLCANO COLA LEPSZY SMAK GAZ 2L.,10,0.73
10265,2018-01-09,DRINK_JUICE,ORANZADA W BUT.ZWROTNEJ,144,0.45
10266,2018-01-09,DRINK_JUICE,PEPSI *1L,59,2.2276271186440697
10267,2018-01-09,DRINK_JUICE,PEPSI CHERRY 2 L,7,2.03
10268,2018-01-09,DRINK_JUICE,PEPSI COLA 0_5L..,47,1.68
10269,2018-01-09,DRINK_JUICE,PEPSI COLA 2_25 L,86,3.34
10270,2018-01-09,DRINK_JUICE,PEPSI COLA PUSZKA,79,1.1046835443038001
10271,2018-01-09,DRINK_JUICE,PICCOLO  MUSUJACY 0_75 L,1,4.03
10272,2018-01-09,DRINK_JUICE,PICCOLO BRZOSKWINIA 0_75L,1,5.84
10273,2018-01-09,DRINK_JUICE,PICCOLO TROPICAL 0_75L,1,5.84
10274,2018-01-09,DRINK_JUICE,PUDL SOK POMIDOROWY 300 G,24,1.72
10275,2018-01-09,DRINK_JUICE,SOK POMIDOROWY 330 ML,11,0.83
10276,2018-01-09,DRINK_JUICE,STAR CHIPS SER ZIEMNIAKI 125 G,6,2.18
10277,2018-01-09,DRINK_JUICE,SYROP MALINA 420G HERBAPOL,7,3.69
10278,2018-01-09,DRINK_JUICE,SYROP WISNIA 550G OW.SPI. HERBAPOL,2,3.75
10279,2018-01-09,DRINK_JUICE,TARCZYN SOK 100% POMARANCZ,10,1.16
10280,2018-01-09,DRINK_JUICE,WODA 5 L N/G PRIMAVERA +1 L GRATIS,12,2.72333333333333
10281,2018-01-09,DRINK_JUICE,WODA AQA 0_33 KIDS,1,0.55
10282,2018-01-09,DRINK_JUICE,WODA AQA 0_5 L N/G TRUSK,27,0.55
10283,2018-01-09,DRINK_JUICE,WODA AQA 5 L N/G,12,1.29
10284,2018-01-09,DRINK_JUICE,WODA ARCTIC 0_75 ML CYNK,1,1.66
10285,2018-01-09,DRINK_JUICE,WODA ARCTIC 0_75 ML MAGNEZ,10,1.66
10286,2018-01-09,DRINK_JUICE,WODA ARTIC 750 ML Z GRUSZKA,6,1.66
10287,2018-01-09,DRINK_JUICE,WODA CISOWIANKA 0_5 L LEKKI GAZ,31,0.69
10288,2018-01-09,DRINK_JUICE,WODA CISOWIANKA 0_5 N/G,33,0.69
10289,2018-01-09,DRINK_JUICE,WODA CISOWIANKA 0_5L GAZ,22,0.69
10290,2018-01-09,DRINK_JUICE,WODA CISOWIANKA 1_5 L GAZOWANA,18,0.89
10291,2018-01-09,DRINK_JUICE,WODA CISOWIANKA 1_5 L LEKKI GAZ,19,0.893157894736842
10292,2018-01-09,DRINK_JUICE,WODA JURAJSKA 1_5 L GAZ,1,1.16
10293,2018-01-09,DRINK_JUICE,WODA JURAJSKA 1_5 L N/G JABLKO,5,1.57
10294,2018-01-09,DRINK_JUICE,WODA KROPLA BESKIDU 0_5L GAZ,3,0.78
10295,2018-01-09,DRINK_JUICE,WODA MUSZYNIANKA 0_6 L PLUS,32,1.03375
10296,2018-01-09,DRINK_JUICE,WODA MUSZYNIANKA PLUS 1_5L N/G,133,1.26
10297,2018-01-09,DRINK_JUICE,WODA NESTI 0_33 N/G,7,0.84
10298,2018-01-09,DRINK_JUICE,WODA PRIMAVERA 1_5L GAZ,52,0.653461538461538
10299,2018-01-09,DRINK_JUICE,WODA PRIMAVERA 1_5L N/GAZ,43,0.8281395348837208
10300,2018-01-09,DRINK_JUICE,WODA PRIMAWERA 0_5 L GAZ,8,0.74
10301,2018-01-09,DRINK_JUICE,WODA PRIMAWERA 1 L GAZ,1,0.79
10302,2018-01-09,DRINK_JUICE,WODA PRIMAWERA 1 L N/G,6,0.89
10303,2018-01-09,DRINK_JUICE,WODA STAROPOLANKA 5L,9,3.34
10304,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5  N/G TRUSKAWKA,1,1.16
10305,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5 L LIMON N/GAZ,2,1.55
10306,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5 L N/G CYTRYNA,2,1.16
10307,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5 L N/G SMOCZEK,1,1.21
10308,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5L GAZ,55,0.905636363636364
10309,2018-01-09,DRINK_JUICE,WODA ZYWIEC 0_5L N/GAZ,59,0.9422033898305079
10310,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5 L N/G CYTRYNA,29,1.9
10311,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5 L N/G JABLKO,8,1.9
10312,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5 L N/GAZ TRUSKA,12,1.9
10313,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5 N/G BRZOSKW_,13,1.9
10314,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5L GAZ,62,1.25
10315,2018-01-09,DRINK_JUICE,WODA ZYWIEC 1_5L NIE/GAZ,114,1.2381578947368401
10316,2018-01-09,DRINK_JUICE,WODA ZYWIEC 5L,2,3.85
10317,2018-01-09,DRINK_JUICE,WODA ZYWIEC DELIKATNIE GAZOWANA 1_5L,17,1.25
10318,2018-01-09,DRINK_JUICE,ZBYSZKO 3 CYTRYNY  1_5  GAZ,6,1.4883333333333302
10319,2018-01-09,DRINK_JUICE,ZBYSZKO 3 LIMONKI 1_5L GAZ,7,1.48
10320,2018-01-09,DRINK_JUICE,ZBYSZKO 3 POM.CZERWONE GAZ 1_5  L,15,1.84
10321,2018-01-09,DRINK_JUICE,ZBYSZKO 3 POMARANCZ 1_5 GAZ,14,1.54285714285714
10322,2018-01-09,DRINK_JUICE,ZBYSZKO LEMONIADA 1 L ARO+CYT+MIETA,1,1.63
10323,2018-01-09,DRINK_JUICE,ZBYSZKO LEMONIADA 1 L CYTR+LIMON,3,1.63
10324,2018-01-09,DRINK_JUICE,ZBYSZKO LEMONIADA 1_25 LCYT+JAB+RABAR,2,2.81
10325,2018-01-10,DRINK_JUICE,BATON KINDER DELIC 39 G,20,1.3965
10326,2018-01-10,DRINK_JUICE,COSTA JABLKOWA 2L,6,3.28166666666667
10327,2018-01-10,DRINK_JUICE,COSTA POMARANCZE 2L,3,3.31
10328,2018-01-10,DRINK_JUICE,DR WITT MULTIWITAMIN 1 L,3,3.71
10329,2018-01-10,DRINK_JUICE,FASOLA JAS KAR?OWATY 500 G ROLMAK,1,3.43
10330,2018-01-10,DRINK_JUICE,FRUGO CZARNE 0_25 ML PET,8,0.98
10331,2018-01-10,DRINK_JUICE,FRUGO ZIELONE 0_25 PET,12,0.98
10332,2018-01-10,DRINK_JUICE,HELLENA  CZARNA PORZECZKA  N/G 1_75 LL,14,2.04
10333,2018-01-10,DRINK_JUICE,HELLENA ORANZADA BIALA 1_25K GAZ,14,1.40428571428571
10334,2018-01-10,DRINK_JUICE,HELLENA ORANZADA ZOLTA 1_25L GAZ,16,1.4025
10335,2018-01-10,DRINK_JUICE,JOGURT GRECKI 150 G TRUSK.,3,1.28
10336,2018-01-10,DRINK_JUICE,KT WLOSZCZYZNA/SELER /MARCHEW PECZEK,31,3.18193548387097
10337,2018-01-10,DRINK_JUICE,KUBUS 0_9 L MAR.JABL.POMAR.,12,2.19
10338,2018-01-10,DRINK_JUICE,KUBUS GO 0_33 JA+BAN+MARCZ,18,1.14
10339,2018-01-10,DRINK_JUICE,KUBUS MALINA+MARCH+JAB 0_3 100%,24,1.67
10340,2018-01-10,DRINK_JUICE,KUBUS MAR.BRZOS.JAB.0_33L,2,1.14
10341,2018-01-10,DRINK_JUICE,KUBUS MUS 0_1 TRUSKAWKA,17,1.26
10342,2018-01-10,DRINK_JUICE,KUBUS MUS BANAN 0_1 L,12,1.26
10343,2018-01-10,DRINK_JUICE,KUBUS PLAY 0_4 MULTIWITAMIN,4,1.32
10344,2018-01-10,DRINK_JUICE,KUBUS PLAY MAR/CZER.POMAR/LIMETKA,13,1.49
10345,2018-01-10,DRINK_JUICE,KUBUS PLAY MAR/TRUS/LIMETKA,17,1.39
10346,2018-01-10,DRINK_JUICE,KUBUS WATER 0_5 L TRUSKAWKA,26,1.27153846153846
10347,2018-01-10,DRINK_JUICE,KUBUS WATERR 0_5 JABLKO,23,1.2708695652173898
10348,2018-01-10,DRINK_JUICE,KUBUS WATERRR  ICE MANGO-LICZI 0_5L,2,1.29
10349,2018-01-10,DRINK_JUICE,KUBUS WATERRR ICE WISNIA LIMON 0_5L,23,1.3904347826087
10350,2018-01-10,DRINK_JUICE,KUBUS WATERRR MALINA 0_5L,11,1.31
10351,2018-01-10,DRINK_JUICE,KUBUS WOTER 0_5 L MIETA,2,1.31
10352,2018-01-10,DRINK_JUICE,LODY KOKTAILOWE 400 ML,5,3.9
10353,2018-01-10,DRINK_JUICE,LOWICZ SOS 350 G POMIDOR+BOCZEK,1,1.84
10354,2018-01-10,DRINK_JUICE,NAP AQA 0_5 L GAZ ZURAWINA,12,0.55
10355,2018-01-10,DRINK_JUICE,NAP AQA 1_5 L GAZ CYTR+LIMONKA,31,0.7512903225806451
10356,2018-01-10,DRINK_JUICE,NAP AQA 1_5 L N/G TRUSKAWKA,12,0.73
10357,2018-01-10,DRINK_JUICE,NAP AQA 1_5 L N/GAZ CYTRYNA,18,0.73
10358,2018-01-10,DRINK_JUICE,NAP AQA PLUS 0_5 L CYTR+MIETA,12,0.55
10359,2018-01-10,DRINK_JUICE,NAP BAHAMA 1 L POMARANCZ,2,2.81
10360,2018-01-10,DRINK_JUICE,NAP BLACK 250ML PUSZKA,41,1.39
10361,2018-01-10,DRINK_JUICE,NAP CAPRIO JABLKO 2L,8,2.81
10362,2018-01-10,DRINK_JUICE,NAP CAPRIO ROZOWY GREJFRUT 2L,7,2.78
10363,2018-01-10,DRINK_JUICE,NAP COCA COLA 0_33L PUSZKA,48,1.185
10364,2018-01-10,DRINK_JUICE,NAP COCA COLA 0_5L,28,1.81142857142857
10365,2018-01-10,DRINK_JUICE,NAP COCA COLA 1_5 L,13,2.7915384615384604
10366,2018-01-10,DRINK_JUICE,NAP COCA COLA 1L,26,2.36
10367,2018-01-10,DRINK_JUICE,NAP COCA COLA ZERO 0_200 ML PUSZKA,17,1.07
10368,2018-01-10,DRINK_JUICE,NAP COCA COLA ZERO 0_5L,3,1.8
10369,2018-01-10,DRINK_JUICE,NAP ENER. V-MAX  ZURAWINA,9,0.81
10370,2018-01-10,DRINK_JUICE,NAP ENER.V-MAX 250 ML MOJITO,7,0.81
10371,2018-01-10,DRINK_JUICE,NAP ENERGET ROSKST 250 ML PUSZKA,5,1.29
10372,2018-01-10,DRINK_JUICE,NAP ENERGETYCZNY 250 ML BLAST,24,0.9
10373,2018-01-10,DRINK_JUICE,NAP ENERGRT ROCKST 0_25 ML PUSZKA,6,1.29
10374,2018-01-10,DRINK_JUICE,NAP FANTA 2_25L,5,4.26
10375,2018-01-10,DRINK_JUICE,NAP FANTA ORANGE 0_5L,3,1.8
10376,2018-01-10,DRINK_JUICE,NAP FRUGO 0_5 L CZARNE WISNIA,1,1.59
10377,2018-01-10,DRINK_JUICE,NAP FRUGO POMAR 250 ML,1,0.74
10378,2018-01-10,DRINK_JUICE,NAP GARDEN JABLKOWY 2L,2,2.58
10379,2018-01-10,DRINK_JUICE,NAP HELLENA 400 ML CZERWONA,1,1.07
10380,2018-01-10,DRINK_JUICE,NAP HELLENA TONIC 1_25L GAZ,11,1.36909090909091
10381,2018-01-10,DRINK_JUICE,NAP HOOP 2 GAZ POMARANCZ,1,1.99
10382,2018-01-10,DRINK_JUICE,NAP HOOP COLA 2L,29,1.8855172413793102
10383,2018-01-10,DRINK_JUICE,NAP HORTEX  300 ML JABLKO 100%,4,1.21
10384,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L CZARNA PORZECZKA,3,3.0
10385,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L GREJPFRUT,1,3.71
10386,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L JABLKO,3,2.62
10387,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L POMARANCZOWY,12,3.19
10388,2018-01-10,DRINK_JUICE,NAP HORTEX 1 L POMIDOROWY,1,3.04
10389,2018-01-10,DRINK_JUICE,NAP HORTEX 300 ML POMARANCZ 100%,4,1.21
10390,2018-01-10,DRINK_JUICE,NAP JURAJSKA ORANZADA 1_25 GAZ CZERW,6,0.94
10391,2018-01-10,DRINK_JUICE,NAP JURAJSKA ORANZADA BIALA 1_25 G,3,0.94
10392,2018-01-10,DRINK_JUICE,NAP JURAJSKA ORANZADA NIEBI.1_25 GAZ,12,0.94
10393,2018-01-10,DRINK_JUICE,NAP LEON 0_2  JAB/CYTR/BANAN,4,0.77
10394,2018-01-10,DRINK_JUICE,NAP MIRINDA ORANGE GAZ.1L,2,2.15
10395,2018-01-10,DRINK_JUICE,NAP NAPI POMARANCZ 0_2L,33,0.44
10396,2018-01-10,DRINK_JUICE,NAP NAPPI JABLKOWY 200ML,55,0.44
10397,2018-01-10,DRINK_JUICE,NAP OSHE 700 MLORANGE,10,1.4
10398,2018-01-10,DRINK_JUICE,NAP OSHEE 0_75  BLU,12,1.4
10399,2018-01-10,DRINK_JUICE,NAP OSHEE 0_75 CYTRYN,17,1.35
10400,2018-01-10,DRINK_JUICE,NAP SPRITE 0_5L,2,1.68
10401,2018-01-10,DRINK_JUICE,NAP SPRITE 1L GAZ,6,2.39
10402,2018-01-10,DRINK_JUICE,NAP SPRITE 2_25 L,1,3.21
10403,2018-01-10,DRINK_JUICE,NAP TIGER PUSZKA 0_25,74,1.23594594594595
10404,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_25 L JAB+WISNIA,18,0.876666666666667
10405,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_25 L JAB/BRZOSK,8,0.86
10406,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_25 L POM.BRZOSK,27,0.87
10407,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_25L  JABLKO-MIETA,2,0.66
10408,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_3 L VITAMIN,1,1.02
10409,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_3 ML VITAMIN PET TR+MAR+JA,7,0.88
10410,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_3 VITAMIN  PET BANAN,6,0.88
10411,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_4 ML LEMONIADA CYT+MALIN,4,1.44
10412,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_5 ,L JAB+ARBUZ,11.0
10413,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_5 L JAB/BRZOSK,10,1.43
10414,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_5 L POM-.BRZOSK,27,1.41777777777778
10415,2018-01-10,DRINK_JUICE,NAP TYMBARK 0_5 L WIS.JABLKO,43,1.43
10416,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L  WISNIA JABLK0,4,1.87
10417,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L ANANAS SOK,2,2.89
10418,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L JAB/BRZOSKW,10,1.99
10419,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L JABLKO/MIETA 1L,10,1.807
10420,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L KAKTUS,3,2.57333333333333
10421,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L MANGO,5,2.562
10422,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L SOK 100% T?OCZ.JAB?KO,3,3.55
10423,2018-01-10,DRINK_JUICE,NAP TYMBARK 1 L ZIEL BANAN,3,2.63
10424,2018-01-10,DRINK_JUICE,NAP TYMBARK 1L SOK POMIDOR.,6,2.845
10425,2018-01-10,DRINK_JUICE,NAP TYMBARK 2L ASEPTIC JAB/WISNIA,10,2.89
10426,2018-01-10,DRINK_JUICE,NAP TYMBARK MUSS 120 G MARAKUJA,14,1.4714285714285702
10427,2018-01-10,DRINK_JUICE,NAP VERONI 0_7 WITAMIN MAGNEZ,7,1.3585714285714299
10428,2018-01-10,DRINK_JUICE,NAP VERONI 1 L LIFE CYTRYNA GAZ,5,0.99
10429,2018-01-10,DRINK_JUICE,NAP VERONI 1 L LIFE POMAR. GAZ,4,0.99
10430,2018-01-10,DRINK_JUICE,NAP VERONI VITAMIN 0_7  KOLAGEN,5,1.55
10431,2018-01-10,DRINK_JUICE,ORANZADA W BUT.ZWROTNEJ,89,0.455393258426966
10432,2018-01-10,DRINK_JUICE,PEPSI *1L,40,2.18
10433,2018-01-10,DRINK_JUICE,PEPSI CHERRY 2 L,2,2.03
10434,2018-01-10,DRINK_JUICE,PEPSI COLA 0_5L..,34,1.66
10435,2018-01-10,DRINK_JUICE,PEPSI COLA 2_25 L,21,3.2066666666666697
10436,2018-01-10,DRINK_JUICE,PEPSI COLA PUSZKA,50,1.11
10437,2018-01-10,DRINK_JUICE,PICCOLO  MUSUJACY 0_75 L,1,4.03
10438,2018-01-10,DRINK_JUICE,PRYMAT SOS SALATKOWY CZOSNKOWY,5,0.61
10439,2018-01-10,DRINK_JUICE,PUDL SOK POMIDOROWY 300 G,28,1.72
10440,2018-01-10,DRINK_JUICE,STAR CHIPS SER ZIEMNIAKI 125 G,9,2.18
10441,2018-01-10,DRINK_JUICE,TARCZYN SOK 100% POMARANCZ,5,1.16
10442,2018-01-10,DRINK_JUICE,WODA 5 L N/G PRIMAVERA +1 L GRATIS,13,2.6792307692307697
10443,2018-01-10,DRINK_JUICE,WODA AQA 0_5 L N/G CYTRYNA,12,0.55
10444,2018-01-10,DRINK_JUICE,WODA AQA 0_5 L N/G TRUSK,12,0.55
10445,2018-01-10,DRINK_JUICE,WODA AQA 5 L N/G,13,1.30538461538462
10446,2018-01-10,DRINK_JUICE,WODA ARCTIC 0_75 ML CYNK,4,1.66
10447,2018-01-10,DRINK_JUICE,WODA ARCTIC 0_75 ML MAGNEZ,2,1.66
10448,2018-01-10,DRINK_JUICE,WODA ARTIC 750 ML Z GRUSZKA,1,1.66
10449,2018-01-10,DRINK_JUICE,WODA CISOWIANKA 0_5 L LEKKI GAZ,5,0.69
10450,2018-01-10,DRINK_JUICE,WODA CISOWIANKA 0_5 N/G,3,0.69
10451,2018-01-10,DRINK_JUICE,WODA CISOWIANKA 0_5L GAZ,14,0.69
10452,2018-01-10,DRINK_JUICE,WODA CISOWIANKA 1_5 L GAZOWANA,11,0.917272727272727
10453,2018-01-10,DRINK_JUICE,WODA CISOWIANKA 1_5 L LEKKI GAZ,10,0.8959999999999999
10454,2018-01-10,DRINK_JUICE,WODA JURAJSKA  CYTRYNA 1_5 L N/G,1,1.59
10455,2018-01-10,DRINK_JUICE,WODA JURAJSKA 1_5 L GAZ,1,1.16
10456,2018-01-10,DRINK_JUICE,WODA JURAJSKA 1_5 L N/G JABLKO,3,1.5833333333333302
10457,2018-01-10,DRINK_JUICE,WODA MUSZYNIANKA 0_6 L PLUS,14,1.2
10458,2018-01-10,DRINK_JUICE,WODA MUSZYNIANKA PLUS 1_5L N/G,140,1.27
10459,2018-01-10,DRINK_JUICE,WODA PRIMAVERA 1_5L GAZ,28,0.62
10460,2018-01-10,DRINK_JUICE,WODA PRIMAVERA 1_5L N/GAZ,40,0.6970000000000001
10461,2018-01-10,DRINK_JUICE,WODA PRIMAWERA 1 L N/G,5,0.74
10462,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_33 N/G ANG_,1,1.21
10463,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_5  N/G TRUSKAWKA,1,1.16
10464,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_5 L LIMON N/GAZ,4,1.55
10465,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_5 L N/G CYTRYNA,4,1.16
10466,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_5L GAZ,32,0.91
10467,2018-01-10,DRINK_JUICE,WODA ZYWIEC 0_5L N/GAZ,17,0.92
10468,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5 L N/G CYTRYNA,6,1.9
10469,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5 L N/G JABLKO,13,1.9
10470,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5 L N/GAZ TRUSKA,1,1.84
10471,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5 N/G BRZOSKW_,13,1.9
10472,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5L GAZ,51,1.2394117647058798
10473,2018-01-10,DRINK_JUICE,WODA ZYWIEC 1_5L NIE/GAZ,124,1.23741935483871
10474,2018-01-10,DRINK_JUICE,WODA ZYWIEC 5L,3,3.8
10475,2018-01-10,DRINK_JUICE,WODA ZYWIEC DELIKATNIE GAZOWANA 1_5L,19,1.23105263157895
10476,2018-01-10,DRINK_JUICE,ZBYSZKO 3 CYTRYNY  1_5  GAZ,9,1.48
10477,2018-01-10,DRINK_JUICE,ZBYSZKO 3 GREJPFRUTY 1_5 GAZ,3,1.86
10478,2018-01-10,DRINK_JUICE,ZBYSZKO 3 LIMONKI 1_5L GAZ,8,1.48
10479,2018-01-10,DRINK_JUICE,ZBYSZKO 3 POM.CZERWONE GAZ 1_5  L,7,1.84
10480,2018-01-10,DRINK_JUICE,ZBYSZKO 3 POMARANCZ 1_5 GAZ,29,1.6241379310344801
10481,2018-01-10,DRINK_JUICE,ZBYSZKO LEMONIADA 1 L ARO+CYT+MIETA,5,1.63
