id,title,var,value
38985,Sorcerer,cast_1,Bruno Cremer
44113,Stone,cast_1,Robert De Niro
21494,Moliere,cast_1,Fabrice Luchini
164457,Out of the Furnace,cast_1,Zoe Saldana
4566,Michael Clayton,cast_1,Tom Wilkinson
17795,My Fellow Americans,cast_1,James Garner
1073,Arlington Road,cast_1,Tim Robbins
153158,Underdogs,cast_1,Diego Ramos
81836,To Rome with Love,cast_1,Woody Allen
10724,Firefox,cast_1,Freddie Jones
9473,"South Park: Bigger, Longer & Uncut",cast_1,Matt Stone
2196,Death at a Funeral,cast_1,Keeley Hawes
1499,Teenage Mutant Ninja Turtles III,cast_1,Stuart Wilson
20857,Hardball,cast_1,Diane Lane
82693,Silver Linings Playbook,cast_1,Jennifer Lawrence
1646,Freedom Writers,cast_1,Scott Glenn
44944,For Colored Girls,cast_1,Janet Jackson
4108,The Transporter,cast_1,Shu Qi
8456,Never Back Down,cast_1,Amber Heard
7341,The Rage: Carrie 2,cast_1,Jason London
19255,Away We Go,cast_1,Maya Rudolph
10187,Swing Vote,cast_1,Madeline Carroll
31005,Moonlight Mile,cast_1,Dustin Hoffman
49517,Tinker Tailor Soldier Spy,cast_1,Gary Oldman
44857,Molly,cast_1,Aaron Eckhart
50780,The Beaver,cast_1,Mel Gibson
16363,The Best Little Whorehouse in Texas,cast_1,Dolly Parton
1946,eXistenZ,cast_1,Jude Law
85,Raiders of the Lost Ark,cast_1,Karen Allen
772,Home Alone 2: Lost in New York,cast_1,Joe Pesci
840,Close Encounters of the Third Kind,cast_1,François Truffaut
9682,Pulse,cast_1,Ian Somerhalder
96,Beverly Hills Cop II,cast_1,Judge Reinhold
10678,Bringing Down the House,cast_1,Queen Latifah
274,The Silence of the Lambs,cast_1,Anthony Hopkins
8872,Wayne's World,cast_1,Dana Carvey
16290,Jackass 3D,cast_1,Bam Margera
579,Jaws 2,cast_1,Lorraine Gary
14405,Beverly Hills Chihuahua,cast_1,Piper Perabo
138843,The Conjuring,cast_1,Vera Farmiga
11637,Are We There Yet?,cast_1,Nia Long
226486,Tammy,cast_1,Susan Sarandon
1584,School of Rock,cast_1,Joan Cusack
9312,Mortal Kombat,cast_1,Robin Shou
12153,White Chicks,cast_1,Marlon Wayans
65057,The Descendants,cast_1,Shailene Woodley
8326,Holes,cast_1,Jon Voight
35690,The Last Song,cast_1,Greg Kinnear
76203,12 Years a Slave,cast_1,Michael Fassbender
13497,Drumline,cast_1,Zoe Saldana
35688,Why Did I Get Married Too?,cast_1,Janet Jackson
162,Edward Scissorhands,cast_1,Winona Ryder
296096,Me Before You,cast_1,Sam Claflin
103370,Madea's Witness Protection,cast_1,Eugene Levy
1051,The French Connection,cast_1,Fernando Rey
376659,Bad Moms,cast_1,Kristen Bell
10073,Date Movie,cast_1,Adam Campbell
16690,Return to Never Land,cast_1,Blayne Weaver
273895,Selma,cast_1,Tom Wilkinson
14873,The Jungle Book 2,cast_1,Haley Joel Osment
8968,Boogeyman,cast_1,Barry Watson
9963,Premonition,cast_1,Julian McMahon
15655,The Tigger Movie,cast_1,Nikita Hopkins
21208,Orphan,cast_1,Peter Sarsgaard
272878,Max,cast_1,Josh Wiggins
9760,Epic Movie,cast_1,Adam Campbell
314365,Spotlight,cast_1,Michael Keaton
13279,Lakeview Terrace,cast_1,Patrick Wilson
1975,The Grudge 2,cast_1,Amber Tamblyn
33644,How Stella Got Her Groove Back,cast_1,Taye Diggs
1649,Bill & Ted's Bogus Journey,cast_1,Alex Winter
9895,Man of the Year,cast_1,Christopher Walken
9570,The Black Hole,cast_1,Anthony Perkins
27579,The American,cast_1,Violante Placido
16052,Selena,cast_1,Edward James Olmos
40264,Vampires Suck,cast_1,Matt Lanter
1164,Babel,cast_1,Cate Blanchett
239678,This Is Where I Leave You,cast_1,Tina Fey
14359,Doubt,cast_1,Philip Seymour Hoffman
3989,Team America: World Police,cast_1,Matt Stone
76617,Texas Chainsaw 3D,cast_1,Dan Yeager
1710,Copycat,cast_1,Holly Hunter
4258,Scary Movie 5,cast_1,Ashley Tisdale
20391,Paint Your Wagon,cast_1,Clint Eastwood
10139,Milk,cast_1,Emile Hirsch
335778,Risen,cast_1,Cliff Curtis
9645,Ghost Ship,cast_1,Julianna Margulies
55465,A Very Harold & Kumar Christmas,cast_1,John Cho
617,Wild Things,cast_1,Kevin Bacon
19904,The Stepfather,cast_1,Sela Ward
48289,The Debt,cast_1,Ciarán Hinds
243,High Fidelity,cast_1,Iben Hjejle
6933,One Missed Call,cast_1,Edward Burns
17182,Eye for an Eye,cast_1,Kiefer Sutherland
8848,The Bank Job,cast_1,Saffron Burrows
38,Eternal Sunshine of the Spotless Mind,cast_1,Kate Winslet
38303,You Again,cast_1,Sigourney Weaver
1266,Street Kings,cast_1,Forest Whitaker
107985,The World's End,cast_1,Nick Frost
14043,Nancy Drew,cast_1,Josh Flitter
19901,Daybreakers,cast_1,Sam Neill
34016,She's Out of My League,cast_1,Jay Baruchel
59860,Monte Carlo,cast_1,Katie Cassidy
10069,Stay Alive,cast_1,Samaire Armstrong
9588,Quigley Down Under,cast_1,Laura San Giacomo
12819,Alpha and Omega,cast_1,Justin Long
9954,The Covenant,cast_1,Laura Ramsey
10115,Stick It,cast_1,Missy Peregrym
25132,Shorts,cast_1,Kat Dennings
577,To Die For,cast_1,Matt Dillon
328387,Nerve,cast_1,Dave Franco
12690,Appaloosa,cast_1,Ed Harris
9945,Vampires,cast_1,Daniel Baldwin
539,Psycho,cast_1,Vera Miles
13596,My Best Friend's Girl,cast_1,Kate Hudson
226857,Endless Love,cast_1,Gabriella Wilde
13159,Georgia Rule,cast_1,Lindsay Lohan
47941,Under the Rainbow,cast_1,Carrie Fisher
526,Ladyhawke,cast_1,Rutger Hauer
22796,Simon Birch,cast_1,Ashley Judd
2355,Reign Over Me,cast_1,Don Cheadle
5915,Into the Wild,cast_1,Marcia Gay Harden
9842,School for Scoundrels,cast_1,Jon Heder
61012,Silent Hill: Revelation 3D,cast_1,Kit Harington
755,From Dusk Till Dawn,cast_1,Quentin Tarantino
13682,Pooh's Heffalump Movie,cast_1,John Fiedler
9089,Home for the Holidays,cast_1,Robert Downey Jr.
9470,Kung Fu Hustle,cast_1,Yuen Wah
18357,The Country Bears,cast_1,Diedrich Bader
7979,The Kite Runner,cast_1,Atossa Leoni
470,21 Grams,cast_1,Naomi Watts
15644,Paparazzi,cast_1,Robin Tunney
9582,A Guy Thing,cast_1,Julia Stiles
10642,Loser,cast_1,Mena Suvari
22074,Capitalism: A Love Story,cast_1,Thora Birch
2428,The Greatest Story Ever Told,cast_1,Michael Anderson Jr.
290751,Secret in Their Eyes,cast_1,Nicole Kidman
13805,Disaster Movie,cast_1,Vanessa Lachey
4597,Armored,cast_1,Laurence Fishburne
9414,The Man Who Knew Too Little,cast_1,Peter Gallagher
63492,What's Your Number?,cast_1,Anna Faris
81796,Lockout,cast_1,Maggie Grace
10710,Envy,cast_1,Jack Black
15092,Crank: High Voltage,cast_1,Amy Smart
11382,Bullets Over Broadway,cast_1,Dianne Wiest
15005,One Night with the King,cast_1,Peter O'Toole
8198,The Quiet American,cast_1,Brendan Fraser
6963,The Weather Man,cast_1,Michael Caine
15070,Undisputed,cast_1,Ving Rhames
12797,Ghost Town,cast_1,Greg Kinnear
17134,12 Rounds,cast_1,Aidan Gillen
41402,Let Me In,cast_1,Chloë Grace Moretz
18885,3 Ninjas Kick Back,cast_1,Max Elliott Slade
4953,Be Kind Rewind,cast_1,Yasiin Bey
10773,Mrs Henderson Presents,cast_1,Bob Hoskins
146198,Triple 9,cast_1,Chiwetel Ejiofor
2639,Deconstructing Harry,cast_1,Kirstie Alley
10563,Three to Tango,cast_1,Neve Campbell
295964,Burnt,cast_1,Sienna Miller
5971,We're No Angels,cast_1,Sean Penn
9716,Everyone Says I Love You,cast_1,Diva Gray
11835,Death Sentence,cast_1,Garrett Hedlund
26171,Everybody's Fine,cast_1,Drew Barrymore
31117,Superbabies: Baby Geniuses 2,cast_1,Scott Baio
9074,The Man,cast_1,Eugene Levy
14396,Code Name: The Cleaner,cast_1,Lucy Liu
15673,Connie and Carla,cast_1,Toni Collette
42618,Sweet Charity,cast_1,John McMartin
171274,Inherent Vice,cast_1,Josh Brolin
24432,Doogal,cast_1,Jimmy Fallon
109417,Battle of the Year,cast_1,Josh Peck
13948,An American Carol,cast_1,Kelsey Grammer
106747,Machete Kills,cast_1,Mel Gibson
10929,Willard,cast_1,R. Lee Ermey
14220,Strange Wilderness,cast_1,Allen Covert
46435,Topsy-Turvy,cast_1,Jim Broadbent
256962,Little Boy,cast_1,Emily Watson
48231,A Dangerous Method,cast_1,Viggo Mortensen
3509,A Scanner Darkly,cast_1,Winona Ryder
82684,Chasing Mavericks,cast_1,Jonny Weston
12142,Alone in the Dark,cast_1,Tara Reid
23367,Bandslam,cast_1,Aly Michalka
10740,Birth,cast_1,Cameron Bright
241239,A Most Violent Year,cast_1,Jessica Chastain
14582,Passchendaele,cast_1,Caroline Dhavernas
14914,Flash of Genius,cast_1,Alan Alda
3902,I'm Not There.,cast_1,Heath Ledger
77948,The Cold Light of Day,cast_1,Verónica Echegui
21755,The Brothers Bloom,cast_1,Adrien Brody
4960,"Synecdoche, New York",cast_1,Samantha Morton
128,Princess Mononoke,cast_1,Yuriko Ishida
14652,Bon voyage,cast_1,Gérard Depardieu
40932,Can't Stop the Music,cast_1,David Hodo
16608,The Proposition,cast_1,Ray Winstone
334531,My All American,cast_1,Finn Wittrock
32316,Marci X,cast_1,Damon Wayans
7299,Equilibrium,cast_1,Taye Diggs
13405,The Children of Huang Shi,cast_1,Radha Mitchell
19457,The Yards,cast_1,Joaquin Phoenix
112937,The Oogieloves in the Big Balloon Adventure,cast_1,Cary Elwes
314385,By the Sea,cast_1,Brad Pitt
8953,Steamboy,cast_1,Masane Tsukayama
29078,The Game of Their Lives,cast_1,Wes Bentley
46503,All Good Things,cast_1,Ryan Gosling
10448,Rapa Nui,cast_1,Esai Morales
13688,CJ7,cast_1,Xu Jiao
10353,The Visitors II: The Corridors of Time,cast_1,Jean Reno
43935,Dylan Dog: Dead of Night,cast_1,Peter Stormare
11458,People I Know,cast_1,Kim Basinger
44638,The Tempest,cast_1,Felicity Jones
241257,Regression,cast_1,Emma Watson
14538,Three Kingdoms: Resurrection of the Dragon,cast_1,Vanness Wu
13250,Butterfly on a Wheel,cast_1,Maria Bello
133931,Zambezia,cast_1,Samuel L. Jackson
280871,Ramanujan,cast_1,Suhasini Maniratnam
239897,Dwegons,cast_1,Maggie Wheeler
184341,Hands of Stone,cast_1,Edgar Ramírez
334074,Survivor,cast_1,Milla Jovovich
199373,The Frozen Ground,cast_1,Vanessa Hudgens
14202,The Painted Veil,cast_1,Juliet Howland
6968,The Baader Meinhof Complex,cast_1,Moritz Bleibtreu
581,Dances with Wolves,cast_1,Mary McDonnell
52449,Bad Teacher,cast_1,Jason Segel
12150,Sea of Love,cast_1,Ellen Barkin
11247,A Cinderella Story,cast_1,Jennifer Coolidge
4232,Scream,cast_1,Neve Campbell
9378,Thir13en Ghosts,cast_1,Embeth Davidtz
694,The Shining,cast_1,Shelley Duvall
105,Back to the Future,cast_1,Christopher Lloyd
11377,House on Haunted Hill,cast_1,Famke Janssen
26367,I Can Do Bad All By Myself,cast_1,Taraji P. Henson
385383,Fight Valley,cast_1,Miesha Tate
41210,The Switch,cast_1,Jennifer Aniston
12090,Just Married,cast_1,Brittany Murphy
62630,The Devil's Double,cast_1,Ludivine Sagnier
16110,Thomas and the Magic Railroad,cast_1,Peter Fonda
29427,The Crazies,cast_1,Radha Mitchell
129,Spirited Away,cast_1,Miyu Irino
244114,Firestorm,cast_1,Gordon Lam Ka-Tung
2669,The Bounty,cast_1,Anthony Hopkins
203833,The Book Thief,cast_1,Sophie Nélisse
13523,Sex Drive,cast_1,Amanda Crew
25195,Leap Year,cast_1,Matthew Goode
17277,The Fall of the Roman Empire,cast_1,Stephen Boyd
50725,Take Me Home Tonight,cast_1,Anna Faris
82631,Won't Back Down,cast_1,Maggie Gyllenhaal
73191,The Nutcracker,cast_1,Damian Woetzel
22479,Kansas City,cast_1,Miranda Richardson
340611,Indignation,cast_1,Sarah Gadon
10065,The Amityville Horror,cast_1,Melissa George
2757,Adaptation.,cast_1,Meryl Streep
11683,Land of the Dead,cast_1,John Leguizamo
244339,Out of Inferno,cast_1,Angelica Lee
1878,Fear and Loathing in Las Vegas,cast_1,Benicio del Toro
23082,The Invention of Lying,cast_1,Jennifer Garner
195589,Neighbors,cast_1,Zac Efron
854,The Mask,cast_1,Cameron Diaz
2280,Big,cast_1,Elizabeth Perkins
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,cast_1,Ken Davitian
8835,Legally Blonde,cast_1,Luke Wilson
157,Star Trek III: The Search for Spock,cast_1,Leonard Nimoy
8643,The Exorcism of Emily Rose,cast_1,Tom Wilkinson
10402,Deuce Bigalow: Male Gigolo,cast_1,William Forsythe
218043,Left Behind,cast_1,Chad Michael Murray
9043,The Family Stone,cast_1,Diane Keaton
21301,Barbershop 2:  Back in Business,cast_1,Cedric the Entertainer
10147,Bad Santa,cast_1,Tony Cox
816,Austin Powers: International Man of Mystery,cast_1,Elizabeth Hurley
302688,My Big Fat Greek Wedding 2,cast_1,Elena Kampouris
60307,Diary of a Wimpy Kid: Rodrick Rules,cast_1,Devon Bostick
106,Predator,cast_1,Carl Weathers
279,Amadeus,cast_1,Tom Hulce
8617,Prom Night,cast_1,Scott Porter
10625,Mean Girls,cast_1,Rachel McAdams
10934,Under the Tuscan Sun,cast_1,Sandra Oh
5279,Gosford Park,cast_1,Clive Owen
10013,Peggy Sue Got Married,cast_1,Nicolas Cage
194662,Birdman,cast_1,Emma Stone
160588,Blue Jasmine,cast_1,Alec Baldwin
9829,United 93,cast_1,Polly Adams
10028,Honey,cast_1,Mekhi Phifer
10535,Spy Hard,cast_1,Nicollette Sheridan
790,The Fog,cast_1,Jamie Lee Curtis
43959,Soul Surfer,cast_1,Helen Hunt
10364,Catch-22,cast_1,Martin Balsam
16991,Observe and Report,cast_1,Anna Faris
9610,Conan the Destroyer,cast_1,Grace Jones
1578,Raging Bull,cast_1,Joe Pesci
25643,Love Happens,cast_1,Jennifer Aniston
11904,Young Sherlock Holmes,cast_1,Alan Cox
28665,Fame,cast_1,Naturi Naughton
44115,127 Hours,cast_1,Kate Mara
10569,Small Time Crooks,cast_1,Carolyn Saxon
10560,Center Stage,cast_1,Zoe Saldana
333348,Love the Coopers,cast_1,Diane Keaton
20483,Catch That Kid,cast_1,Corbin Bleu
11457,Life as a House,cast_1,Kristin Scott Thomas
321697,Steve Jobs,cast_1,Kate Winslet
19840,"I Love You, Beth Cooper",cast_1,Paul Rust
22327,Youth in Revolt,cast_1,Zach Galifianakis
38665,The Legend of the Lone Ranger,cast_1,Matt Clark
2575,The Tailor of Panama,cast_1,Geoffrey Rush
11644,Blow Out,cast_1,Nancy Allen
146227,Getaway,cast_1,Selena Gomez
68924,The Ice Storm,cast_1,Joan Allen
253235,And So It Goes,cast_1,Diane Keaton
22102,Troop Beverly Hills,cast_1,Craig T. Nelson
18701,Being Julia,cast_1,Annette Bening
10068,Nine 1/2 Weeks,cast_1,Kim Basinger
848,Dragonslayer,cast_1,Caitlin Clarke
36811,The Last Station,cast_1,Christopher Plummer
522,Ed Wood,cast_1,Martin Landau
130150,Labor Day,cast_1,Kate Winslet
12246,Mongol: The Rise of Genghis Khan,cast_1,Sun Honglei
13809,RockNRolla,cast_1,Tom Wilkinson
27380,Megaforce,cast_1,Michael Beck
10549,Hamlet,cast_1,Derek Jacobi
33870,Mao's Last Dancer,cast_1,Chengwu Guo
245703,Midnight Special,cast_1,Jaeden Lieberher
10739,Anything Else,cast_1,Jason Biggs
127560,The Railway Man,cast_1,Colin Firth
37903,The White Ribbon,cast_1,Ulrich Tukur
396152,Restoration,cast_1,Adrian Gaeta
10017,The Wraith,cast_1,Nick Cassavetes
11468,Salton Sea,cast_1,Vincent D'Onofrio
193613,Metallica: Through the Never,cast_1,Mackenzie Gray
17436,The Informers,cast_1,Kim Basinger
43434,Carlos,cast_1,Alexander Scheer
31166,I Come with the Rain,cast_1,Elias Koteas
69848,One Man's Hero,cast_1,Joaquim de Almeida
8408,Day of the Dead,cast_1,Terry Alexander
332411,I Am Wrath,cast_1,Christopher Meloni
9389,Renaissance,cast_1,Catherine McCormack
9626,Red Sonja,cast_1,Brigitte Nielsen
75638,Red Lights,cast_1,Robert De Niro
8363,Superbad,cast_1,Michael Cera
15670,Madea Goes to Jail,cast_1,Derek Luke
290555,Wolves,cast_1,Lucas Till
8328,Step Up 2: The Streets,cast_1,Robert Hoffman
10982,Hoodwinked!,cast_1,Glenn Close
205,Hotel Rwanda,cast_1,Sophie Okonedo
1620,Hitman,cast_1,Dougray Scott
175541,Black Nativity,cast_1,Angela Bassett
241254,The Prince,cast_1,Jason Patric
31932,City of Ghosts,cast_1,James Caan
1933,The Others,cast_1,Christopher Eccleston
679,Aliens,cast_1,Michael Biehn
11113,My Fair Lady,cast_1,Rex Harrison
3597,I Know What You Did Last Summer,cast_1,Sarah Michelle Gellar
193893,Let's Be Cops,cast_1,Damon Wayans Jr.
9675,Sideways,cast_1,Thomas Haden Church
9988,Beerfest,cast_1,Jay Chandrasekhar
948,Halloween,cast_1,Jamie Lee Curtis
21765,Good Boy!,cast_1,Liam Aiken
146304,The Best Man Holiday,cast_1,Harold Perrineau
7516,Smokin' Aces,cast_1,Ray Liotta
41439,Saw: The Final Chapter,cast_1,Costas Mandylor
2752,40 Days and 40 Nights,cast_1,Shannyn Sossamon
9429,A Night at the Roxbury,cast_1,Chris Kattan
38117,Beastly,cast_1,Vanessa Hudgens
9792,The Hills Have Eyes,cast_1,Kathleen Quinlan
13778,Dickie Roberts: Former Child Star,cast_1,Mary McCormack
228203,"McFarland, USA",cast_1,Ramiro Rodriguez
41382,Lottery Ticket,cast_1,Brandon T. Jackson
13960,ATL,cast_1,Evan Ross
114150,Pitch Perfect,cast_1,Skylar Astin
26602,Summer Catch,cast_1,Jessica Biel
10223,A Simple Plan,cast_1,Bridget Fonda
16028,They,cast_1,Marc Blucas
15639,Larry the Cable Guy: Health Inspector,cast_1,Iris Bahr
16112,The Adventures of Elmo in Grouchland,cast_1,Mandy Patinkin
26390,Brooklyn's Finest,cast_1,Don Cheadle
27759,55 Days at Peking,cast_1,Ava Gardner
109428,Evil Dead,cast_1,Shiloh Fernandez
23049,My Life in Ruins,cast_1,Richard Dreyfuss
9310,American Dreamz,cast_1,Dennis Quaid
11411,Superman IV: The Quest for Peace,cast_1,Margot Kidder
16988,How She Move,cast_1,Dwain Murphy
7304,Running Scared,cast_1,Cameron Bright
24747,Bobby Jones: Stroke of Genius,cast_1,Claire Forlani
58048,Shanghai Surprise,cast_1,Sean Penn
1491,The Illusionist,cast_1,Jessica Biel
2989,Roar,cast_1,Melanie Griffith
10629,Veronica Guerin,cast_1,Gerard McSorley
255343,Escobar: Paradise Lost,cast_1,Josh Hutcherson
4723,Southland Tales,cast_1,Seann William Scott
10800,Dragon Hunters,cast_1,Patrick Timsit
25763,Damnation Alley,cast_1,George Peppard
79694,The Apparition,cast_1,Sebastian Stan
4032,My Girl,cast_1,Macaulay Culkin
18615,Fur: An Imaginary Portrait of Diane Arbus,cast_1,Robert Downey Jr.
10673,Wall Street,cast_1,Michael Douglas
4584,Sense and Sensibility,cast_1,Emma Thompson
2977,Becoming Jane,cast_1,James McAvoy
10760,Sydney White,cast_1,Sara Paxton
11093,House of Sand and Fog,cast_1,Ben Kingsley
207,Dead Poets Society,cast_1,Ethan Hawke
8467,Dumb and Dumber,cast_1,Jeff Daniels
639,When Harry Met Sally...,cast_1,Billy Crystal
24226,The Verdict,cast_1,Charlotte Rampling
9285,Road Trip,cast_1,Seann William Scott
14709,Varsity Blues,cast_1,Amy Smart
74643,The Artist,cast_1,Bérénice Bejo
13788,The Unborn,cast_1,Gary Oldman
83666,Moonrise Kingdom,cast_1,Edward Norton
10781,The Texas Chainsaw Massacre: The Beginning,cast_1,Taylor Handley
318850,The Young Messiah,cast_1,Sara Lazzaro
13908,The Master of Disguise,cast_1,Brent Spiner
1417,Pan's Labyrinth,cast_1,Maribel Verdú
39180,See Spot Run,cast_1,David Arquette
16161,Baby Boy,cast_1,Taraji P. Henson
49950,The Roommate,cast_1,Leighton Meester
10956,Joe Dirt,cast_1,Brittany Daniel
9594,Double Impact,cast_1,Geoffrey Lewis
4638,Hot Fuzz,cast_1,Nick Frost
13972,The Women,cast_1,India Ennenga
5038,Vicky Cristina Barcelona,cast_1,Rebecca Hall
13491,Arn: The Knight Templar,cast_1,Sofia Helin
10571,Boys and Girls,cast_1,Claire Forlani
10994,White Oleander,cast_1,Michelle Pfeiffer
19994,Jennifer's Body,cast_1,Amanda Seyfried
25166,Drowning Mona,cast_1,Bette Midler
30890,Radio Days,cast_1,Mia Farrow
23169,Remember Me,cast_1,Emilie de Ravin
17403,How to Deal,cast_1,Trent Ford
12120,My Stepmother is an Alien,cast_1,Kim Basinger
9800,Philadelphia,cast_1,Denzel Washington
1090,The Thirteenth Floor,cast_1,Armin Mueller-Stahl
18475,The Cookout,cast_1,Tim Meadows
40160,Meteor,cast_1,Natalie Wood
18074,Duets,cast_1,Scott Speedman
9689,Hollywood Ending,cast_1,George Hamilton
9781,Detroit Rock City,cast_1,James DeBello
8009,Highlander,cast_1,Roxanne Hart
3877,Things We Lost in the Fire,cast_1,Benicio del Toro
8854,Steel,cast_1,Annabeth Gish
152599,The Immigrant,cast_1,Jeremy Renner
18840,The White Countess,cast_1,Natasha Richardson
68727,Trance,cast_1,Vincent Cassel
12657,Soul Plane,cast_1,Kevin Hart
8265,Welcome to the Sticks,cast_1,Dany Boon
12410,Good,cast_1,Jason Isaacs
34647,Enter the Void,cast_1,Paz de la Huerta
73935,Vamps,cast_1,Krysten Ritter
28178,Hachi: A Dog's Tale,cast_1,Joan Allen
185567,Zulu,cast_1,Forest Whitaker
264656,The Homesman,cast_1,Tommy Lee Jones
35696,Juwanna Mann,cast_1,Vivica A. Fox
16351,Ararat,cast_1,Charles Aznavour
38717,Madison,cast_1,Jake Lloyd
18777,Slow Burn,cast_1,LL Cool J
2110,Wasabi,cast_1,Ryoko Hirosue
9035,Slither,cast_1,Don Thompson
90,Beverly Hills Cop,cast_1,Judge Reinhold
771,Home Alone,cast_1,Joe Pesci
12154,Three Men and a Baby,cast_1,Steve Guttenberg
9576,Tootsie,cast_1,Jessica Lange
744,Top Gun,cast_1,Kelly McGillis
146,"Crouching Tiger, Hidden Dragon",cast_1,Michelle Yeoh
14,American Beauty,cast_1,Annette Bening
45269,The King's Speech,cast_1,Geoffrey Rush
9493,Twins,cast_1,Danny DeVito
22556,The Yellow Handkerchief,cast_1,Maria Bello
873,The Color Purple,cast_1,Margaret Avery
33196,Tidal Wave,cast_1,Sol Kyung-gu
205596,The Imitation Game,cast_1,Keira Knightley
10765,Private Benjamin,cast_1,Eileen Brennan
16769,Coal Miner's Daughter,cast_1,Tommy Lee Jones
33217,Diary of a Wimpy Kid,cast_1,Robert Capron
132232,Mama,cast_1,Nikolaj Coster-Waldau
11153,National Lampoon's Vacation,cast_1,Beverly D'Angelo
208134,Bad Grandpa,cast_1,Jackson Nicoll
1165,The Queen,cast_1,Michael Sheen
4011,Beetlejuice,cast_1,Alec Baldwin
17202,Why Did I Get Married?,cast_1,Jill Scott
9587,Little Women,cast_1,Gabriel Byrne
65086,The Woman in Black,cast_1,Ciarán Hinds
10053,When a Stranger Calls,cast_1,Katie Cassidy
11870,Big Fat Liar,cast_1,Paul Giamatti
11778,The Deer Hunter,cast_1,John Cazale
586,Wag the Dog,cast_1,Robert De Niro
18736,The Lizzie McGuire Movie,cast_1,Adam Lamberg
134411,Snitch,cast_1,Barry Pepper
287903,Krampus,cast_1,Toni Collette
9276,The Faculty,cast_1,Elijah Wood
15765,What's Love Got to Do with It,cast_1,Laurence Fishburne
2142,Cop Land,cast_1,Harvey Keitel
11397,Not Another Teen Movie,cast_1,Chris Evans
77016,End of Watch,cast_1,Michael Peña
11478,The Skulls,cast_1,Paul Walker
266856,The Theory of Everything,cast_1,Felicity Jones
13411,Malibu's Most Wanted,cast_1,Taye Diggs
10564,Where the Heart Is,cast_1,Ashley Judd
947,Lawrence of Arabia,cast_1,Alec Guinness
24150,Halloween II,cast_1,Sheri Moon Zombie
228970,Wild,cast_1,Laura Dern
18405,The Last House on the Left,cast_1,Michael Bowen
6961,The Wedding Date,cast_1,Dermot Mulroney
11442,Halloween: Resurrection,cast_1,Brad Loree
2493,The Princess Bride,cast_1,Robin Wright
14047,The Great Debaters,cast_1,Nate Parker
64690,Drive,cast_1,Carey Mulligan
11132,Confessions of a Teenage Drama Queen,cast_1,Adam Garcia
17127,The Object of My Affection,cast_1,Paul Rudd
1562,28 Weeks Later,cast_1,Robert Carlyle
232679,When the Game Stands Tall,cast_1,Michael Chiklis
17880,Because of Winn-Dixie,cast_1,AnnaSophia Robb
14736,Love & Basketball,cast_1,Kyla Pratt
9434,Grosse Pointe Blank,cast_1,Minnie Driver
23706,All About Steve,cast_1,Thomas Haden Church
11531,Book of Shadows: Blair Witch 2,cast_1,Jeffrey Donovan
9100,The Craft,cast_1,Fairuza Balk
116,Match Point,cast_1,Scarlett Johansson
38843,Ramona and Beezus,cast_1,Selena Gomez
1245,The Remains of the Day,cast_1,Emma Thompson
4995,Boogie Nights,cast_1,Burt Reynolds
10413,Nowhere to Run,cast_1,Rosanna Arquette
14012,Flicka,cast_1,Maria Bello
9793,The Hills Have Eyes 2,cast_1,Archie Kao
12212,Urban Legends: Final Cut,cast_1,Matthew Davis
13768,Tuck Everlasting,cast_1,William Hurt
8975,The Marine,cast_1,Kelly Carlson
342521,Keanu,cast_1,Keegan-Michael Key
45272,Country Strong,cast_1,Garrett Hedlund
9424,Disturbing Behavior,cast_1,Katie Holmes
97367,The Place Beyond the Pines,cast_1,Bradley Cooper
254904,The November Man,cast_1,Luke Bracey
18681,Eye of the Beholder,cast_1,Ashley Judd
12162,The Hurt Locker,cast_1,Anthony Mackie
11495,Firestarter,cast_1,Drew Barrymore
64689,Killing Them Softly,cast_1,Scoot McNairy
157849,A Most Wanted Man,cast_1,Rachel McAdams
13166,Freddy Got Fingered,cast_1,Rip Torn
15511,VeggieTales: The Pirates Who Don't Do Anything,cast_1,Mike Nawrocki
37003,U2 3D,cast_1,The Edge
12211,Highlander: Endgame,cast_1,Bruce Payne
13816,Idlewild,cast_1,Paula Patton
51828,One Day,cast_1,Jim Sturgess
22798,Whip It,cast_1,Alia Shawkat
7501,Knockaround Guys,cast_1,Andy Davoli
10743,Confidence,cast_1,Rachel Weisz
37718,The Muse,cast_1,Sharon Stone
15237,De-Lovely,cast_1,Ashley Judd
9686,New York Stories,cast_1,Marvin Chatinover
17644,Barney's Great Adventure,cast_1,
97430,The Man with the Iron Fists,cast_1,Lucy Liu
12257,Home Fries,cast_1,Catherine O'Hara
13539,Here On Earth,cast_1,Chris Klein
68,Brazil,cast_1,Robert De Niro
14024,Raise Your Voice,cast_1,Oliver James
115,The Big Lebowski,cast_1,John Goodman
7874,Black Snake Moan,cast_1,Christina Ricci
4911,Dark Blue,cast_1,Scott Speedman
1988,A Mighty Heart,cast_1,Dan Futterman
16222,Whatever It Takes,cast_1,Shane West
9557,Boat Trip,cast_1,Horatio Sanz
9026,The Importance of Being Earnest,cast_1,Colin Firth
57943,The Love Letter,cast_1,Jennifer Jason Leigh
18276,Hoot,cast_1,Logan Lerman
8321,In Bruges,cast_1,Brendan Gleeson
72359,Peeples,cast_1,Kerry Washington
10186,The Rocker,cast_1,Josh Gad
25704,Post Grad,cast_1,Zach Gilford
