city,cuisine_style,ranking,rating,reviews_number
Paris,"Gastropub, French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",167.0,4.5,728.0
Paris,"French, European",4716.0,4.5,26.0
Amsterdam,"Indonesian, Asian, Vegetarian Friendly, Vegan Options",1262.0,4.0,118.0
Zurich,"Italian, Pizza, European, Grill, Vegetarian Friendly",584.0,4.0,61.0
Paris,"Mexican, Halal",1481.0,4.0,163.0
Amsterdam,unknown,2139.0,5.0,
Bratislava,unknown,608.0,4.0,
Geneva,"Fast Food, Turkish, Middle Eastern, Halal, Vegetarian Friendly",403.0,4.0,27.0
Paris,unknown,12690.0,2.5,3.0
Budapest,"Italian, Mediterranean, Grill, Pizza, European, Vegetarian Friendly",1664.0,3.5,129.0
Brussels,unknown,2102.0,4.0,2.0
Barcelona,Italian,7564.0,2.0,202.0
Paris,"French, European",5224.0,3.5,160.0
Barcelona,Healthy,4059.0,4.5,4.0
London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",2052.0,4.0,129.0
Amsterdam,"Bar, European, British, Pub, Gastropub, Vegetarian Friendly",198.0,4.0,377.0
London,"European, British, Vegetarian Friendly, Gluten Free Options",3350.0,4.5,61.0
Milan,Italian,4789.0,3.5,79.0
Madrid,"Spanish, Pub, Healthy, Bar, Mediterranean",4575.0,3.5,64.0
Helsinki,"Georgian, Fusion, Vegetarian Friendly",212.0,3.5,106.0
Amsterdam,"Dutch, Cafe, European",625.0,4.0,315.0
Paris,"French, Spanish",6486.0,4.0,64.0
Madrid,Spanish,6572.0,3.5,21.0
Milan,"Pizza, Italian, Mediterranean, Vegetarian Friendly, Vegan Options",743.0,4.0,805.0
Paris,unknown,7996.0,5.0,3.0
Milan,"Japanese, Seafood, Sushi, Asian, Soups, Vegetarian Friendly, Gluten Free Options",114.0,4.5,779.0
London,"Steakhouse, Argentinean, Gluten Free Options",1768.0,4.5,61.0
Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly",125.0,4.5,596.0
Lisbon,"Mediterranean, Portuguese, European",3140.0,3.5,89.0
Paris,"French, European",316.0,4.5,451.0
Barcelona,"Mexican, Latin, South American, Central American, Vegetarian Friendly",1714.0,4.0,61.0
London,"Italian, Pizza, Vegetarian Friendly, Vegan Options, Gluten Free Options",5191.0,4.0,203.0
Berlin,Italian,2352.0,4.5,17.0
Madrid,unknown,6328.0,3.5,3.0
Geneva,"French, Swiss, European",980.0,3.5,39.0
Berlin,"African, Ethiopian, Vegetarian Friendly, Vegan Options",2687.0,4.0,73.0
Berlin,"American, Fast Food, Vegetarian Friendly",189.0,4.5,282.0
Rome,"Steakhouse, Italian, Mediterranean, Barbecue, Soups, Vegetarian Friendly",431.0,4.5,1056.0
Budapest,"Italian, Mediterranean, European, Pizza, Vegetarian Friendly, Vegan Options",692.0,4.0,56.0
Paris,"Italian, Pizza, European, Vegetarian Friendly",2710.0,4.0,137.0
Paris,"French, Bar, Pub",5315.0,3.5,152.0
Paris,French,12692.0,3.0,24.0
Oporto,unknown,662.0,5.0,13.0
Rome,"Japanese, Sushi",3502.0,4.0,70.0
Helsinki,"European, Scandinavian, International",878.0,3.0,61.0
London,"Italian, Pizza, Vegetarian Friendly, Vegan Options",1970.0,4.5,186.0
Barcelona,"Seafood, Mediterranean, Spanish",3201.0,4.0,78.0
Prague,"American, Fast Food",3656.0,3.5,3.0
Milan,Italian,1368.0,4.5,64.0
Munich,unknown,1613.0,5.0,
Barcelona,"Mediterranean, Spanish, European",2294.0,4.0,65.0
Milan,unknown,4360.0,4.0,7.0
Berlin,unknown,3476.0,5.0,
Berlin,unknown,4260.0,3.5,6.0
Edinburgh,"Chinese, Asian",1399.0,3.5,79.0
Oporto,"European, Portuguese, Seafood",680.0,4.5,18.0
Brussels,unknown,1699.0,4.5,6.0
Rome,"Italian, Argentinean, Vegetarian Friendly, Vegan Options, Gluten Free Options",114.0,4.5,888.0
Dublin,Fast Food,1925.0,2.5,16.0
Paris,"French, European, Vegetarian Friendly",1052.0,3.5,1043.0
Dublin,"Irish, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",249.0,4.0,686.0
London,unknown,11020.0,4.5,2.0
Warsaw,"Italian, Pizza, Mediterranean",932.0,4.0,28.0
London,"Mexican, Latin, Central American, South American, Vegetarian Friendly",7227.0,3.5,209.0
Hamburg,"Sushi, Vegetarian Friendly",546.0,4.0,35.0
Paris,"International, Vegetarian Friendly",6721.0,3.5,132.0
Madrid,Fast Food,7183.0,3.0,69.0
Vienna,"Bar, International, Asian, Austrian, Mediterranean",1138.0,4.5,47.0
Krakow,"Mexican, American, Polish, European",910.0,4.0,7.0
Helsinki,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",119.0,4.0,112.0
Oslo,unknown,940.0,3.5,3.0
Milan,"Italian, Mediterranean",4141.0,3.5,140.0
Prague,unknown,1899.0,5.0,
Barcelona,"Mexican, Latin, Central American, Vegetarian Friendly, Vegan Options",768.0,4.0,567.0
Munich,unknown,2617.0,2.5,3.0
Zurich,unknown,1219.0,4.0,2.0
Lyon,French,1008.0,4.0,114.0
Paris,"Indian, Asian, Grill, Middle Eastern, Pakistani, Sri Lankan, Vegetarian Friendly",10121.0,4.0,24.0
Lyon,Turkish,1452.0,5.0,
Munich,Italian,1721.0,4.5,3.0
Barcelona,unknown,7198.0,3.5,5.0
Barcelona,"Mediterranean, Spanish",3471.0,4.0,47.0
London,Italian,15983.0,2.0,37.0
Barcelona,unknown,5665.0,3.5,15.0
Oporto,"Seafood, Mediterranean, Portuguese, European",421.0,4.5,46.0
Paris,"French, American, Pub, Gastropub",13824.0,2.0,12.0
Budapest,"Bar, European, Central European, Vegetarian Friendly",1035.0,4.0,60.0
Madrid,"Fusion, Venezuelan, South American",1136.0,4.5,26.0
Brussels,"Belgian, European",2360.0,3.5,5.0
Lisbon,"European, Portuguese",3250.0,4.0,8.0
Stockholm,Seafood,1503.0,4.0,22.0
Brussels,"Belgian, European, Gastropub, Vegetarian Friendly",33.0,4.0,777.0
Rome,"Italian, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",302.0,4.5,1201.0
Oslo,"Mexican, Latin",722.0,3.5,99.0
Berlin,Mexican,5400.0,3.5,6.0
Paris,"French, Bar, Cafe, European, Central European",10829.0,4.0,2.0
Berlin,unknown,3432.0,5.0,
London,"Bar, Pub, British, Vegetarian Friendly",3889.0,4.0,45.0
Madrid,Spanish,1867.0,4.0,101.0
London,"American, Barbecue, Gluten Free Options",12074.0,3.5,61.0
Lisbon,"Brazilian, South American",147.0,4.5,327.0
Milan,Italian,2603.0,4.0,18.0
Prague,"Italian, Pizza",2488.0,4.0,3.0
London,unknown,4736.0,5.0,19.0
Lisbon,"Cafe, Portuguese, European",1392.0,4.5,24.0
Hamburg,unknown,1598.0,4.5,2.0
London,"Indian, Thai",14526.0,3.0,5.0
Madrid,unknown,4527.0,3.5,48.0
Luxembourg,unknown,533.0,3.5,2.0
Berlin,unknown,3211.0,4.5,4.0
Paris,"Mediterranean, French",4703.0,4.5,70.0
Berlin,unknown,2416.0,5.0,5.0
London,"Japanese, Fast Food, Sushi, Asian",7184.0,4.0,16.0
Madrid,"Mediterranean, European, Spanish, Vegetarian Friendly",4894.0,3.5,27.0
Milan,unknown,4617.0,4.0,
Geneva,unknown,825.0,4.0,20.0
Rome,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",1601.0,4.0,260.0
Paris,"French, European, Vegetarian Friendly",1650.0,4.5,234.0
Milan,unknown,3526.0,4.5,11.0
Berlin,"Japanese, Sushi, European, Asian, Vegetarian Friendly, Gluten Free Options, Vegan Options",243.0,4.0,412.0
London,unknown,9945.0,4.5,7.0
Lisbon,"Chinese, Japanese, Sushi, Asian, Vegetarian Friendly",871.0,4.5,65.0
Prague,"European, Czech, Eastern European",1123.0,4.5,26.0
Stockholm,Turkish,1721.0,4.0,
Barcelona,Mexican,3200.0,4.0,18.0
Brussels,"Belgian, Seafood, European, Soups, Gluten Free Options",15.0,4.5,2050.0
Brussels,"French, Belgian, European, Gastropub",1301.0,4.0,241.0
Warsaw,Middle Eastern,2044.0,4.0,11.0
Milan,unknown,4905.0,3.5,14.0
Oporto,"European, Portuguese",981.0,5.0,2.0
Barcelona,Grill,4690.0,4.5,6.0
London,"Bar, British, Pub",15293.0,3.0,16.0
Rome,"Italian, Pizza",5392.0,4.5,8.0
London,British,11099.0,3.5,41.0
Dublin,"Irish, Cafe, European, Vegetarian Friendly, Gluten Free Options",1067.0,3.5,157.0
London,unknown,9934.0,4.0,9.0
Barcelona,unknown,7694.0,1.5,2.0
London,"Moroccan, Middle Eastern, Halal, Vegetarian Friendly",11279.0,3.5,177.0
Milan,"Italian, International",1862.0,5.0,26.0
Madrid,unknown,2290.0,4.5,16.0
Vienna,"Austrian, Central European, European, Vegetarian Friendly",121.0,4.5,251.0
Lisbon,European,3605.0,3.0,31.0
Barcelona,"Mediterranean, Barbecue, Grill, Spanish, Gluten Free Options",1030.0,4.0,462.0
Lisbon,unknown,3548.0,2.5,17.0
Rome,"Italian, Seafood, Mediterranean",1587.0,4.0,343.0
Krakow,"Cafe, European",939.0,3.5,147.0
Lisbon,"European, Portuguese",2927.0,4.0,2.0
London,"Cafe, British, Vegetarian Friendly",10029.0,4.0,48.0
London,"Bar, British, Pub, Vegetarian Friendly",4369.0,4.5,33.0
Luxembourg,Mexican,460.0,3.5,6.0
Madrid,"European, Spanish",1245.0,4.0,274.0
London,"Italian, European, Mediterranean, Vegetarian Friendly",2310.0,4.0,223.0
Paris,"French, European, Vegetarian Friendly, Vegan Options",1435.0,4.5,88.0
Madrid,"Bar, Mediterranean, European, Spanish, Vegetarian Friendly",38.0,4.5,559.0
Hamburg,unknown,1233.0,5.0,7.0
Krakow,"Asian, Korean",491.0,5.0,9.0
London,"Italian, Pizza, Vegetarian Friendly, Vegan Options",1600.0,4.0,364.0
Paris,French,11093.0,3.0,25.0
Dublin,"Bar, Irish, Pub",1498.0,4.0,22.0
Amsterdam,"European, Bar, Vegetarian Friendly",1528.0,4.0,54.0
Hamburg,"Italian, Seafood, Mediterranean",693.0,4.0,48.0
Munich,unknown,1917.0,4.5,2.0
Lisbon,International,3121.0,3.5,13.0
Paris,"Italian, French, European, Vegetarian Friendly, Vegan Options",1010.0,4.0,520.0
Paris,"Japanese, Sushi, Asian",1948.0,4.0,230.0
Berlin,Fusion,5497.0,3.5,2.0
Paris,"Italian, Pizza, Vegetarian Friendly",607.0,4.5,87.0
Rome,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options",2997.0,3.5,215.0
Munich,unknown,1142.0,5.0,3.0
Vienna,"Bar, European, Central European, Vegetarian Friendly, Vegan Options",404.0,4.0,118.0
Paris,"Bar, Pub",9004.0,4.5,3.0
Madrid,Spanish,4445.0,3.5,83.0
Amsterdam,"Dutch, Cafe, European",1633.0,5.0,9.0
Prague,unknown,2282.0,4.5,3.0
London,unknown,12584.0,4.0,
Rome,unknown,5677.0,5.0,
Madrid,"Mediterranean, European, Spanish, Vegetarian Friendly",425.0,4.0,381.0
Zurich,"Asian, Thai, Vegetarian Friendly",387.0,4.5,20.0
London,Cafe,8390.0,4.5,16.0
Madrid,Italian,5689.0,3.5,6.0
Paris,unknown,12556.0,3.0,20.0
Hamburg,"Indian, Vegetarian Friendly, Vegan Options",2561.0,3.0,151.0
Paris,French,8888.0,4.0,15.0
Rome,"Italian, Mediterranean, European, Vegetarian Friendly",1370.0,3.5,1059.0
London,unknown,13834.0,3.5,5.0
London,unknown,8216.0,5.0,2.0
Milan,Asian,4227.0,4.5,4.0
London,"Mediterranean, Halal",10090.0,4.5,4.0
Dublin,"Irish, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",238.0,4.5,118.0
Paris,"French, European, Vegetarian Friendly",3115.0,4.0,170.0
Bratislava,French,886.0,1.0,
Barcelona,Turkish,2709.0,4.0,34.0
Paris,unknown,10590.0,4.5,3.0
Rome,"Italian, Vegetarian Friendly, Gluten Free Options",2874.0,4.0,53.0
Paris,French,9335.0,4.0,50.0
London,"French, Cafe, British, Delicatessen",5835.0,4.5,30.0
Milan,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options, Gluten Free Options",5194.0,3.5,456.0
London,Mexican,14417.0,3.5,3.0
Zurich,"German, Swiss, European, Central European",202.0,4.5,59.0
Lisbon,unknown,1431.0,4.5,23.0
Amsterdam,"Bar, International, Gastropub, Pub, Vegetarian Friendly",1053.0,4.5,29.0
Paris,Japanese,10359.0,4.5,3.0
Prague,"Bar, European, Pub, Czech, Central European",1333.0,4.0,66.0
Brussels,Turkish,1575.0,5.0,3.0
Munich,Italian,1060.0,4.0,14.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Gluten Free Options",825.0,4.0,412.0
London,"Italian, Pizza, Fast Food",16169.0,1.5,33.0
Berlin,unknown,3085.0,4.5,6.0
London,"French, Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",172.0,4.5,571.0
Hamburg,unknown,2434.0,3.5,2.0
Vienna,"Austrian, European",1213.0,4.0,46.0
Prague,"Bar, European, Czech, Vegetarian Friendly",297.0,4.0,2057.0
Berlin,"Italian, German, Cafe, Fast Food",5520.0,3.5,4.0
London,unknown,13801.0,4.0,11.0
London,"Italian, Pizza, Fast Food",8214.0,5.0,2.0
Barcelona,"Spanish, European",1550.0,4.0,63.0
Zurich,unknown,1178.0,4.5,3.0
Brussels,"Italian, European, Pizza",2471.0,3.0,98.0
Vienna,Pizza,2493.0,4.5,8.0
Helsinki,"Asian, Thai, Vegetarian Friendly, Vegan Options",479.0,4.0,24.0
Barcelona,"Steakhouse, Greek, Grill",6275.0,4.0,9.0
Paris,Chinese,12700.0,3.0,14.0
Rome,"Italian, Bar, Wine Bar",2576.0,4.0,108.0
Brussels,"Belgian, International, European",895.0,4.0,60.0
Paris,unknown,736.0,5.0,80.0
Dublin,"Irish, Bar, Pub, European, Gastropub",1658.0,3.5,36.0
Edinburgh,"Bar, Pub, British",746.0,4.5,50.0
Lyon,unknown,1602.0,4.0,33.0
Prague,Cafe,2509.0,4.0,4.0
Paris,"Asian, Thai, Vegetarian Friendly",6849.0,3.5,209.0
Paris,French,13986.0,1.0,
Paris,unknown,10280.0,3.5,9.0
Berlin,Spanish,3087.0,4.5,6.0
Lisbon,Steakhouse,3321.0,4.0,21.0
Budapest,"American, Mediterranean, European, Hungarian",2392.0,2.5,9.0
Paris,"Chinese, Asian",5741.0,3.5,262.0
Budapest,"Bar, Pub",258.0,4.5,250.0
Brussels,"French, Belgian, European, Vegetarian Friendly, Gluten Free Options",112.0,4.5,406.0
Krakow,"Polish, European",1066.0,4.0,4.0
Madrid,unknown,1950.0,4.5,29.0
Paris,"Italian, Mediterranean, European, Vegetarian Friendly, Gluten Free Options, Vegan Options",425.0,4.5,347.0
Geneva,"American, Fast Food, Vegetarian Friendly",222.0,3.5,301.0
Munich,"European, German, Austrian, Swiss, Central European",712.0,4.5,37.0
Barcelona,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",117.0,4.5,464.0
Paris,French,4566.0,4.5,19.0
Barcelona,unknown,3247.0,4.5,13.0
Paris,Fast Food,12366.0,3.5,3.0
Lisbon,"Mediterranean, Portuguese",3688.0,1.5,170.0
Warsaw,"International, Mediterranean, Israeli",1667.0,4.0,
Lyon,"French, European",72.0,4.5,208.0
London,"Mediterranean, Turkish",10402.0,4.5,8.0
Barcelona,"Lebanese, Moroccan, Mediterranean",3572.0,4.0,57.0
London,unknown,15431.0,3.0,6.0
Berlin,Grill,2825.0,5.0,3.0
Dublin,"Lebanese, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",687.0,4.0,199.0
Dublin,unknown,1184.0,4.0,6.0
Paris,Italian,3092.0,4.5,38.0
Edinburgh,"French, Cafe, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",686.0,3.5,168.0
Stockholm,"Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options",582.0,4.0,39.0
Warsaw,unknown,2064.0,2.5,2.0
Barcelona,Spanish,2757.0,4.5,21.0
Warsaw,"Asian, Korean",440.0,4.5,18.0
Berlin,unknown,4373.0,4.0,23.0
Lisbon,unknown,2143.0,5.0,2.0
London,unknown,9560.0,5.0,2.0
London,unknown,14533.0,3.5,5.0
Paris,"Moroccan, Mediterranean, Middle Eastern",10228.0,4.0,36.0
Rome,"Mediterranean, Italian, Vegetarian Friendly",757.0,4.0,2149.0
Vienna,unknown,2077.0,4.5,4.0
Lisbon,unknown,1502.0,4.5,16.0
Brussels,"French, Belgian, European, Healthy, Vegetarian Friendly",1452.0,3.5,46.0
Rome,"Chinese, Asian, Fusion, Taiwanese",4891.0,5.0,7.0
London,Spanish,13777.0,3.5,120.0
Ljubljana,Italian,331.0,4.5,8.0
Vienna,unknown,1753.0,5.0,
Budapest,"Italian, Pizza, Mediterranean, European, Hungarian, Vegetarian Friendly, Vegan Options, Gluten Free Options",452.0,4.0,267.0
Krakow,"Italian, European",602.0,4.0,32.0
Rome,"Italian, Pizza",4726.0,4.0,89.0
London,"Mediterranean, Greek, Vegetarian Friendly, Gluten Free Options, Vegan Options",1727.0,4.5,268.0
Amsterdam,unknown,1916.0,4.5,4.0
Amsterdam,"American, Bar, Fast Food, European",912.0,4.0,82.0
Athens,unknown,1134.0,4.0,23.0
Rome,"Italian, American",4738.0,4.5,41.0
Milan,"Italian, Pizza, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",515.0,4.0,839.0
Vienna,Cafe,1841.0,5.0,2.0
Paris,"Italian, European, Vegetarian Friendly",1621.0,4.0,319.0
Madrid,"Steakhouse, Spanish, Argentinean, South American",3823.0,4.0,32.0
Paris,"French, Brew Pub, Pub, Wine Bar, Vegetarian Friendly",9944.0,3.5,77.0
Stockholm,"French, European, Swedish, Scandinavian, Gluten Free Options, Vegetarian Friendly",256.0,4.0,156.0
Munich,"German, Bar, European, Central European, Vegetarian Friendly",597.0,3.5,406.0
London,"Bar, British, Pub, International, Gastropub, Vegetarian Friendly, Gluten Free Options",3525.0,4.0,126.0
Paris,"French, Asian",11459.0,3.5,5.0
Zurich,unknown,1406.0,3.5,5.0
Vienna,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",419.0,4.0,347.0
Paris,unknown,13031.0,2.5,2.0
Munich,unknown,1733.0,4.5,9.0
London,"Italian, Mediterranean, European, Wine Bar, Vegetarian Friendly, Vegan Options, Gluten Free Options",4517.0,5.0,51.0
Copenhagen,"American, Bar, Pub",1261.0,3.5,81.0
Prague,"Czech, Central European, European",3540.0,3.5,49.0
Lisbon,"Mediterranean, Portuguese, Wine Bar, Vegetarian Friendly",53.0,4.5,726.0
London,unknown,8636.0,4.5,4.0
Paris,Italian,10025.0,4.5,20.0
Berlin,Italian,2065.0,4.5,27.0
Lisbon,unknown,2542.0,4.5,5.0
Paris,unknown,1783.0,4.5,50.0
Berlin,unknown,1706.0,5.0,12.0
Paris,"French, Seafood",5884.0,4.0,160.0
Warsaw,"Mexican, Latin, Contemporary, Healthy, Bar, Fast Food, Vegetarian Friendly, Vegan Options",309.0,4.5,58.0
Vienna,"Gastropub, German, Austrian, European, Central European, Vegetarian Friendly, Gluten Free Options",40.0,4.5,413.0
London,Indian,16396.0,1.0,2.0
London,unknown,6321.0,4.5,22.0
Brussels,"Lebanese, Mediterranean",1849.0,4.0,6.0
Krakow,unknown,806.0,4.0,8.0
Lyon,Italian,436.0,4.5,115.0
Barcelona,"Mediterranean, Spanish",1319.0,4.5,181.0
Barcelona,"Mediterranean, Spanish",5049.0,4.0,34.0
Copenhagen,Thai,1566.0,4.0,8.0
Vienna,"Austrian, European, Central European, International, Vegetarian Friendly, Gluten Free Options",239.0,4.0,251.0
Edinburgh,unknown,1214.0,5.0,2.0
London,unknown,9444.0,5.0,
Prague,unknown,3473.0,3.0,4.0
London,unknown,8161.0,5.0,2.0
Madrid,"Fast Food, Pizza, Argentinean, Bar, Pub, Vegetarian Friendly, Vegan Options",854.0,4.5,245.0
London,"Indian, Asian",14388.0,3.5,39.0
Oporto,unknown,1109.0,4.5,5.0
Barcelona,"Mediterranean, Spanish, European",3635.0,3.5,104.0
Rome,"Italian, Vegetarian Friendly",319.0,5.0,148.0
Paris,French,6709.0,5.0,6.0
Oslo,"Sushi, Japanese",408.0,4.5,19.0
Madrid,"American, Spanish, Asian, Fusion, Vegetarian Friendly",5748.0,4.5,13.0
Paris,unknown,12433.0,3.5,3.0
Berlin,unknown,4765.0,4.0,12.0
Oporto,"Italian, Pizza",811.0,5.0,6.0
London,"Bar, Pub, British",13426.0,3.5,17.0
Paris,Indian,8066.0,5.0,
Madrid,"Mediterranean, European, Spanish",1523.0,4.0,129.0
Brussels,unknown,2914.0,2.0,22.0
London,"European, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",454.0,4.0,1441.0
Oslo,unknown,645.0,4.5,3.0
Paris,unknown,12424.0,4.0,8.0
London,"Mediterranean, Turkish, Middle Eastern, Halal",10054.0,4.5,18.0
Berlin,unknown,3519.0,5.0,
Paris,"Italian, European, Mediterranean",2937.0,4.5,53.0
Lyon,unknown,1309.0,5.0,8.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",1044.0,3.5,4738.0
Munich,unknown,1528.0,5.0,
Hamburg,Cafe,2605.0,3.0,13.0
Krakow,"Italian, Polish, Pizza, European",761.0,5.0,
Oporto,unknown,816.0,5.0,8.0
Paris,"French, European, Vegetarian Friendly, Vegan Options",3255.0,3.5,1219.0
Munich,unknown,1138.0,5.0,5.0
Stockholm,"European, Swedish, Scandinavian, Vegetarian Friendly, Vegan Options, Gluten Free Options",33.0,4.5,256.0
Paris,Pizza,8531.0,4.5,14.0
Paris,"French, Wine Bar",2797.0,4.5,36.0
Paris,Asian,6597.0,4.0,22.0
Stockholm,French,1874.0,3.5,26.0
Berlin,unknown,5515.0,4.0,19.0
Prague,unknown,3051.0,4.0,
Barcelona,unknown,1509.0,4.0,149.0
London,Pizza,12303.0,3.5,5.0
Budapest,"Bar, Cafe, Pub, European",901.0,4.5,18.0
Madrid,"Mediterranean, Spanish",8240.0,3.5,66.0
Prague,"Italian, European, Czech",3642.0,4.0,13.0
Munich,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",578.0,4.0,150.0
Barcelona,"African, Ethiopian, Vegetarian Friendly, Vegan Options",2050.0,4.0,211.0
Munich,Fast Food,2049.0,3.5,33.0
Lisbon,"Cafe, European, Portuguese",784.0,4.5,47.0
Rome,Italian,5339.0,4.0,13.0
London,"Italian, Pizza, Mediterranean, Vegetarian Friendly",11046.0,4.0,97.0
Paris,unknown,8013.0,5.0,
Zurich,"Indian, Asian, Vegetarian Friendly, Halal",1569.0,2.5,53.0
London,"Italian, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",2822.0,3.5,405.0
Paris,"Lebanese, Mediterranean, Middle Eastern, Vegan Options, Halal",3479.0,4.5,64.0
Bratislava,Pizza,425.0,4.5,7.0
Berlin,unknown,3334.0,5.0,
Lisbon,"European, Portuguese, Mediterranean, Vegetarian Friendly",851.0,4.5,75.0
Lyon,"French, American",2224.0,4.0,8.0
Lyon,"French, European, Vegetarian Friendly, Vegan Options",643.0,3.5,321.0
Rome,"Italian, American, Brew Pub, Fast Food",4992.0,4.5,10.0
Paris,French,11680.0,3.5,33.0
Hamburg,unknown,2173.0,4.0,8.0
Paris,"French, European, Fusion, Gastropub, Vegetarian Friendly, Vegan Options, Gluten Free Options",1530.0,4.0,744.0
Athens,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options",279.0,4.0,108.0
Barcelona,Italian,7549.0,2.5,14.0
Hamburg,"Cafe, Vegetarian Friendly, Vegan Options, Gluten Free Options",126.0,4.5,64.0
London,unknown,12606.0,4.0,
Paris,"Italian, Vegetarian Friendly",2536.0,4.5,58.0
Oporto,"Italian, Pizza",667.0,4.0,43.0
Lisbon,unknown,1893.0,4.5,3.0
Milan,Italian,1242.0,4.5,63.0
Krakow,"Middle Eastern, Lebanese, Vegetarian Friendly, Halal, Vegan Options",350.0,4.5,69.0
London,"Cafe, Delicatessen, Contemporary, Vegan Options, Gluten Free Options",6359.0,4.0,59.0
Barcelona,"Bar, Pub, Irish",7417.0,3.0,90.0
Madrid,unknown,7014.0,3.5,16.0
Lyon,unknown,894.0,4.0,36.0
Krakow,"Italian, Polish, European, Healthy",822.0,4.5,30.0
London,"Bar, Pub, European, British",8419.0,5.0,13.0
Athens,"International, Greek",630.0,5.0,12.0
Edinburgh,"Cafe, Soups",1325.0,4.5,9.0
London,unknown,5042.0,4.0,42.0
London,"Bar, British, Pub",7105.0,3.5,185.0
Edinburgh,"French, Cafe, European, Gluten Free Options, Vegetarian Friendly",514.0,5.0,71.0
Hamburg,unknown,1200.0,4.0,14.0
Stockholm,unknown,2034.0,3.0,2.0
Dublin,"European, Vegetarian Friendly, Gluten Free Options",169.0,4.5,502.0
Milan,unknown,6265.0,1.0,
Madrid,unknown,7653.0,3.0,8.0
Milan,Italian,154.0,4.0,825.0
London,"Lebanese, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",4695.0,3.5,242.0
Edinburgh,"French, European, Cafe",1381.0,3.5,99.0
Lyon,unknown,2544.0,2.5,15.0
Milan,unknown,4622.0,4.0,2.0
Paris,French,7033.0,4.5,8.0
Copenhagen,"European, Scandinavian, Danish, Brew Pub",804.0,3.5,208.0
Barcelona,Pizza,6635.0,3.5,19.0
Helsinki,"Asian, Vietnamese, Soups",256.0,4.5,21.0
Copenhagen,"American, Cafe, International, Vegetarian Friendly, Gluten Free Options",642.0,4.0,200.0
Berlin,French,4371.0,4.5,6.0
Warsaw,"International, Asian, Fusion",2004.0,3.5,37.0
Paris,Middle Eastern,9844.0,3.5,52.0
Paris,"French, European",5190.0,3.5,77.0
Lisbon,"Seafood, Mediterranean, European, Portuguese",243.0,4.0,1812.0
Paris,European,9018.0,4.5,2.0
Lisbon,"Seafood, Mediterranean, European, Portuguese, Soups",534.0,4.0,265.0
Edinburgh,"Fast Food, British, Scottish",807.0,4.0,239.0
Lyon,French,2527.0,3.5,7.0
Amsterdam,Italian,2765.0,4.0,
Oslo,unknown,741.0,3.5,10.0
London,Seafood,12723.0,4.0,
Milan,"Latin, Seafood, Mediterranean, European, Spanish, Vegetarian Friendly",1947.0,3.5,490.0
Warsaw,unknown,1897.0,3.0,13.0
Brussels,unknown,856.0,4.0,18.0
Paris,French,8725.0,4.0,5.0
Copenhagen,unknown,1061.0,3.5,18.0
Madrid,"European, Spanish, Mediterranean, Vegetarian Friendly",2075.0,4.0,144.0
Milan,"Italian, Fast Food",2337.0,4.5,27.0
Krakow,"Chinese, Fast Food",1130.0,3.5,9.0
Madrid,Fusion,2625.0,3.5,92.0
Barcelona,"Spanish, Mediterranean",7151.0,3.0,26.0
Warsaw,unknown,874.0,4.5,5.0
Brussels,"Belgian, Fast Food, European",188.0,4.0,366.0
Rome,"Italian, Pizza, Halal",5089.0,4.5,20.0
Berlin,unknown,5507.0,3.0,26.0
Prague,"Italian, European",2330.0,3.5,23.0
Prague,"Mexican, Latin, Vegetarian Friendly",1291.0,4.0,59.0
Berlin,"Cafe, Soups",3849.0,4.5,8.0
London,"Bar, British, Contemporary, Gluten Free Options",5200.0,4.0,80.0
Hamburg,unknown,2560.0,3.5,10.0
Lisbon,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",1037.0,4.0,98.0
Prague,Japanese,3508.0,4.0,2.0
