Restaurant_id,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,URL_TA,ID_TA
id_1611,Rome,"Italian,  Pizza,  Seafood,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options",1612,4.0,$$ - $$$,621.0,/Restaurant_Review-g187791-d803842-Reviews-La_Locomotiva-Rome_Lazio.html,d803842
id_914,Brussels,"European,  Italian,  Pizza",915,4.0,$,40.0,/Restaurant_Review-g188644-d2477240-Reviews-Traiteur_Picnic-Brussels.html,d2477240
id_1272,Barcelona,"Mediterranean,  European,  Spanish,  Vegetarian Friendly,  Gluten Free Options,  Vegan Options",1273,4.0,$$$$,554.0,/Restaurant_Review-g187497-d1080720-Reviews-Restaurante_Arola-Barcelona_Catalonia.html,d1080720
id_9572,Paris,French,9574,4.0,,6.0,/Restaurant_Review-g187147-d4293803-Reviews-La_Table_Ronde-Paris_Ile_de_France.html,d4293803
id_538,Stockholm,"American,  Steakhouse,  Bar,  Barbecue",539,4.0,$$ - $$$,82.0,/Restaurant_Review-g189852-d780673-Reviews-Saddle_Sabre-Stockholm.html,d780673
id_2255,Hamburg,Other,2259,3.5,,9.0,/Restaurant_Review-g187331-d4727188-Reviews-Restaurante_O_Pescador-Hamburg.html,d4727188
id_1201,Vienna,Russian,1202,4.0,,20.0,/Restaurant_Review-g190454-d1103441-Reviews-Abend_Restaurant_Feuervogel-Vienna.html,d1103441
id_3891,Milan,Italian,3893,3.5,,6.0,/Restaurant_Review-g187849-d1901926-Reviews-Il_Giardino-Milan_Lombardy.html,d1901926
id_13199,London,"Italian,  Pizza",13209,3.0,$$ - $$$,11.0,/Restaurant_Review-g186338-d718909-Reviews-Eco-London_England.html,d718909
id_332,Rome,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",333,4.5,$$ - $$$,153.0,/Restaurant_Review-g187791-d12423010-Reviews-Rione_13-Rome_Lazio.html,d12423010
id_3896,Barcelona,"American,  Latin,  Venezuelan",3897,4.0,$$ - $$$,13.0,/Restaurant_Review-g187497-d13162505-Reviews-Mandoca-Barcelona_Catalonia.html,d13162505
id_530,Paris,"French,  European,  Vegetarian Friendly",531,4.5,$$ - $$$,256.0,/Restaurant_Review-g187147-d5872756-Reviews-Chez_Monsieur-Paris_Ile_de_France.html,d5872756
id_438,Oporto,"Cafe,  Portuguese,  European",439,4.5,$,51.0,/Restaurant_Review-g189180-d3537392-Reviews-Pao_Quente_Muralhas_Do_Olival_Porto-Porto_Porto_District_Northern_Portugal.html,d3537392
id_1033,London,"Mediterranean,  European,  Turkish,  Middle Eastern,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1035,4.5,$$ - $$$,193.0,/Restaurant_Review-g186338-d8599829-Reviews-Oklava-London_England.html,d8599829
id_956,Helsinki,Spanish,957,3.5,$$ - $$$,8.0,/Restaurant_Review-g189934-d12310002-Reviews-Bar_Primero-Helsinki_Uusimaa.html,d12310002
id_1268,Lyon,French,1269,4.0,$,37.0,/Restaurant_Review-g187265-d4585716-Reviews-Saumon_et_Cie-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4585716
id_14403,London,Turkish,14414,4.0,,4.0,/Restaurant_Review-g186338-d10760580-Reviews-Antep_Durum-London_England.html,d10760580
id_1698,Berlin,Vegetarian Friendly,1700,4.0,$$ - $$$,19.0,/Restaurant_Review-g187323-d11888740-Reviews-Shiva-Berlin.html,d11888740
id_283,Ljubljana,Cafe,284,4.0,$$ - $$$,11.0,/Restaurant_Review-g274873-d8841562-Reviews-Moderna_Speciality_Cafe-Ljubljana_Upper_Carniola_Region.html,d8841562
id_460,Munich,"Italian,  Mediterranean,  European",464,4.5,$$ - $$$,47.0,/Restaurant_Review-g187309-d1039687-Reviews-San_Marino-Munich_Upper_Bavaria_Bavaria.html,d1039687
id_1257,Madrid,"Chinese,  Asian",1259,4.0,$$ - $$$,121.0,/Restaurant_Review-g187514-d2096546-Reviews-Asia_Te-Madrid.html,d2096546
id_3243,Milan,Pizza,3245,4.0,,16.0,/Restaurant_Review-g187849-d7734583-Reviews-Gioby_Pizzeria-Milan_Lombardy.html,d7734583
id_1168,Lisbon,"Seafood,  Mediterranean,  European,  Portuguese",1169,4.0,$$ - $$$,67.0,/Restaurant_Review-g189158-d6883153-Reviews-Restaurante_Sem_Palavras-Lisbon_Lisbon_District_Central_Portugal.html,d6883153
id_5916,London,Other,5925,4.0,,56.0,/Restaurant_Review-g186338-d6672773-Reviews-Hill_Szrok-London_England.html,d6672773
id_3302,Paris,"American,  Vegetarian Friendly",3303,4.0,$$ - $$$,245.0,/Restaurant_Review-g187147-d6949479-Reviews-Rachel_s_Pont_aux_Choux-Paris_Ile_de_France.html,d6949479
id_377,Warsaw,"Sushi,  Asian,  Thai,  Vegetarian Friendly",378,4.0,$$ - $$$,98.0,/Restaurant_Review-g274856-d4211999-Reviews-Silk_and_Spicy-Warsaw_Mazovia_Province_Central_Poland.html,d4211999
id_1712,Budapest,Other,1713,4.0,,6.0,/Restaurant_Review-g274887-d4556019-Reviews-Pegenini-Budapest_Central_Hungary.html,d4556019
id_2185,Amsterdam,Other,2190,5.0,,,/Restaurant_Review-g188590-d12049003-Reviews-A_Piece_Of_Finland-Amsterdam_North_Holland_Province.html,d12049003
id_1686,Rome,"Mexican,  Latin,  Vegetarian Friendly,  Vegan Options",1687,4.5,$,38.0,/Restaurant_Review-g187791-d12538734-Reviews-Tepic_The_Taco_Kitchen-Rome_Lazio.html,d12538734
id_1754,Rome,"Italian,  Pizza,  Vegetarian Friendly,  Vegan Options",1755,4.0,$$ - $$$,382.0,/Restaurant_Review-g187791-d4930739-Reviews-Magnifica-Rome_Lazio.html,d4930739
id_702,Oporto,"African,  European,  Contemporary,  Portuguese",703,4.5,$$ - $$$,17.0,/Restaurant_Review-g189180-d10678700-Reviews-Restaurante_Sei_La-Porto_Porto_District_Northern_Portugal.html,d10678700
id_1533,Paris,French,1534,4.5,$$ - $$$,105.0,/Restaurant_Review-g187147-d4697825-Reviews-Lou_tiap-Paris_Ile_de_France.html,d4697825
id_684,Prague,"Bar,  International,  Pub",685,4.0,$$ - $$$,75.0,/Restaurant_Review-g274707-d944247-Reviews-Bar_Amadeus-Prague_Bohemia.html,d944247
id_2111,Paris,"Mediterranean,  Greek,  Vegetarian Friendly,  Vegan Options",2112,4.0,$$ - $$$,121.0,/Restaurant_Review-g187147-d695083-Reviews-Apollon-Paris_Ile_de_France.html,d695083
id_2171,Lyon,Steakhouse,2172,3.0,$,52.0,/Restaurant_Review-g661468-d4098079-Reviews-Courte_Paille-Ecully_Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4098079
id_206,Vienna,"Japanese,  International,  Asian,  Fusion,  Vegetarian Friendly,  Vegan Options",207,4.5,$$ - $$$,55.0,/Restaurant_Review-g190454-d10395526-Reviews-DiningRuhm-Vienna.html,d10395526
id_7701,Paris,"Japanese,  Sushi,  Asian",7702,3.5,$$ - $$$,51.0,/Restaurant_Review-g187147-d789885-Reviews-Zenyama-Paris_Ile_de_France.html,d789885
id_540,Bratislava,Other,541,3.5,,3.0,/Restaurant_Review-g274924-d4770088-Reviews-Viktoria_cafe_bageteria_palacinkaren-Bratislava_Bratislava_Region.html,d4770088
id_1228,Madrid,"Mediterranean,  Spanish,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1230,4.0,$$ - $$$,78.0,/Restaurant_Review-g187514-d10331391-Reviews-El_Kiosko_Ferraz-Madrid.html,d10331391
id_3244,London,"Belgian,  Bar,  European,  Pub",3251,4.0,$$ - $$$,123.0,/Restaurant_Review-g186338-d1774775-Reviews-The_Dovetail-London_England.html,d1774775
id_3998,Rome,"Italian,  Pizza,  Mediterranean",3999,4.0,$$ - $$$,137.0,/Restaurant_Review-g187791-d2323613-Reviews-Ristorante_Petrucci-Rome_Lazio.html,d2323613
id_1208,Vienna,"Vietnamese,  Street Food",1209,4.5,$$ - $$$,8.0,/Restaurant_Review-g190454-d12995806-Reviews-Ivy_s_Pho_Grill-Vienna.html,d12995806
id_1925,Berlin,"Italian,  Pizza,  European,  Contemporary",1927,4.0,$,42.0,/Restaurant_Review-g187323-d4748988-Reviews-Zia_Maria-Berlin.html,d4748988
id_12014,Paris,"Seafood,  Healthy",12016,3.5,,16.0,/Restaurant_Review-g187147-d3735127-Reviews-Fish_and_Food_Cafe-Paris_Ile_de_France.html,d3735127
id_1608,Athens,"Pizza,  Italian",1610,4.0,,9.0,/Restaurant_Review-g189400-d4591733-Reviews-Briciole_pizzabar-Athens_Attica.html,d4591733
id_45,Vienna,"Austrian,  Vegetarian Friendly,  Gluten Free Options",46,4.5,$$ - $$$,2490.0,/Restaurant_Review-g190454-d813285-Reviews-Purstner-Vienna.html,d813285
id_2041,Madrid,"Mediterranean,  Spanish,  Vegetarian Friendly",2043,3.5,$$ - $$$,172.0,/Restaurant_Review-g187514-d6868018-Reviews-El_Pescador-Madrid.html,d6868018
id_6690,Barcelona,"Spanish,  Seafood,  Mediterranean,  European",6691,3.0,$$ - $$$,37.0,/Restaurant_Review-g187497-d3242259-Reviews-Restaurant_Man_Go-Barcelona_Catalonia.html,d3242259
id_480,Warsaw,Italian,481,4.5,$$ - $$$,31.0,/Restaurant_Review-g274856-d6698437-Reviews-Papryczka-Warsaw_Mazovia_Province_Central_Poland.html,d6698437
id_1313,Zurich,Other,1318,4.0,,6.0,/Restaurant_Review-g188113-d8736586-Reviews-Cafe_Uetli-Zurich.html,d8736586
id_1010,Berlin,"Asian,  Thai,  Vietnamese,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1012,3.5,$$ - $$$,440.0,/Restaurant_Review-g187323-d1507237-Reviews-Coa_Asian_Food_Drinks-Berlin.html,d1507237
id_1334,Hamburg,"Bar,  Pub",1336,5.0,$,,/Restaurant_Review-g187331-d12384552-Reviews-Club_20457-Hamburg.html,d12384552
id_7657,Barcelona,Spanish,7659,2.0,$,32.0,/Restaurant_Review-g187497-d3179035-Reviews-Cerveceria_Berlin-Barcelona_Catalonia.html,d3179035
id_73,Edinburgh,"Indian,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",74,4.5,$$ - $$$,1806.0,/Restaurant_Review-g186525-d1545969-Reviews-Mother_India_s_Cafe-Edinburgh_Scotland.html,d1545969
id_3625,Barcelona,"Mediterranean,  European,  Spanish,  Gluten Free Options",3626,3.5,$$ - $$$,258.0,/Restaurant_Review-g187497-d1385082-Reviews-Trobador_Ferran-Barcelona_Catalonia.html,d1385082
id_1630,Lisbon,"Italian,  Vegetarian Friendly",1631,4.5,$$ - $$$,9.0,/Restaurant_Review-g189158-d12081682-Reviews-La_Mensa-Lisbon_Lisbon_District_Central_Portugal.html,d12081682
id_299,Amsterdam,"Chinese,  Asian,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",300,4.0,$$ - $$$,1103.0,/Restaurant_Review-g188590-d779071-Reviews-New_King-Amsterdam_North_Holland_Province.html,d779071
id_1069,Dublin,"Japanese,  Sushi,  Asian,  Vegetarian Friendly",1072,4.5,$$ - $$$,17.0,/Restaurant_Review-g186605-d5536153-Reviews-Sakura_Sushi-Dublin_County_Dublin.html,d5536153
id_400,Madrid,"Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",401,4.0,$$ - $$$,774.0,/Restaurant_Review-g187514-d8415205-Reviews-El_Perro_y_la_Galleta-Madrid.html,d8415205
id_2465,Madrid,Other,2467,4.5,,39.0,/Restaurant_Review-g187514-d1965515-Reviews-Casa_Piluca-Madrid.html,d1965515
id_459,Milan,"Italian,  Seafood,  Mediterranean,  European,  Contemporary,  Vegetarian Friendly",460,4.0,$$$$,484.0,/Restaurant_Review-g187849-d1231908-Reviews-Il_Liberty-Milan_Lombardy.html,d1231908
id_14074,London,American,14084,3.5,,15.0,/Restaurant_Review-g186338-d5122063-Reviews-The_Honest_Sausage-London_England.html,d5122063
id_3221,Milan,"Pizza,  Seafood",3223,3.5,$$ - $$$,87.0,/Restaurant_Review-g187849-d2320137-Reviews-Il_Trespolo-Milan_Lombardy.html,d2320137
id_4693,London,"American,  Bar,  British,  Mexican",4701,4.0,$$ - $$$,185.0,/Restaurant_Review-g186338-d1906552-Reviews-Big_Chill_House-London_England.html,d1906552
id_981,Helsinki,American,982,3.5,$,12.0,/Restaurant_Review-g189934-d2484423-Reviews-Subway_Jatkasaari-Helsinki_Uusimaa.html,d2484423
id_4452,Rome,"Italian,  Bar,  Cafe,  Mediterranean,  European,  Pub,  Wine Bar,  Vegetarian Friendly",4453,4.0,$$ - $$$,171.0,/Restaurant_Review-g187791-d7995957-Reviews-VINO_e_FOCACCIA-Rome_Lazio.html,d7995957
id_322,Milan,"Italian,  Seafood,  Mediterranean,  Vegetarian Friendly,  Gluten Free Options",323,4.0,$$ - $$$,590.0,/Restaurant_Review-g187849-d781928-Reviews-La_Taverna_dei_Golosi-Milan_Lombardy.html,d781928
id_4481,Milan,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly",4484,3.0,$$ - $$$,1063.0,/Restaurant_Review-g187849-d2204143-Reviews-Fratelli_La_Bufala_San_Babila_Milano-Milan_Lombardy.html,d2204143
id_7992,Madrid,Other,7999,3.0,,9.0,/Restaurant_Review-g187514-d10430050-Reviews-Riveira_II-Madrid.html,d10430050
id_8811,London,"American,  Bar",8820,3.5,$$ - $$$,31.0,/Restaurant_Review-g186338-d4268309-Reviews-Off_Broadway-London_England.html,d4268309
id_8227,Madrid,Other,8234,3.0,,2.0,/Restaurant_Review-g187514-d5869951-Reviews-Cerveceria_Bar_Pocitos-Madrid.html,d5869951
id_8834,London,Ethiopian,8843,4.5,$,6.0,/Restaurant_Review-g186338-d7730921-Reviews-Zara_Cafe-London_England.html,d7730921
id_402,Rome,"Italian,  Pizza,  Mediterranean,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",403,4.0,$$ - $$$,1133.0,/Restaurant_Review-g187791-d1488977-Reviews-Il_Corallo-Rome_Lazio.html,d1488977
id_5781,Barcelona,Other,5782,4.0,,,/Restaurant_Review-g187497-d10724032-Reviews-Bar_Casa_Ernesto-Barcelona_Catalonia.html,d10724032
id_1414,Milan,"Pizza,  Vegetarian Friendly",1416,4.0,$,252.0,/Restaurant_Review-g187849-d3773630-Reviews-Piccola_Ischia-Milan_Lombardy.html,d3773630
id_1583,Prague,"European,  Czech",1586,4.0,$$ - $$$,14.0,/Restaurant_Review-g274707-d4769401-Reviews-Florentina_Boat_Hotel_Restaurace-Prague_Bohemia.html,d4769401
id_4549,Rome,Other,4550,4.5,,5.0,/Restaurant_Review-g187791-d12997561-Reviews-Hosteria_Scalella-Rome_Lazio.html,d12997561
id_6811,Paris,"Moroccan,  Mediterranean,  Vegetarian Friendly",6812,4.0,$$$$,34.0,/Restaurant_Review-g187147-d12170386-Reviews-Restaurant_L_Oriental-Paris_Ile_de_France.html,d12170386
id_4294,Paris,"French,  European",4295,4.0,$$ - $$$,69.0,/Restaurant_Review-g187147-d798936-Reviews-Le_Relais_Charbon-Paris_Ile_de_France.html,d798936
id_191,Oslo,"Bar,  European,  Pub,  Vegetarian Friendly",192,4.0,$$ - $$$,53.0,/Restaurant_Review-g190479-d3385038-Reviews-Eufemia_Bar-Oslo_Eastern_Norway.html,d3385038
id_1905,Barcelona,"Mediterranean,  Spanish,  European,  Gluten Free Options",1906,4.0,$$ - $$$,250.0,/Restaurant_Review-g187497-d8602690-Reviews-Osties_Pedrin-Barcelona_Catalonia.html,d8602690
id_4092,Rome,"Italian,  Mediterranean",4093,4.0,$$ - $$$,35.0,/Restaurant_Review-g187791-d8092415-Reviews-Trattoria_Gliamici-Rome_Lazio.html,d8092415
id_1857,Budapest,Other,1858,4.0,,2.0,/Restaurant_Review-g274887-d12359266-Reviews-Club_88-Budapest_Central_Hungary.html,d12359266
id_5177,Milan,"Mediterranean,  Egyptian",5180,4.0,$,18.0,/Restaurant_Review-g187849-d3266560-Reviews-Le_Due_Specialita-Milan_Lombardy.html,d3266560
id_7986,London,"Cafe,  British",7995,4.0,$,24.0,/Restaurant_Review-g186338-d1874776-Reviews-Trafalgar_Cafe-London_England.html,d1874776
id_12449,London,Other,12459,4.0,,,/Restaurant_Review-g186338-d12114896-Reviews-Subway-London_England.html,d12114896
id_7510,Barcelona,Spanish,7511,2.5,$$ - $$$,13.0,/Restaurant_Review-g187497-d4133931-Reviews-Malasombra-Barcelona_Catalonia.html,d4133931
id_111,Ljubljana,"Chinese,  Asian,  Vegetarian Friendly",112,4.5,$,30.0,/Restaurant_Review-g274873-d5965027-Reviews-Zhong_Hua_Restaurant-Ljubljana_Upper_Carniola_Region.html,d5965027
id_908,Barcelona,"Mediterranean,  European,  Spanish,  Vegetarian Friendly",909,4.5,$$ - $$$,51.0,/Restaurant_Review-g187497-d11923374-Reviews-BocaBoca_Tapas_Cocktails-Barcelona_Catalonia.html,d11923374
id_7665,London,"Italian,  Pizza,  Vegetarian Friendly",7674,3.5,$$ - $$$,200.0,/Restaurant_Review-g186338-d1992130-Reviews-La_Porchetta-London_England.html,d1992130
id_2866,Barcelona,"Chinese,  Asian,  Vegetarian Friendly",2867,4.5,$,35.0,/Restaurant_Review-g187497-d5865146-Reviews-Restaurante_Macao-Barcelona_Catalonia.html,d5865146
id_6149,Barcelona,Other,6150,3.5,,34.0,/Restaurant_Review-g187497-d1417391-Reviews-Picus-Barcelona_Catalonia.html,d1417391
id_986,Madrid,"Italian,  Mediterranean,  European,  Vegetarian Friendly",987,4.0,$$ - $$$,274.0,/Restaurant_Review-g187514-d775579-Reviews-Luna_Rossa-Madrid.html,d775579
id_1536,Brussels,Asian,1537,4.0,$,20.0,/Restaurant_Review-g188644-d7336387-Reviews-Asia_Grill-Brussels.html,d7336387
id_2473,Rome,Pizza,2474,4.5,$,102.0,/Restaurant_Review-g187791-d7707930-Reviews-Convivium-Rome_Lazio.html,d7707930
id_1989,Munich,Other,2005,4.0,,15.0,/Restaurant_Review-g187309-d1820729-Reviews-La_Villetta-Munich_Upper_Bavaria_Bavaria.html,d1820729
id_6607,Barcelona,"Bar,  Spanish,  Pub",6608,3.5,$$ - $$$,19.0,/Restaurant_Review-g187497-d3319308-Reviews-Bloomsday_bar-Barcelona_Catalonia.html,d3319308
id_5109,Barcelona,Other,5110,3.0,,6.0,/Restaurant_Review-g187497-d997803-Reviews-Paradis_Barcelona-Barcelona_Catalonia.html,d997803
id_1254,Geneva,Italian,1260,3.0,,6.0,/Restaurant_Review-g188057-d2625256-Reviews-Olio_Design-Geneva.html,d2625256
id_1741,Hamburg,Other,1744,3.0,,12.0,/Restaurant_Review-g187331-d959162-Reviews-Madeira-Hamburg.html,d959162
id_29,Ljubljana,"Cafe,  European,  Central European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",30,4.5,$$ - $$$,87.0,/Restaurant_Review-g274873-d12089348-Reviews-Ek_Bistro-Ljubljana_Upper_Carniola_Region.html,d12089348
id_451,Lisbon,"European,  Portuguese",452,5.0,$,78.0,/Restaurant_Review-g189158-d8591395-Reviews-Ola_Lisboa-Lisbon_Lisbon_District_Central_Portugal.html,d8591395
id_1842,Paris,"French,  European",1843,4.5,$$ - $$$,132.0,/Restaurant_Review-g187147-d9746677-Reviews-Le_Boeuf_Maillot-Paris_Ile_de_France.html,d9746677
id_245,Stockholm,"British,  European,  Cafe,  Vegetarian Friendly,  Vegan Options",246,4.0,$$ - $$$,92.0,/Restaurant_Review-g189852-d8774485-Reviews-STHLM_Brunch_Club-Stockholm.html,d8774485
id_2778,Madrid,Other,2780,4.5,,7.0,/Restaurant_Review-g187514-d12548187-Reviews-Que_trabaje_Rita-Madrid.html,d12548187
id_152,Luxembourg,"Japanese,  Sushi,  Asian",153,4.0,$$ - $$$,80.0,/Restaurant_Review-g190356-d743790-Reviews-Am_Clubhaus_op_der_Spora-Luxembourg_City.html,d743790
id_1651,Copenhagen,Other,1654,3.5,,3.0,/Restaurant_Review-g806262-d11749991-Reviews-Mit_Lille_Kokken-Frederiksberg_Copenhagen_Zealand.html,d11749991
id_2224,Paris,"French,  Wine Bar",2225,4.5,$$ - $$$,140.0,/Restaurant_Review-g187147-d782237-Reviews-Le_porte_pot-Paris_Ile_de_France.html,d782237
id_5560,Paris,"Mediterranean,  Middle Eastern,  Moroccan",5561,4.0,$$ - $$$,76.0,/Restaurant_Review-g187147-d2494164-Reviews-Au_Clair_de_Lune-Paris_Ile_de_France.html,d2494164
id_8464,Paris,Other,8466,4.0,,7.0,/Restaurant_Review-g187147-d12113037-Reviews-Germaine-Paris_Ile_de_France.html,d12113037
id_459,Budapest,"Fast Food,  Vegetarian Friendly,  Vegan Options",460,4.5,$,77.0,/Restaurant_Review-g274887-d8362340-Reviews-Budapest_Bagel-Budapest_Central_Hungary.html,d8362340
id_4090,Berlin,Italian,4092,4.0,$$ - $$$,20.0,/Restaurant_Review-g187323-d2046169-Reviews-Ristorante_Enoteca_Carpe_Diem-Berlin.html,d2046169
id_1346,London,"American,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1348,4.5,$,156.0,/Restaurant_Review-g186338-d8125299-Reviews-Waffle_Jack_s_American_Diner-London_England.html,d8125299
id_9877,Paris,"Japanese,  Sushi",9879,3.5,$$ - $$$,47.0,/Restaurant_Review-g187147-d6530816-Reviews-Leader_Sushi-Paris_Ile_de_France.html,d6530816
id_9010,Paris,Other,9012,3.5,,17.0,/Restaurant_Review-g187147-d12321528-Reviews-French_Home-Paris_Ile_de_France.html,d12321528
id_729,Lyon,"Japanese,  Sushi",730,4.5,$$ - $$$,50.0,/Restaurant_Review-g187265-d4956063-Reviews-Confluence_Sushi-Lyon_Rhone_Auvergne_Rhone_Alpes.html,d4956063
id_773,Paris,"French,  European",774,4.0,$$ - $$$,1024.0,/Restaurant_Review-g187147-d3547447-Reviews-L_Escargot_Montorgueil-Paris_Ile_de_France.html,d3547447
id_7686,Madrid,Mexican,7693,4.0,$,4.0,/Restaurant_Review-g187514-d4054080-Reviews-Fat_Boy_tacos_y_burritos-Madrid.html,d4054080
id_3631,Milan,Other,3633,4.5,,3.0,/Restaurant_Review-g187849-d8339764-Reviews-Bar_Gold-Milan_Lombardy.html,d8339764
id_12364,London,Other,12374,4.0,,,/Restaurant_Review-g186338-d5442851-Reviews-Queen_s_Crescent_Grill-London_England.html,d5442851
id_5908,Berlin,Italian,5910,3.5,$$ - $$$,3.0,/Restaurant_Review-g187323-d9456227-Reviews-Eiscafe_Promenade-Berlin.html,d9456227
id_317,Paris,"French,  European,  Vegetarian Friendly",318,4.5,$$ - $$$,523.0,/Restaurant_Review-g187147-d780485-Reviews-Le_Jardin_d_en_Face-Paris_Ile_de_France.html,d780485
id_1374,Copenhagen,"European,  Danish,  Scandinavian",1376,3.5,$$ - $$$,66.0,/Restaurant_Review-g189541-d6618276-Reviews-Plaza_Grill-Copenhagen_Zealand.html,d6618276
id_213,Helsinki,"Soups,  International",214,4.5,$,100.0,/Restaurant_Review-g189934-d784491-Reviews-Soppakeittio_Tapaste_oy-Helsinki_Uusimaa.html,d784491
id_2259,Vienna,Other,2261,4.5,,3.0,/Restaurant_Review-g190454-d7097810-Reviews-Eiscafe_Renzo-Vienna.html,d7097810
id_1403,Geneva,Other,1411,1.0,,,/Restaurant_Review-g188057-d7996902-Reviews-Lidia-Geneva.html,d7996902
id_2783,Rome,"Italian,  Pizza,  International,  Vegetarian Friendly",2784,4.0,$,161.0,/Restaurant_Review-g187791-d3567816-Reviews-Il_Gianfornaio-Rome_Lazio.html,d3567816
id_1815,Berlin,"Italian,  Pizza,  Mediterranean,  European,  Vegetarian Friendly,  Vegan Options,  Gluten Free Options",1817,3.5,$$ - $$$,1067.0,/Restaurant_Review-g187323-d1119896-Reviews-Vapiano-Berlin.html,d1119896
id_3479,Berlin,Other,3481,5.0,,,/Restaurant_Review-g187323-d1354477-Reviews-Restaurant_Zum_Torhaus-Berlin.html,d1354477
id_1619,Madrid,"Italian,  Pizza",1621,4.5,$$ - $$$,107.0,/Restaurant_Review-g187514-d3218566-Reviews-Pizza_Pazza-Madrid.html,d3218566
id_6207,Madrid,Spanish,6210,3.5,$$ - $$$,9.0,/Restaurant_Review-g187514-d1519258-Reviews-Baby_Grill-Madrid.html,d1519258
id_257,Copenhagen,"Italian,  European,  Contemporary,  Danish,  Vegetarian Friendly",258,4.5,$$ - $$$,92.0,/Restaurant_Review-g189541-d10292470-Reviews-Bistro_Avenue-Copenhagen_Zealand.html,d10292470
id_3669,Lisbon,Other,3674,2.5,,9.0,/Restaurant_Review-g189158-d8381040-Reviews-Buzina-Lisbon_Lisbon_District_Central_Portugal.html,d8381040
id_216,Copenhagen,"Bar,  Cafe,  European,  Vegetarian Friendly,  Vegan Options",217,4.5,$$ - $$$,125.0,/Restaurant_Review-g189541-d8121703-Reviews-Stempel_Bar_Kitchen-Copenhagen_Zealand.html,d8121703
id_3995,Paris,"Lebanese,  Mediterranean,  Vegetarian Friendly",3996,4.5,$,26.0,/Restaurant_Review-g187147-d10840545-Reviews-Bro_Falafel_Bar-Paris_Ile_de_France.html,d10840545
id_7028,Barcelona,"Moroccan,  Middle Eastern,  African,  Halal",7029,3.0,$$ - $$$,125.0,/Restaurant_Review-g187497-d3535931-Reviews-La_Mamounia_Bcn-Barcelona_Catalonia.html,d3535931
id_6874,Barcelona,Other,6875,3.0,,,/Restaurant_Review-g187497-d11958460-Reviews-Bar_Conquero-Barcelona_Catalonia.html,d11958460
id_5013,Paris,"Asian,  Vietnamese,  Vegetarian Friendly",5014,4.0,$$$$,116.0,/Restaurant_Review-g187147-d719923-Reviews-Tan_Dinh-Paris_Ile_de_France.html,d719923
id_3695,Barcelona,"Mediterranean,  European,  Spanish",3696,3.5,$$ - $$$,127.0,/Restaurant_Review-g187497-d2179945-Reviews-Boria-Barcelona_Catalonia.html,d2179945
id_2469,Brussels,Other,2470,4.0,,7.0,/Restaurant_Review-g188644-d8073030-Reviews-Le_Dolores-Brussels.html,d8073030
id_6092,Barcelona,"Peruvian,  South American",6093,3.5,$,32.0,/Restaurant_Review-g187497-d8580982-Reviews-LA_BRASA_ROJA-Barcelona_Catalonia.html,d8580982
id_12287,Paris,Other,12289,3.0,,8.0,/Restaurant_Review-g187147-d11666969-Reviews-Institut_De_Bonte-Paris_Ile_de_France.html,d11666969
id_2928,Paris,Vegetarian Friendly,2929,4.5,$$ - $$$,51.0,/Restaurant_Review-g187147-d7990468-Reviews-Nous_Paradis-Paris_Ile_de_France.html,d7990468
id_2042,Stockholm,Pub,2045,3.5,,2.0,/Restaurant_Review-g189852-d5936523-Reviews-Pub_Diset-Stockholm.html,d5936523
id_5139,Berlin,"International,  Contemporary,  Healthy",5141,4.0,$,,/Restaurant_Review-g187323-d12098434-Reviews-Dampf_Zucker-Berlin.html,d12098434
id_1381,Brussels,Other,1376,5.0,,4.0,/Restaurant_Review-g188644-d10814311-Reviews-Ty_Penty-Brussels.html,d10814311
id_156,Budapest,"Irish,  Bar,  European,  Pub,  Vegetarian Friendly",157,4.0,$$ - $$$,438.0,/Restaurant_Review-g274887-d1648922-Reviews-Jack_Doyle_s_Irish_Pub_Restaurant_Budapest-Budapest_Central_Hungary.html,d1648922
id_7999,Paris,Italian,8000,5.0,$$ - $$$,,/Restaurant_Review-g187147-d10079338-Reviews-Le_Spritzer_Bar_a_vins-Paris_Ile_de_France.html,d10079338
id_8559,London,"Bar,  British,  Vegetarian Friendly,  Gluten Free Options",8568,3.5,$$ - $$$,329.0,/Restaurant_Review-g186338-d733353-Reviews-Sway_Bar_Kitchen-London_England.html,d733353
id_12824,London,"Chinese,  Vegetarian Friendly",12834,3.5,,7.0,/Restaurant_Review-g186338-d720652-Reviews-Tai_Buffet-London_England.html,d720652
