Column1,"Class 
Number","Gen
Ed",Class,Description,"Credit
Hours",Days,"Begin 
Time","End 
Time",Room,Instructor,"Instruction 
Mode","Start 
Date","End 
Date"
,44964.0,CS,REL 160-A001,Rel Exp of Forgive & Justice,3,0,15,17,13,99,2.0,43696.0,43814.0
SOCIOLOGY,,,,,,,,,,,,,
,44693.0,6,SOC 101-A001,102,3,0,5,24,71,106,2.0,43696.0,43814.0
,44694.0,6,SOC 101-A002,102,3,0,19,23,71,106,2.0,43696.0,43814.0
,44695.0,6,SOC 101-A003,102,3,0,15,17,71,106,2.0,43696.0,43814.0
,44696.0,6,SOC 101-A004,102,3,2,5,24,71,106,2.0,43696.0,43814.0
,44697.0,6,SOC 101-A0Z1,102,3,1,1,1,1,106,1.0,43696.0,43814.0
,44698.0,6,SOC 101-A0Z2,102,3,1,1,1,1,Lovitt,1.0,43696.0,43814.0
,44699.0,6,SOC 235-A001,Inequality in Society,3,2,15,17,71,106,2.0,43696.0,43814.0
SPANISH LANGUAGE AND LITERATURE,,,,,,,,,,,,,
,44596.0,9,SPA 101-A001,103,4,0,3,20,54,7,2.0,43696.0,43814.0
,44977.0,9,SPA 101-A002,103,4,2,19,22,54,7,2.0,43696.0,43814.0
,44597.0,9,SPA 101-A0Z1,103,4,1,1,1,1,7,1.0,43696.0,43814.0
STATISTICS,,,,,,,,,,,,,
,44402.0,10,STA 220-A001,104,3,0,5,24,62,107,2.0,43696.0,43814.0
,44403.0,10,STA 220-A002,104,3,0,19,23,62,107,2.0,43696.0,43814.0
,44404.0,10,STA 220-A003,104,3,2,5,24,62,107,2.0,43696.0,43814.0
,44405.0,10,STA 220-A0E1,104,3,6,9,34,62,107,2.0,43696.0,43814.0
,44807.0,10,STA 220-A0Z1,104,3,1,1,1,1,107,1.0,43696.0,43814.0
SURGICAL TECHNOLOGY,,,,,,,,,,,,,
,44406.0,,SUR 100-A001,Surg Tech Fund/Theory,12,12,34,4,74,108,2.0,43696.0,43814.0
,45098.0,,SUR 101-A0B1,Surgical Technology Fund Lab,1,13,34,10,75,108,2.0,43696.0,43751.0
,45099.0,,SUR 103-A0B1,Surgical Tech Supplement Lab,1,13,7,3,75,108,2.0,43696.0,43751.0
,45113.0,,SUR 125-A0BC,Surgical Tech Skills Pract I,3-Feb,13,6:15 AM,20,4,108,2.0,43759.0,43814.0
,44407.0,,SUR 130-A001,Prin Surgical Pharmacology,2,12,19,10,74,108,2.0,43696.0,43814.0
SOCIAL WORK,,,,,,,,,,,,,
,44955.0,6,SWK 275-A0Z1,The Family,3,1,1,1,1,82,1.0,43696.0,43814.0
THEATRE,,,,,,,,,,,,,
,44777.0,,TA 195-A001,Special Projects Theatre Arts,0,4,1,1,4,11,2.0,43696.0,43814.0
,44598.0,0,THA 101-A001,Intro to Theatre,3,2,15,17,76,109,2.0,43696.0,43814.0
,45006.0,,THA 126-A001,Acting I: Fundamentals/Acting,3,2,14,21,76,109,2.0,43696.0,43814.0
,45013.0,,THA 192-A001,Production Practicum,1,4,1,1,4,109,2.0,43696.0,43814.0
,44776.0,,THA 193-A001,Performance Practicum,1,4,1,1,4,109,2.0,43696.0,43814.0
,45007.0,,THA 226-A001,Acting II/Scene Study(Realism),3,1,1,1,4,11,2.0,43696.0,43814.0
,46359.0,,THA 260-A001,Stagecraft,3,0,10,20,HUMH0112,11,2.0,43696.0,43814.0
VETERINARY TECHNOLOGY,,,,,,,,,,,,,
,44468.0,,VET 110-A001,Intro to Veterinary Tech,5,0,24,22,77,13,2.0,43696.0,43814.0
,44469.0,,VET 210-A001,Pharmacology,3,2,10,20,77,13,2.0,43696.0,43814.0
,44466.0,,VET 220-A001,Parasitology and Clinical Lab,5,10,16,31,DT23,15,2.0,43696.0,43814.0
,44467.0,,VET 230-A001,Veterinary Lab Procedures II,5,2,16,8,77,15,2.0,43696.0,43814.0
WELDING,,,,,,,,,,,,,
,44500.0,,20,105,2,10,0,8:40 AM,58,110,2.0,43696.0,43814.0
,44501.0,,21,106,3,10,8:50 AM,36,78,110,2.0,43696.0,43814.0
,60365.0,,20,105,2,0,0.729166667,0.763888889,58,111,2.0,43696.0,43814.0
,60366.0,,21,106,3,0,0.770833333,0.895833333,78,111,2.0,43696.0,43814.0
,60362.0,,22,107,2,2,0.729166667,0.763888889,79,112,2.0,43696.0,43814.0
,60364.0,,23,Shielded Metal Arc Weld Fillet Lab,3,2,0.770833333,0.895833333,80,112,2.0,43696.0,43814.0
,44502.0,,22,107,2,10,11:50 AM,33,58,110,2.0,43696.0,43814.0
,44503.0,,23,Shield Metal ArcWld Fillet Lab,3,10,12:40 PM,41,78,110,2.0,43696.0,43814.0
,44507.0,,WLD 123-A001,Shield Metal Arc Wld GrooveLab,3,2,21,18,81,112,2.0,43696.0,43814.0
,44496.0,,WLD 130-A001,Gas Tungsten Arc Welding,2,0,35,31,79,113,2.0,43696.0,43814.0
,44512.0,,WLD 131-A001,Gas Tngstn Arc Weld Fillet Lab,3,0,36,9,81,112,2.0,43696.0,43814.0
,44495.0,,WLD 133-A001,Gas Tungsten Arc Wld GrooveLab,3,0,15,11,81,113,2.0,43696.0,43814.0
,44504.0,,WLD 140-A001,Gas Metal Arc Welding,2,2,10:20 AM,4,58,110,2.0,43696.0,43814.0
,44505.0,,WLD 141-A001,Gas Metal Arc Weld Fillet Lab,3,2,2,3,78,110,2.0,43696.0,43814.0
,44510.0,,WLD 143-A001,Gas Metal Arc Wlding GrooveLab,3,0,21,18,81,112,2.0,43696.0,43814.0
,44744.0,,WLD 151-A001,108,2,2,2,44,70,114,2.0,43696.0,43814.0
,44745.0,,WLD 151-A0L1,108,2,4,1,1,4,114,2.0,43696.0,43814.0
,44514.0,,WLD 151-A086,108,2,0,7,18,HCA100,12,2.0,43696.0,43814.0
,44519.0,,WLD 151-A0L2,108,2,0,12:00 AM,12:00 AM,HC102,12,2.0,43696.0,43814.0
,45004.0,,WLD 152-A0E1,109,5,0,4,7:45 PM,80,12,2.0,43696.0,43814.0
,45005.0,,WLD 152-A0EL,109,5,1,1,1,4,12,2.0,43696.0,43814.0
,44491.0,,WLD 170-A001,Blueprint Reading for Welding,2,10,9:50 AM,9,79,113,2.0,43696.0,43814.0
,44490.0,,WLD 171-A001,Blueprint Reading/Welding Lab,3,10,7:45 AM,19,80,113,2.0,43696.0,43814.0
,44493.0,,WLD 220-A001,Welding Certification,2,2,35,31,79,113,2.0,43696.0,43814.0
,44494.0,,WLD 221-A001,Welding Certification Lab,3,2,15,11,80,113,2.0,43696.0,43814.0
,45100.0,,WLD 225-A0B1,ShieldMetalArcWldOpenGrooveLab,3,14,36,42,81,115,2.0,43696.0,43751.0
,44962.0,,WLD 227-A001,Shield Metal ArcWld Pipe Lab A,3,14,10:35 AM,10,81,115,2.0,43696.0,43814.0
,45114.0,,WLD 229-A0B2,Shield Metal ArcWld Pipe Lab B,3,14,36,42,81,115,2.0,43759.0,43814.0
,44492.0,,WLD 298-A001,Welding Practicum,2,2,16,9,80,113,2.0,43696.0,43814.0
