datetime,pips_candle_0_30,pips_candle_max_0_30,pips_candle_min_0_30,pips_candle_0_60,pips_candle_max_0_60,pips_candle_min_0_60,pips_candle_0_120,pips_candle_max_0_120,pips_candle_min_0_120,pips_candle_0_180,pips_candle_max_0_180,pips_candle_min_0_180,pips_candle_0_240,pips_candle_max_0_240,pips_candle_min_0_240
2/15/2007 9:00,10,25,-10,4,25,-10,-5,25,-15,-9,25,-17,-10,25,-17
3/15/2007 9:00,6,17,-9,2,17,-9,15,20,-9,24,26,-9,5,29,-9
4/16/2007 9:00,-7,13,-9,-2,13,-10,0,13,-10,0,13,-10,-1,13,-10
5/15/2007 9:00,-6,12,-6,-2,12,-7,48,53,-7,54,60,-7,53,60,-7
6/15/2007 9:00,13,22,-4,-3,22,-7,27,27,-7,26,37,-7,40,41,-7
7/17/2007 9:00,-4,5,-4,3,8,-4,7,9,-4,4,9,-4,5,9,-4
8/15/2007 9:00,11,17,-4,16,38,-4,9,44,-4,17,44,-4,5,44,-4
9/18/2007 9:00,-14,4,-18,-19,4,-23,-22,4,-27,-23,4,-32,-17,4,-32
10/16/2007 9:00,-16,9,-25,-12,9,-25,-30,9,-35,-23,9,-35,-31,9,-35
11/16/2007 9:00,14,25,-8,9,25,-8,-17,25,-31,2,25,-31,13,25,-31
12/17/2007 9:00,-12,6,-22,-29,6,-32,-21,6,-32,-29,6,-38,-15,6,-45
1/16/2008 9:00,15,25,-5,17,44,-5,-108,44,-114,-150,44,-197,-135,44,-197
2/15/2008 9:00,2,7,-10,4,7,-14,5,27,-14,-9,27,-19,-14,27,-19
3/17/2008 9:00,-31,11,-43,-43,11,-74,2,11,-74,4,30,-74,-5,30,-74
4/15/2008 9:00,-7,19,-24,-10,19,-24,1,19,-24,-1,19,-24,-7,19,-24
5/15/2008 9:00,2,12,-29,-19,12,-29,-29,12,-48,-16,12,-48,-75,12,-83
6/16/2008 9:00,12,22,-20,-4,22,-20,-38,22,-43,-29,22,-44,-11,22,-44
7/16/2008 9:00,-29,7,-31,-26,7,-36,-82,7,-86,-57,7,-86,-71,7,-86
8/15/2008 9:00,-15,14,-30,-64,14,-65,-56,14,-68,-50,14,-82,-66,14,-82
9/16/2008 9:00,-46,17,-54,-39,17,-56,-113,17,-117,-83,17,-126,-82,17,-126
10/16/2008 9:00,-14,12,-28,-50,12,-56,-93,12,-111,-81,12,-112,-99,12,-112
11/18/2008 9:00,7,24,-2,32,42,-2,24,42,-7,65,72,-7,50,76,-7
12/15/2008 9:00,6,25,-4,29,48,-4,114,144,-4,103,144,-4,99,144,-4
1/16/2009 9:00,1,27,-19,-35,27,-42,-64,27,-105,-77,27,-105,-80,27,-105
2/17/2009 9:00,-5,2,-29,-2,16,-29,-35,32,-35,-39,32,-45,-22,32,-46
3/16/2009 9:00,-13,4,-26,-27,4,-37,-47,4,-73,-59,4,-75,-35,4,-82
4/15/2009 9:00,-19,6,-27,1,11,-30,0,21,-30,3,21,-30,53,61,-30
5/15/2009 9:00,14,22,-14,45,49,-14,41,63,-14,-14,63,-27,-14,63,-27
6/15/2009 9:00,-6,4,-16,-31,4,-39,-41,4,-52,-93,4,-99,-98,4,-114
7/16/2009 9:00,-18,11,-26,-8,11,-26,-25,11,-44,-25,11,-44,-24,11,-44
8/17/2009 9:00,-9,5,-14,-11,5,-20,-9,5,-35,7,11,-35,2,11,-35
9/16/2009 9:00,-13,13,-16,-33,13,-45,-5,13,-50,3,13,-50,7,36,-50
10/16/2009 9:00,-8,4,-19,5,22,-19,-2,22,-19,10,34,-19,15,34,-19
11/17/2009 9:00,-14,5,-20,-19,5,-27,-48,5,-63,-58,5,-81,-42,5,-81
12/15/2009 9:00,11,19,-10,0,19,-10,9,26,-10,-37,26,-43,-27,26,-45
1/19/2010 9:00,10,11,-12,15,32,-12,6,32,-12,-12,32,-25,17,32,-25
2/16/2010 9:00,-14,8,-22,-10,8,-23,34,49,-23,75,87,-23,87,108,-23
3/15/2010 8:58,-9,4,-17,-13,4,-18,-31,4,-35,-64,4,-69,-60,4,-76
4/15/2010 9:00,5,11,-20,3,11,-20,12,23,-20,-14,32,-20,16,32,-20
5/17/2010 9:00,18,36,-22,8,54,-22,-26,54,-29,-61,54,-65,-40,54,-79
6/15/2010 9:00,10,21,-17,6,21,-17,24,31,-21,43,50,-21,46,60,-21
7/16/2010 9:00,-3,13,-15,-10,13,-18,-19,13,-49,-53,13,-58,-55,13,-58
8/16/2010 9:00,-25,27,-27,-25,27,-36,-2,27,-36,-7,27,-36,-7,27,-36
9/16/2010 9:00,15,19,-15,-10,19,-24,26,41,-24,1,41,-24,-1,41,-24
10/18/2010 9:00,11,14,-14,27,39,-14,44,52,-14,55,55,-14,66,68,-14
11/16/2010 9:00,-10,6,-24,-25,6,-33,-56,6,-70,-91,6,-111,-122,6,-149
12/15/2010 9:00,-5,14,-23,18,23,-23,-13,25,-23,-35,25,-36,-65,25,-86
1/18/2011 9:00,24,35,-6,57,78,-6,6,78,-6,14,78,-6,-25,78,-27
2/15/2011 9:00,-18,3,-26,-16,3,-26,-20,3,-43,-40,3,-43,-15,3,-50
3/15/2011 9:00,9,17,-11,31,44,-11,75,75,-11,76,76,-11,94,96,-11
4/15/2011 9:00,-3,15,-7,3,15,-23,4,19,-23,28,42,-23,27,42,-23
5/16/2011 9:00,28,41,-9,54,57,-9,98,100,-9,80,106,-9,61,106,-9
6/15/2011 9:00,9,13,-17,19,19,-17,7,24,-17,-62,24,-75,-78,24,-101
7/18/2011 9:00,3,10,-22,-4,20,-22,-50,20,-56,-34,20,-56,-12,20,-56
8/15/2011 9:00,22,26,-14,55,57,-14,62,91,-14,68,91,-14,51,91,-14
9/16/2011 9:00,28,36,-6,50,57,-6,7,64,-14,4,64,-14,19,64,-14
10/18/2011 9:00,-14,12,-16,-55,12,-59,-32,12,-62,3,12,-62,24,31,-62
11/16/2011 9:00,7,13,-9,29,36,-9,50,58,-9,26,60,-9,42,60,-9
12/15/2011 9:00,8,14,-4,-9,14,-16,-34,14,-50,-20,14,-50,-25,14,-50
1/18/2012 8:56,19,22,-2,32,38,-2,11,38,-2,14,38,-2,47,59,-2
2/15/2012 8:54,16,20,-6,10,20,-6,-17,20,-27,-4,20,-32,-36,20,-36
3/15/2012 9:00,0,5,-3,-12,5,-14,14,26,-14,13,27,-14,34,36,-14
4/16/2012 8:56,-2,3,-6,0,17,-6,18,24,-20,22,39,-20,31,39,-20
5/15/2012 9:00,-8,14,-26,-3,14,-26,-22,14,-26,-29,14,-44,-28,14,-44
6/15/2012 8:56,8,13,-8,10,16,-8,27,34,-8,33,43,-8,35,43,-8
7/17/2012 8:55,-3,3,-6,-10,3,-11,-74,3,-94,-59,3,-94,-34,3,-94
8/15/2012 9:00,0,7,-8,1,10,-8,0,10,-18,5,10,-18,1,10,-18
9/18/2012 8:38,8,16,-1,-16,16,-21,5,16,-21,-5,16,-21,-13,16,-21
10/16/2012 9:00,-2,2,-8,9,11,-10,-27,11,-34,-16,11,-34,-5,11,-34
11/16/2012 9:00,-1,7,-3,-9,7,-12,-35,7,-50,-26,7,-50,-18,7,-50
12/17/2012 9:00,-4,6,-7,16,16,-7,4,22,-7,12,22,-7,-1,22,-7
1/16/2013 9:00,20,20,-15,4,20,-15,24,37,-15,32,39,-15,11,39,-15
2/15/2013 9:00,4,7,-7,-7,9,-9,-3,23,-9,9,23,-9,1,23,-9
3/15/2013 9:00,-13,6,-17,-32,6,-38,-39,6,-42,-30,6,-49,-37,6,-49
4/15/2013 9:00,9,18,-1,5,18,-1,4,18,-6,-1,18,-6,-10,18,-13
5/15/2013 9:00,-20,6,-20,-10,7,-22,-18,7,-28,-21,7,-31,-18,7,-32
6/14/2013 9:00,-1,9,-4,13,18,-4,28,33,-4,17,38,-4,8,38,-4
7/16/2013 9:00,-6,8,-27,2,8,-27,15,16,-27,21,33,-27,21,34,-27
8/15/2013 9:00,-1,14,-4,-6,14,-13,19,20,-27,30,38,-27,28,38,-27
9/17/2013 9:00,-2,5,-5,-6,5,-12,-9,5,-20,-1,5,-20,-2,5,-20
10/22/2013 9:00,5,6,-8,24,27,-8,42,54,-8,46,54,-8,57,58,-8
11/18/2013 9:00,10,13,-3,18,23,-3,7,23,-3,1,23,-3,-10,23,-21
12/16/2013 9:00,-8,3,-11,-13,3,-22,-19,11,-22,-17,11,-22,-27,11,-31
1/16/2014 9:00,-7,7,-12,-14,7,-17,-42,7,-45,-42,7,-45,-49,7,-59
2/18/2014 9:00,15,25,-3,13,25,-3,5,25,-3,12,25,-3,9,25,-3
3/18/2014 9:00,-2,5,-11,-1,5,-11,-14,5,-25,8,9,-25,6,11,-25
4/15/2014 9:00,-2,0,-7,-3,2,-11,18,27,-11,0,27,-11,13,27,-11
5/15/2014 9:00,10,12,-6,10,12,-6,53,56,-6,49,69,-6,44,69,-6
6/16/2014 9:00,-5,4,-7,2,5,-8,12,13,-8,18,20,-8,11,20,-8
7/16/2014 9:00,7,8,-2,3,8,-2,8,13,-2,3,13,-2,1,13,-2
8/15/2014 9:00,-11,3,-13,-6,3,-15,-17,13,-22,-8,13,-22,-13,13,-22
9/16/2014 16:00,-1,1,-3,-1,1,-5,-3,6,-5,-10,6,-11,-2,6,-11
10/16/2014 16:00,2,6,-3,6,8,-3,1,8,-4,5,8,-10,1,12,-10
11/18/2014 16:00,1,2,-1,0,2,-3,-4,2,-6,-4,2,-6,-13,2,-17
12/15/2014 16:00,0,2,-1,1,4,-1,11,11,-1,5,12,-1,7,13,-1
1/16/2015 16:00,-7,5,-7,-1,11,-11,-1,11,-11,-1,11,-11,-1,11,-11
2/18/2015 16:00,9,11,-2,3,11,-2,8,11,-2,6,11,-2,9,11,-2
3/16/2015 16:00,-4,10,-4,-2,10,-6,-2,10,-6,1,10,-6,3,10,-6
4/15/2015 16:00,11,12,-1,9,14,-1,5,14,-1,2,14,-1,2,14,-1
5/15/2015 16:00,-3,3,-6,1,3,-6,1,3,-6,1,3,-6,1,3,-6
6/15/2015 16:00,0,3,-4,0,3,-4,-2,3,-7,-7,3,-8,-8,3,-9
7/16/2015 16:00,4,5,-1,-2,5,-2,0,5,-2,4,7,-2,8,10,-2
8/17/2015 16:00,0,5,-1,0,5,-3,1,5,-3,-2,5,-3,-2,5,-4
9/16/2015 16:00,-3,1,-5,2,6,-5,1,6,-5,5,6,-5,4,7,-5
10/16/2015 16:00,-2,3,-8,-9,3,-9,-9,3,-9,-9,3,-9,-9,3,-9
11/17/2015 16:00,4,5,-1,0,5,-1,4,5,-2,1,5,-4,-2,5,-4
12/15/2015 16:00,8,9,-5,3,9,-5,7,9,-5,9,13,-5,9,13,-5
1/19/2016 16:00,7,8,0,-2,8,-3,5,8,-5,2,8,-5,12,15,-5
2/16/2016 16:00,-3,1,-6,1,3,-6,-6,3,-6,1,4,-6,-12,4,-23
3/15/2016 16:00,4,6,-2,2,6,-2,-2,6,-3,0,6,-3,0,6,-3
4/15/2016 16:00,3,4,-1,1,5,-1,1,5,-1,1,5,-1,1,5,-1
5/16/2016 16:00,1,1,-1,0,3,-3,-4,3,-4,-5,3,-5,-4,3,-6
6/15/2016 16:00,1,3,-8,-2,3,-8,1,7,-8,2,7,-8,0,7,-8
7/18/2016 16:00,3,3,-1,3,4,-1,2,6,-1,2,7,-1,-4,7,-6
8/15/2016 16:00,-2,1,-3,-2,1,-4,-1,1,-4,1,2,-4,-3,2,-5
9/16/2016 16:00,-5,0,-8,-8,0,-8,-8,0,-8,-8,0,-8,-8,0,-8
10/18/2016 16:00,0,2,-2,2,2,-2,-1,2,-2,0,2,-3,-4,2,-5
11/16/2016 16:00,5,6,-2,9,9,-2,18,21,-2,24,30,-2,21,30,-2
12/15/2016 16:00,-2,5,-3,0,6,-3,7,7,-3,4,9,-3,11,17,-7
1/18/2017 16:00,2,4,-3,-6,4,-6,-2,4,-9,-7,4,-11,-9,4,-13
2/15/2017 16:00,0,4,-2,-3,4,-5,-11,4,-12,0,4,-12,18,20,-12
3/15/2017 16:00,-1,11,-23,5,11,-23,7,11,-23,1,11,-23,8,11,-23
4/17/2017 16:00,5,5,-1,2,5,-1,5,12,-3,1,12,-3,3,12,-3
5/15/2017 16:00,1,2,-1,-1,2,-1,1,3,-3,5,7,-3,4,7,-3
6/15/2017 16:00,2,6,-2,1,6,-2,3,6,-2,2,7,-2,5,7,-2
7/18/2017 16:00,-2,2,-3,-2,2,-3,-2,2,-3,-6,2,-6,-8,2,-8
8/15/2017 16:00,-3,2,-3,-4,2,-5,-3,2,-5,-1,2,-9,2,5,-9
9/18/2017 16:00,3,3,-3,0,6,-3,-1,6,-3,3,6,-3,7,8,-3
10/17/2017 16:00,0,1,-1,-1,1,-1,-1,2,-2,1,2,-3,4,5,-3
11/15/2017 16:00,-2,2,-3,-1,2,-3,-22,2,-24,-9,2,-24,-11,2,-24
12/15/2017 16:00,-1,0,-3,-7,0,-7,-7,0,-7,-7,0,-7,-7,0,-7
1/17/2018 16:00,0,10,-1,-22,10,-30,-42,10,-42,-27,10,-42,-17,10,-42
2/15/2018 16:00,-4,5,-5,6,9,-5,0,9,-5,3,9,-5,5,9,-5
3/15/2018 16:00,-1,2,-2,2,3,-2,3,5,-2,4,6,-2,4,6,-2
4/16/2018 16:00,3,5,-3,1,6,-3,3,6,-3,3,6,-3,6,7,-3
5/15/2018 16:00,-2,3,-3,-6,3,-7,-6,3,-7,-26,3,-27,-24,3,-27
6/15/2018 16:00,-1,2,-2,-3,2,-4,-3,2,-4,-3,2,-4,-3,2,-4
7/17/2018 16:00,-1,1,-2,-3,1,-4,-6,1,-7,-6,1,-7,-11,1,-16
8/15/2018 16:00,1,5,-4,-3,5,-4,-2,5,-4,-3,5,-4,-6,5,-9
9/18/2018 16:00,4,5,-1,-2,7,-2,4,7,-3,12,15,-3,11,15,-3
10/16/2018 16:00,-4,2,-5,-6,2,-8,-7,2,-8,-5,2,-8,-3,2,-8
1/17/2007 9:15,17,17,-4,21,32,-4,35,42,-4,30,42,-4,33,42,-4
2/15/2007 9:15,-15,8,-16,-11,8,-18,-27,8,-34,-26,8,-34,-34,8,-41
3/16/2007 9:15,12,18,-5,5,18,-5,3,18,-5,-9,18,-15,-6,18,-15
4/17/2007 9:15,-5,7,-7,-1,7,-8,-12,7,-15,-10,7,-19,-21,7,-27
5/16/2007 9:15,3,7,-3,-1,7,-5,-33,7,-38,-66,7,-69,-60,7,-69
6/15/2007 9:15,-15,3,-16,-14,3,-26,14,15,-26,9,18,-26,20,22,-26
7/17/2007 9:15,3,9,-3,5,9,-3,9,10,-3,6,10,-3,4,10,-3
8/15/2007 9:15,-12,3,-16,10,24,-16,2,30,-16,11,30,-16,-8,30,-16
9/14/2007 9:15,4,5,-11,-15,11,-21,-19,11,-26,-21,11,-30,-17,11,-30
10/16/2007 9:15,-13,6,-17,-8,6,-17,-18,6,-27,-21,6,-27,-23,6,-27
11/16/2007 9:15,-2,14,-8,-11,14,-17,-23,14,-42,0,14,-42,0,14,-42
12/14/2007 9:15,-18,14,-21,-30,14,-33,-43,14,-53,-47,14,-65,-30,14,-65
1/16/2008 9:15,23,25,-5,2,35,-5,-195,35,-206,-153,35,-206,-142,35,-206
2/15/2008 9:15,-8,5,-15,19,26,-15,4,26,-15,-11,26,-20,-19,26,-22
3/17/2008 9:15,-11,43,-40,23,43,-40,31,43,-40,41,64,-40,23,64,-40
4/16/2008 9:15,-5,6,-12,6,18,-12,18,27,-12,9,39,-12,20,39,-12
5/15/2008 9:15,-15,9,-22,-31,9,-39,-25,9,-51,-32,9,-51,-80,9,-91
6/17/2008 9:15,2,8,-14,-5,8,-14,-4,17,-14,14,25,-14,13,27,-14
7/16/2008 9:15,2,9,-24,-6,9,-24,-59,9,-74,-48,9,-74,-57,9,-74
8/15/2008 9:15,-21,5,-33,-47,5,-58,-66,5,-70,-33,5,-72,-60,5,-72
9/15/2008 9:15,17,19,-39,24,26,-39,14,43,-39,1,43,-39,10,43,-39
10/16/2008 9:15,-16,7,-31,-75,7,-76,-93,7,-96,-49,7,-97,-73,7,-97
11/17/2008 9:15,-16,11,-32,-5,12,-32,28,42,-32,70,74,-32,51,76,-32
12/15/2008 9:15,18,27,-18,55,58,-18,91,130,-18,85,130,-18,87,130,-18
1/16/2009 9:15,-10,23,-31,-65,23,-77,-47,23,-94,-54,23,-94,-50,23,-94
2/18/2009 9:15,-32,3,-50,-58,3,-67,-84,3,-90,-36,3,-90,-29,3,-90
3/16/2009 9:15,-19,6,-23,-42,6,-47,-34,6,-64,-44,6,-73,-40,6,-73
4/15/2009 9:15,4,9,-25,4,18,-25,13,26,-25,20,26,-25,45,66,-25
5/15/2009 9:15,9,26,-22,12,38,-22,27,52,-22,-13,52,-38,-34,52,-38
6/16/2009 9:15,-16,17,-28,-32,17,-34,20,26,-37,8,27,-37,-46,27,-55
7/15/2009 9:15,19,24,-4,3,24,-8,23,33,-8,21,41,-8,20,41,-8
8/14/2009 9:15,-15,5,-21,-42,5,-47,-35,5,-57,-65,5,-72,-67,5,-73
9/16/2009 9:15,-36,11,-38,-14,11,-38,10,14,-43,26,36,-43,25,43,-43
10/16/2009 9:15,0,10,-13,4,28,-13,22,40,-13,12,40,-13,18,40,-13
11/17/2009 9:15,-1,15,-14,-11,16,-26,-35,16,-50,-30,16,-68,-36,16,-68
12/15/2009 9:15,1,7,-19,-9,7,-19,-27,14,-32,-41,14,-55,-39,14,-57
1/15/2010 9:15,3,13,-10,-17,13,-26,-11,13,-30,-8,13,-30,-6,13,-30
2/17/2010 9:15,6,13,-9,-11,13,-15,-56,13,-68,-77,13,-103,-87,13,-103
3/15/2010 9:15,3,7,-9,-9,10,-16,-44,10,-46,-53,10,-67,-43,10,-67
4/15/2010 9:15,4,10,-18,13,19,-18,20,34,-18,-5,34,-18,14,34,-18
5/14/2010 9:15,-30,24,-44,-35,24,-66,-96,24,-125,-122,24,-130,-75,24,-130
6/16/2010 9:15,14,15,-12,29,33,-12,30,35,-12,28,45,-12,9,45,-12
7/15/2010 9:15,2,8,-14,-1,22,-19,35,41,-19,11,46,-19,23,46,-19
8/17/2010 9:15,-4,19,-9,-21,19,-24,4,19,-51,-7,19,-51,2,19,-51
9/15/2010 9:15,-13,18,-24,-6,18,-24,17,40,-24,10,40,-24,4,40,-24
10/18/2010 9:15,14,17,-14,31,40,-14,32,47,-14,51,59,-14,65,68,-14
11/16/2010 9:15,12,23,-6,-4,23,-21,-64,23,-67,-89,23,-97,-122,23,-131
12/15/2010 9:15,24,30,-8,27,30,-8,-13,32,-15,-45,32,-45,-64,32,-79
1/14/2011 9:15,4,14,-6,32,50,-11,7,50,-11,-8,50,-39,-12,50,-39
2/16/2011 9:15,4,14,-8,10,15,-8,36,46,-8,99,113,-8,74,113,-8
3/17/2011 9:15,-4,9,-18,-23,9,-25,2,9,-26,24,28,-26,22,36,-26
4/15/2011 9:15,-25,2,-36,2,6,-36,-4,11,-36,23,29,-36,12,29,-36
5/17/2011 9:15,16,28,-13,19,36,-13,13,57,-13,18,57,-13,47,57,-13
6/15/2011 9:15,9,10,-14,10,20,-14,-17,20,-17,-63,20,-79,-100,20,-105
7/15/2011 9:15,-6,15,-9,2,15,-24,23,26,-27,41,65,-27,33,65,-27
8/16/2011 9:15,-20,1,-20,-3,1,-22,-2,7,-22,44,61,-22,-13,61,-23
9/15/2011 9:15,-56,12,-65,-48,12,-65,-66,12,-93,-52,12,-93,-39,12,-93
10/17/2011 9:15,17,31,-7,-5,31,-24,-13,31,-33,-12,31,-33,-6,31,-33
11/16/2011 9:15,12,20,-13,11,34,-13,38,56,-13,17,56,-13,39,56,-13
12/15/2011 9:15,-15,8,-21,-26,8,-36,-37,8,-56,-19,8,-56,-39,8,-56
1/18/2012 9:15,10,14,-11,6,26,-11,6,26,-11,14,26,-11,31,47,-11
2/15/2012 9:15,-13,9,-15,-31,9,-32,-37,9,-43,-21,9,-43,-36,9,-48
3/16/2012 9:15,32,35,-2,61,62,-2,67,73,-2,55,73,-2,63,73,-2
4/17/2012 9:15,-8,7,-13,-13,7,-28,12,25,-28,-13,25,-28,-8,25,-28
5/16/2012 9:15,-13,14,-20,5,17,-20,-13,17,-39,-6,17,-39,-9,17,-39
6/15/2012 9:15,13,14,-7,20,23,-7,32,32,-7,27,41,-7,42,51,-7
7/17/2012 9:15,-6,5,-7,-46,5,-55,-60,5,-92,-46,5,-92,-31,5,-92
8/15/2012 9:15,11,15,-3,-11,15,-13,9,15,-13,4,15,-13,4,15,-13
9/14/2012 9:15,28,29,-8,58,63,-8,42,63,-8,31,63,-8,4,63,-8
10/16/2012 9:15,5,6,-6,-7,15,-8,-16,15,-30,-9,15,-30,2,15,-30
11/16/2012 9:15,0,8,-6,-42,8,-45,-34,8,-49,-25,8,-49,-17,8,-49
12/14/2012 9:15,-7,7,-10,5,7,-10,39,43,-10,70,70,-10,72,80,-10
1/16/2013 9:15,14,25,-10,24,26,-10,37,42,-10,34,44,-10,15,44,-10
2/15/2013 9:15,0,10,-6,2,11,-8,3,24,-8,5,24,-8,3,24,-8
3/15/2013 9:12,-13,10,-13,-24,10,-29,-24,10,-38,-29,10,-38,-27,10,-38
4/16/2013 9:15,-2,8,-7,11,15,-10,4,28,-10,56,61,-10,58,70,-10
5/15/2013 9:15,-16,3,-25,-14,4,-25,-21,4,-31,-29,4,-35,-25,4,-35
6/14/2013 9:15,2,9,-3,19,28,-3,24,34,-3,7,39,-3,13,39,-3
7/16/2013 9:15,13,19,-9,11,23,-9,27,38,-9,33,51,-9,37,52,-9
8/15/2013 9:15,-8,6,-12,-27,6,-35,16,18,-35,26,30,-35,94,95,-35
9/16/2013 9:15,-6,3,-8,-12,3,-15,-23,3,-27,-31,3,-33,-38,3,-41
10/28/2013 9:15,-11,1,-14,-3,3,-14,-6,6,-14,-5,6,-14,2,6,-14
11/15/2013 9:15,0,9,-11,-13,9,-16,-14,9,-26,-18,9,-26,-14,9,-26
12/16/2013 9:15,-2,10,-13,5,10,-13,-5,20,-13,-9,20,-13,-9,20,-22
1/17/2014 9:15,8,9,-1,6,17,-1,-4,17,-13,-29,17,-36,-47,17,-48
2/14/2014 9:15,-2,11,-7,-6,11,-12,-8,11,-12,-7,11,-12,2,11,-12
3/17/2014 9:15,22,27,-1,36,43,-1,26,43,-1,24,43,-1,23,43,-1
4/16/2014 9:15,-2,13,-5,-3,13,-6,-8,13,-18,4,13,-18,5,13,-18
5/15/2014 9:15,-2,2,-8,16,17,-8,46,47,-8,37,59,-8,32,59,-8
6/16/2014 9:15,0,9,-2,15,15,-3,17,18,-3,16,25,-3,17,25,-3
7/16/2014 9:15,-3,2,-6,1,2,-7,0,7,-7,-6,7,-7,-11,7,-12
8/15/2014 9:15,2,5,-8,2,6,-8,-6,20,-15,-6,20,-15,-5,20,-15
9/15/2014 9:15,2,6,-10,7,20,-10,15,20,-10,15,20,-10,7,20,-10
10/16/2014 9:15,6,18,-11,-3,18,-16,45,48,-16,71,74,-16,82,92,-16
11/17/2014 9:15,0,22,-8,-17,22,-25,-17,22,-30,-22,22,-31,-26,22,-31
12/15/2014 9:15,-3,3,-7,-9,9,-13,-8,9,-19,27,45,-19,4,45,-19
1/16/2015 9:15,-6,13,-24,-36,13,-40,-62,13,-102,-25,13,-102,-19,13,-102
2/18/2015 9:15,-8,2,-9,-31,2,-35,-18,2,-35,-40,2,-46,-38,2,-46
3/16/2015 9:15,23,29,-4,42,55,-4,16,55,-4,22,55,-4,42,58,-4
4/15/2015 9:15,22,41,-8,-7,41,-10,-44,41,-49,-24,41,-49,21,41,-49
5/15/2015 9:15,-2,9,-12,50,62,-12,79,99,-12,83,103,-12,79,103,-12
6/15/2015 9:15,-4,13,-25,3,13,-25,10,22,-25,23,34,-25,45,52,-25
7/15/2015 9:15,-1,6,-10,-1,6,-14,-3,9,-29,4,9,-29,-17,9,-29
8/14/2015 9:15,-8,4,-18,5,15,-18,-31,15,-37,-30,15,-45,-11,15,-45
9/15/2015 9:15,6,15,-3,13,15,-3,-32,15,-32,-31,15,-41,-27,15,-41
10/16/2015 9:15,24,35,-1,14,35,-1,13,35,-1,13,35,-8,31,35,-8
11/17/2015 9:15,10,11,-6,-3,13,-6,-14,13,-19,-30,13,-33,-22,13,-33
12/16/2015 9:15,-5,8,-8,3,8,-8,12,21,-9,-2,21,-9,6,21,-9
1/15/2016 9:15,-22,8,-22,-3,8,-25,-10,8,-26,16,18,-26,-7,21,-26
2/17/2016 9:15,19,22,-8,7,22,-8,21,25,-8,26,32,-8,32,37,-8
3/16/2016 9:15,-4,8,-9,2,8,-9,-2,8,-9,8,12,-9,11,20,-9
4/15/2016 9:15,3,8,-8,28,31,-8,8,35,-8,21,35,-8,23,35,-8
5/17/2016 9:15,18,19,-6,26,32,-6,17,32,-6,21,32,-6,8,32,-6
6/15/2016 9:15,1,4,-8,16,21,-8,25,27,-8,26,35,-8,23,35,-8
7/15/2016 9:15,-16,14,-24,-10,14,-24,-32,14,-33,-35,14,-40,-32,14,-43
8/16/2016 9:15,7,9,-11,18,26,-11,16,26,-11,22,27,-11,19,27,-11
9/15/2016 9:15,-13,10,-15,-14,10,-23,-6,10,-23,-8,10,-23,-8,10,-23
10/17/2016 9:15,-3,2,-7,-5,2,-9,-5,2,-13,-5,2,-13,-3,2,-13
11/16/2016 9:15,10,17,-1,9,17,-9,-22,17,-36,8,17,-36,-14,17,-36
12/14/2016 9:15,-2,7,-9,3,7,-9,16,18,-9,9,18,-9,4,26,-9
1/18/2017 9:15,9,13,-8,15,18,-8,21,30,-8,6,30,-8,1,30,-8
2/15/2017 9:15,14,16,-8,24,33,-8,40,41,-8,49,65,-8,41,65,-8
3/17/2017 9:15,0,2,-9,11,13,-9,-5,14,-9,5,14,-11,5,14,-11
4/18/2017 9:15,-9,3,-9,-1,3,-9,4,9,-9,6,16,-9,11,19,-9
5/16/2017 9:15,-4,6,-5,1,6,-6,4,15,-6,2,15,-7,10,15,-7
6/15/2017 9:15,-1,3,-7,-10,3,-19,5,7,-19,-9,7,-19,-5,7,-19
7/14/2017 9:15,-15,1,-25,-7,2,-25,-11,2,-25,-7,2,-25,-1,2,-25
8/17/2017 8:47,12,13,-8,22,30,-8,42,57,-8,48,57,-8,56,57,-8
9/15/2017 9:15,-12,3,-17,-17,3,-21,-18,3,-24,-26,3,-29,-50,3,-51
10/17/2017 9:15,-5,3,-6,-11,3,-14,-1,5,-14,5,7,-14,1,7,-14
11/16/2017 9:15,-1,4,-8,-2,6,-8,-7,6,-18,-7,6,-18,-3,6,-18
12/15/2017 9:15,-8,8,-11,-8,8,-17,-19,8,-28,-12,8,-28,-24,8,-28
1/17/2018 9:15,4,8,-4,3,8,-6,19,24,-6,10,24,-6,41,42,-6
2/15/2018 9:15,-6,3,-12,-1,22,-12,-6,22,-13,-8,22,-13,-1,22,-27
3/16/2018 9:15,-16,2,-17,-18,2,-20,-36,2,-39,-13,2,-39,-13,2,-39
4/17/2018 9:15,6,8,-7,-2,8,-10,-8,8,-17,-9,8,-17,7,8,-17
5/16/2018 9:15,12,25,-14,23,37,-14,-2,37,-14,0,37,-14,27,37,-14
6/15/2018 9:15,-15,2,-15,-9,2,-28,-8,3,-28,-21,3,-28,-19,3,-28
7/17/2018 9:15,2,6,-3,3,7,-11,-9,9,-15,-31,9,-38,-41,9,-45
8/15/2018 9:15,-5,7,-6,3,7,-10,21,32,-10,24,32,-10,32,38,-10
9/14/2018 9:15,5,6,-4,-7,8,-9,-4,8,-9,-16,8,-22,-30,8,-39
10/16/2018 9:15,-9,5,-11,-34,5,-35,-38,5,-42,-27,5,-42,-35,5,-42
1/17/2007 13:00,2,6,-3,-1,6,-7,-10,6,-15,-9,6,-15,-5,9,-15
2/15/2007 13:00,4,6,-6,3,9,-6,18,19,-6,13,19,-6,8,19,-6
