Index,Nationality,Age,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,DistributionChannel,var,value
11276,ITA,60,198,136,162,0,Travel Agent/Operator,BookingsCheckedIn,1
11277,ITA,65,198,136,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11278,DEU,69,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11279,ITA,68,198,136,114,0,Travel Agent/Operator,BookingsCheckedIn,1
11280,ITA,19,198,0,0,0,Travel Agent/Operator,BookingsCheckedIn,1
11281,ITA,48,198,136,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11282,ITA,66,198,136,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11283,ITA,58,198,136,138,0,Travel Agent/Operator,BookingsCheckedIn,1
11284,DEU,78,301,126,119.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11285,DEU,84,301,126,116,0,Travel Agent/Operator,BookingsCheckedIn,1
11286,DEU,11,301,126,109.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11287,DEU,82,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11288,DEU,75,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11289,DEU,78,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11290,DEU,66,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11291,DEU,68,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11292,DEU,85,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11293,DEU,84,301,126,110.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11294,DEU,67,301,126,114.29,0,Travel Agent/Operator,BookingsCheckedIn,1
11295,DEU,75,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11296,ITA,59,16,308,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11297,DEU,39,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11298,FRA,46,73,458.1,157,0,Direct,BookingsCheckedIn,1
11299,DEU,78,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11300,DEU,79,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11301,DEU,80,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11302,DEU,84,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11303,DEU,89,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11304,DEU,87,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11305,ROU,64,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11306,DEU,84,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11307,DEU,89,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11308,DEU,82,301,126,153.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11309,DEU,84,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11310,DEU,80,301,126,115.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11311,DEU,83,301,128,57,0,Travel Agent/Operator,BookingsCheckedIn,1
11312,DEU,65,301,126,113,0,Travel Agent/Operator,BookingsCheckedIn,1
11313,DEU,62,301,126,119,0,Travel Agent/Operator,BookingsCheckedIn,1
11314,DEU,66,301,126,131,0,Travel Agent/Operator,BookingsCheckedIn,1
11315,FRA,24,159,1272.5,381,0,Direct,BookingsCheckedIn,1
11316,FRA,49,159,1272.5,249,0,Direct,BookingsCheckedIn,1
11317,FRA,57,159,366,112,0,Direct,BookingsCheckedIn,1
11318,ROU,80,301,128,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11319,DEU,82,301,128,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11320,BIH,2,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11321,PRT,31,0,103,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11322,AUS,76,132,338.4,164.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11323,DEU,52,301,128,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11324,DEU,75,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11325,DEU,81,301,128,59,0,Travel Agent/Operator,BookingsCheckedIn,1
11326,DEU,70,301,126,114,0,Travel Agent/Operator,BookingsCheckedIn,1
11327,DEU,84,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11328,DEU,88,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11329,DEU,77,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11330,BEL,62,148,581.75,188,0,Travel Agent/Operator,BookingsCheckedIn,1
11331,FRA,35,89,658.8,188.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11332,DEU,77,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11333,DEU,71,409,128,95,0,Travel Agent/Operator,BookingsCheckedIn,2
11334,DEU,63,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11335,PRT,49,9,186,47,0,Direct,BookingsCheckedIn,1
11336,DEU,79,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11337,DEU,72,301,126,123.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11338,DEU,68,301,128,70,0,Travel Agent/Operator,BookingsCheckedIn,1
11339,DEU,79,301,126,114,0,Travel Agent/Operator,BookingsCheckedIn,1
11340,DEU,80,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11341,PRT,79,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11342,DEU,78,301,128,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11343,DEU,66,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11344,DEU,51,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11345,FRA,17,195,612.15,193,0,Travel Agent/Operator,BookingsCheckedIn,1
11346,DEU,24,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11347,PRT,27,0,120,20.5,0,Direct,BookingsCheckedIn,1
11348,NLD,34,179,292,56,0,Direct,BookingsCheckedIn,1
11349,DEU,77,301,126,110.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11350,NLD,58,147,446.25,76,0,Travel Agent/Operator,BookingsCheckedIn,1
11351,DEU,52,172,382.5,97,0,Travel Agent/Operator,BookingsCheckedIn,1
11352,DEU,62,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11353,NLD,55,144,204.6,57,0,Travel Agent/Operator,BookingsCheckedIn,1
11354,NLD,24,144,257.4,60,0,Travel Agent/Operator,BookingsCheckedIn,1
11355,NLD,35,12,341.9,117,0,Direct,BookingsCheckedIn,1
11356,FRA,49,66,616.5,165,0,Travel Agent/Operator,BookingsCheckedIn,1
11357,DEU,85,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11358,DEU,80,301,126,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11359,DEU,69,301,126,110.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11360,DEU,63,301,128,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11361,DEU,62,301,126,123,0,Travel Agent/Operator,BookingsCheckedIn,1
11362,PRT,43,3,0,66,0,Direct,BookingsCheckedIn,1
11363,PRT,41,1,482.85,84,0,Direct,BookingsCheckedIn,1
11364,GBR,52,127,616.5,272.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11365,DEU,53,166,191.25,31.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11366,DEU,20,166,191.25,124.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11367,AUT,35,196,381.71,98,0,Travel Agent/Operator,BookingsCheckedIn,1
11368,JPN,47,4,87.2,5.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11369,DEU,46,13,109,7,0,Travel Agent/Operator,BookingsCheckedIn,1
11370,PRT,68,5,2083,231,1,Corporate,BookingsCheckedIn,26
11371,PRT,40,163,93.3,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11372,PRT,39,163,106.5,24,0,Travel Agent/Operator,BookingsCheckedIn,1
11373,ESP,47,35,123.9,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11374,PRT,26,1,90,60,0,Travel Agent/Operator,BookingsCheckedIn,1
11375,DEU,65,196,84.3,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11376,PRT,52,52,901.8,234,0,Travel Agent/Operator,BookingsCheckedIn,1
11377,PRT,37,0,109,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11378,GBR,46,186,438.78,135,0,Travel Agent/Operator,BookingsCheckedIn,1
11379,FRA,45,3,183,137,0,Travel Agent/Operator,BookingsCheckedIn,1
11380,CHE,67,20,316.66,65.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11381,DEU,46,0,350.56,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11382,FRA,33,153,93.3,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11383,DEU,63,272,390.5,70,0,Travel Agent/Operator,BookingsCheckedIn,1
11384,FRA,32,174,189,64.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11385,DEU,70,272,390.5,82,0,Travel Agent/Operator,BookingsCheckedIn,1
11386,ESP,50,36,1052.1,303.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11387,NLD,28,2,109,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11388,NLD,51,16,327,69,0,Travel Agent/Operator,BookingsCheckedIn,1
11389,PRT,28,0,90,14.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11390,NLD,44,16,109,25,0,Travel Agent/Operator,BookingsCheckedIn,1
11391,DNK,30,160,476.8,110,0,Travel Agent/Operator,BookingsCheckedIn,1
11392,AUT,52,52,274.2,61,0,Travel Agent/Operator,BookingsCheckedIn,1
11393,FRA,44,22,137.5,295.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11394,PRT,33,52,274.8,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11395,FRA,49,109,450.3,145.92,0,Travel Agent/Operator,BookingsCheckedIn,1
11396,PRT,34,0,90,25.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11397,PRT,50,0,59.04,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11398,POL,21,171,1025.5,511,0,Travel Agent/Operator,BookingsCheckedIn,1
11399,ESP,57,181,349.8,102,0,Travel Agent/Operator,BookingsCheckedIn,1
11400,FRA,15,172,318,271,0,Travel Agent/Operator,BookingsCheckedIn,1
11401,GBR,31,2,96.7,9,0,Travel Agent/Operator,BookingsCheckedIn,1
11402,AGO,52,1,153,7,0,Direct,BookingsCheckedIn,1
11403,SWE,48,182,399,144.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11404,FRA,54,143,689.3,126,0,Travel Agent/Operator,BookingsCheckedIn,1
11405,AGO,66,1,153,7,0,Direct,BookingsCheckedIn,1
11406,USA,38,4,169,54,0,Direct,BookingsCheckedIn,1
11408,GBR,26,2,96.7,16,0,Travel Agent/Operator,BookingsCheckedIn,1
11409,FRA,45,172,280,516,0,Travel Agent/Operator,BookingsCheckedIn,1
11410,FRA,66,170,280,240,0,Travel Agent/Operator,BookingsCheckedIn,1
11411,ITA,51,145,465.2,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11412,ITA,51,145,417.8,155,0,Travel Agent/Operator,BookingsCheckedIn,1
11413,USA,59,11,123.5,19,0,Travel Agent/Operator,BookingsCheckedIn,1
11414,PRT,41,0,129,11,0,Direct,BookingsCheckedIn,1
11415,PRT,49,11,2364,404,4,Corporate,BookingsCheckedIn,26
11416,DEU,49,0,360.1,53,0,Direct,BookingsCheckedIn,1
11417,USA,83,4,93.56,4.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11418,USA,7,4,97.41,9,0,Travel Agent/Operator,BookingsCheckedIn,1
11419,USA,41,4,83.93,33,0,Travel Agent/Operator,BookingsCheckedIn,1
11420,BEL,47,155,213,87.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11422,PRT,49,9,1718,220,0,Corporate,BookingsCheckedIn,13
11423,NLD,24,149,316.5,63,0,Direct,BookingsCheckedIn,1
11424,ITA,30,174,699.6,110,0,Travel Agent/Operator,BookingsCheckedIn,1
11425,FRA,50,41,468.9,224,0,Direct,BookingsCheckedIn,1
11426,FRA,22,41,468.9,48,0,Direct,BookingsCheckedIn,1
11427,ESP,34,4,87.2,11,0,Travel Agent/Operator,BookingsCheckedIn,1
11428,FRA,27,0,73.81,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11429,PRT,46,131,235.6,136.4,0,Travel Agent/Operator,BookingsCheckedIn,1
11430,PRT,52,131,721.5,879,0,Travel Agent/Operator,BookingsCheckedIn,1
11431,JPN,67,162,560.25,122.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11432,FIN,53,261,374.43,100.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11433,GBR,18,274,760.5,132,0,Travel Agent/Operator,BookingsCheckedIn,1
11434,GBR,51,274,253.5,81,0,Travel Agent/Operator,BookingsCheckedIn,1
11435,BEL,39,1,169,107.3,0,Travel Agent/Operator,BookingsCheckedIn,1
11436,DEU,44,198,441.2,118.8,0,Travel Agent/Operator,BookingsCheckedIn,1
11437,FRA,28,176,524.7,160,0,Travel Agent/Operator,BookingsCheckedIn,1
11438,NOR,54,145,189,4,0,Travel Agent/Operator,BookingsCheckedIn,1
11439,ISR,64,3,218,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11440,AUT,49,165,159.12,44.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11441,BEL,47,68,301.9,159.5,0,Direct,BookingsCheckedIn,1
11442,FRA,43,138,1163.25,534.2,0,Direct,BookingsCheckedIn,1
11443,ISR,53,3,654,192,0,Travel Agent/Operator,BookingsCheckedIn,1
11444,GBR,41,4,115,13,0,Travel Agent/Operator,BookingsCheckedIn,1
11445,NLD,53,197,171,4,0,Travel Agent/Operator,BookingsCheckedIn,1
11446,SWE,66,157,465.14,98,0,Travel Agent/Operator,BookingsCheckedIn,1
11447,NLD,59,197,171,39,0,Travel Agent/Operator,BookingsCheckedIn,1
11448,ESP,36,0,143.29,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11449,CHE,52,127,689.06,136,0,Travel Agent/Operator,BookingsCheckedIn,1
11450,ROU,33,161,357,8,0,Travel Agent/Operator,BookingsCheckedIn,1
11451,GBR,31,8,223.6,48,0,Travel Agent/Operator,BookingsCheckedIn,1
11452,NLD,46,170,399,88,0,Travel Agent/Operator,BookingsCheckedIn,1
11453,BEL,29,150,368.1,128.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11454,AUT,33,168,207.24,44.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11455,BRA,77,1,696,21,0,Direct,BookingsCheckedIn,2
11456,PRT,40,4,115,34.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11457,FRA,57,151,577.25,218,0,Travel Agent/Operator,BookingsCheckedIn,1
11458,AUT,47,192,252.9,69,0,Travel Agent/Operator,BookingsCheckedIn,1
11459,NLD,30,2,109,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11460,PRT,41,0,66.42,27.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11461,DEU,58,101,368.1,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11462,NOR,38,122,831.39,160,0,Travel Agent/Operator,BookingsCheckedIn,1
11463,NLD,52,1,218,45,0,Travel Agent/Operator,BookingsCheckedIn,1
11464,NLD,16,1,654,201,0,Travel Agent/Operator,BookingsCheckedIn,1
11465,ESP,13,16,467,62,0,Travel Agent/Operator,BookingsCheckedIn,1
11466,BEL,48,0,147.71,48,0,Travel Agent/Operator,BookingsCheckedIn,1
11467,FRA,56,29,882,108,0,Direct,BookingsCheckedIn,1
11468,FRA,23,29,274,37,0,Direct,BookingsCheckedIn,1
11469,FRA,20,23,154,13,0,Travel Agent/Operator,BookingsCheckedIn,1
11470,FRA,54,23,154,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11471,GBR,54,186,213,35,0,Travel Agent/Operator,BookingsCheckedIn,1
11472,AUT,53,178,767.35,147,0,Travel Agent/Operator,BookingsCheckedIn,1
11473,PRT,51,191,241.32,46.06,0,Travel Agent/Operator,BookingsCheckedIn,1
11474,SAU,36,121,1083.75,208.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11475,SWE,49,195,436.24,110,0,Travel Agent/Operator,BookingsCheckedIn,1
11476,GBR,47,122,855.9,213,0,Travel Agent/Operator,BookingsCheckedIn,1
11477,FRA,31,177,349.8,95,0,Travel Agent/Operator,BookingsCheckedIn,1
11478,ESP,54,160,456.7,282,0,Travel Agent/Operator,BookingsCheckedIn,1
11479,DEU,29,257,315.8,74,0,Travel Agent/Operator,BookingsCheckedIn,1
11481,ESP,18,188,377.75,90,0,Direct,BookingsCheckedIn,1
11482,ITA,55,119,487.8,131.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11483,SVK,45,1,744,142.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11484,SVK,21,1,248,4,0,Travel Agent/Operator,BookingsCheckedIn,1
11485,NLD,23,161,1096.5,10.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11486,IRL,56,67,603.9,73,0,Direct,BookingsCheckedIn,1
11487,ESP,34,108,318.75,139.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11488,GBR,19,196,969,207,0,Travel Agent/Operator,BookingsCheckedIn,1
11489,FRA,59,23,278,8.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11490,GBR,52,196,323,200.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11491,FRA,20,142,283.5,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11492,FRA,15,142,94.5,52,0,Travel Agent/Operator,BookingsCheckedIn,1
11493,CHE,66,124,279.9,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11494,FRA,35,169,437.25,97,0,Travel Agent/Operator,BookingsCheckedIn,1
11495,GBR,49,127,918,162.2,0,Direct,BookingsCheckedIn,1
11496,ESP,65,14,447,128,0,Travel Agent/Operator,BookingsCheckedIn,1
11497,CHE,68,124,279.9,68,0,Travel Agent/Operator,BookingsCheckedIn,1
11498,AUT,24,193,255,89.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11499,AUT,55,193,255,77,0,Travel Agent/Operator,BookingsCheckedIn,1
11500,FRA,65,182,94.5,97,0,Travel Agent/Operator,BookingsCheckedIn,1
11501,FRA,24,198,248.72,8,0,Travel Agent/Operator,BookingsCheckedIn,1
11502,ESP,56,12,1785,582.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11503,ESP,11,12,1071,12,0,Travel Agent/Operator,BookingsCheckedIn,1
11504,AUT,23,189,394.75,475.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11505,DNK,43,158,1673.25,750,0,Direct,BookingsCheckedIn,1
11506,DNK,54,158,2998.35,441,0,Direct,BookingsCheckedIn,1
11507,AUT,53,189,458.5,79,0,Travel Agent/Operator,BookingsCheckedIn,1
11508,AUT,23,189,394.75,90,0,Travel Agent/Operator,BookingsCheckedIn,1
11509,DNK,79,158,682.7,98,0,Direct,BookingsCheckedIn,1
11510,AUT,53,189,394.75,297.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11511,PRT,51,152,191.25,34,0,Travel Agent/Operator,BookingsCheckedIn,1
11512,PRT,39,135,213,52,0,Travel Agent/Operator,BookingsCheckedIn,1
11513,FRA,49,23,336.45,41.5,0,Direct,BookingsCheckedIn,1
11514,BEL,48,170,279.9,164.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11515,BEL,49,170,279.9,325.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11516,GBR,64,84,462,130,0,Direct,BookingsCheckedIn,1
11517,ESP,56,188,377.75,385,0,Direct,BookingsCheckedIn,1
11518,NLD,52,161,1096.5,24,0,Travel Agent/Operator,BookingsCheckedIn,1
11519,FRA,48,77,1287.3,520.5,0,Direct,BookingsCheckedIn,1
11520,PRT,46,103,239.4,88,0,Travel Agent/Operator,BookingsCheckedIn,1
11521,PRT,46,187,481.25,242,0,Direct,BookingsCheckedIn,1
11522,SWE,34,15,248,24.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11523,BEL,29,15,248,24,0,Travel Agent/Operator,BookingsCheckedIn,1
11524,FRA,66,97,396.9,90.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11525,PRT,53,6,84,17.8,0,Corporate,BookingsCheckedIn,1
11526,FRA,25,1,154,105,0,Travel Agent/Operator,BookingsCheckedIn,1
11527,ESP,39,174,1291.3,207,0,Travel Agent/Operator,BookingsCheckedIn,1
11528,PRT,37,122,320.4,53.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11529,DMA,28,124,373.2,79,0,Travel Agent/Operator,BookingsCheckedIn,1
11530,CHE,28,173,93.3,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11531,DEU,46,207,150.3,40,0,Travel Agent/Operator,BookingsCheckedIn,1
11532,HUN,43,43,116.15,18,0,Direct,BookingsCheckedIn,1
11533,HUN,50,22,576,88,0,Travel Agent/Operator,BookingsCheckedIn,1
11534,GBR,47,66,121.38,7,0,Travel Agent/Operator,BookingsCheckedIn,1
11535,GBR,9,65,124.38,4,0,Travel Agent/Operator,BookingsCheckedIn,1
11536,BEL,17,1,139,30,0,Travel Agent/Operator,BookingsCheckedIn,1
11537,FRA,48,178,982.95,191.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11538,BEL,15,1,417,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11539,BEL,19,1,327,30,0,Travel Agent/Operator,BookingsCheckedIn,1
11540,NOR,56,159,349.8,164,0,Travel Agent/Operator,BookingsCheckedIn,1
11541,NOR,20,159,349.8,176.25,0,Travel Agent/Operator,BookingsCheckedIn,1
11542,PRT,52,0,64.5,7,0,Direct,BookingsCheckedIn,1
11543,ESP,47,2,178,35,0,Corporate,BookingsCheckedIn,1
11544,FRA,23,122,320.4,82.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11545,BEL,58,149,789.5,341.5,0,Direct,BookingsCheckedIn,1
11546,JPN,36,22,462,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11547,PRT,57,1,109,11,0,Travel Agent/Operator,BookingsCheckedIn,1
11548,FRA,57,161,445.75,119,0,Travel Agent/Operator,BookingsCheckedIn,1
11549,GBR,38,124,106.8,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11550,FRA,49,184,319.5,130.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11551,BEL,33,48,226.2,30.5,0,Direct,BookingsCheckedIn,1
11552,NLD,48,90,258,44,0,Travel Agent/Operator,BookingsCheckedIn,1
11553,FRA,61,0,124,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11554,FRA,39,112,490.8,104,0,Direct,BookingsCheckedIn,1
11555,BEL,42,1,109,19.1,0,Travel Agent/Operator,BookingsCheckedIn,1
11556,FRA,46,20,426,62,0,Travel Agent/Operator,BookingsCheckedIn,1
11557,FRA,60,160,279.9,117,0,Travel Agent/Operator,BookingsCheckedIn,1
11558,NLD,41,206,450.9,112,0,Travel Agent/Operator,BookingsCheckedIn,1
11559,FRA,25,1,69.19,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11560,FRA,45,172,399,68,0,Travel Agent/Operator,BookingsCheckedIn,1
11561,FRA,51,159,211.32,57,0,Travel Agent/Operator,BookingsCheckedIn,1
11562,FRA,23,159,211.32,118.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11563,GBR,52,182,236,38.5,0,Direct,BookingsCheckedIn,1
11564,DEU,52,44,274.2,35,0,Travel Agent/Operator,BookingsCheckedIn,1
11565,GBR,45,186,213,192,0,Travel Agent/Operator,BookingsCheckedIn,1
11566,CAN,56,107,705,171,0,Direct,BookingsCheckedIn,1
11567,PRT,37,105,543,174.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11568,ITA,60,83,1450.8,216,0,Travel Agent/Operator,BookingsCheckedIn,1
11569,ITA,58,83,546.8,624,0,Travel Agent/Operator,BookingsCheckedIn,1
11570,ITA,57,83,1177.2,1399.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11571,ESP,43,30,375.3,35.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11572,FRA,42,118,320.4,90,0,Travel Agent/Operator,BookingsCheckedIn,1
11573,BEL,28,131,349.8,61.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11575,ISR,54,192,639,96,0,Travel Agent/Operator,BookingsCheckedIn,1
11577,USA,34,23,278,67.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11579,ISR,17,192,567,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11580,JPN,44,90,476.4,69,0,Travel Agent/Operator,BookingsCheckedIn,1
11581,BEL,55,146,507.25,132.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11582,MAR,38,1,109,7,0,Travel Agent/Operator,BookingsCheckedIn,1
11583,GBR,57,37,247.8,105.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11584,FRA,28,137,436.9,70,0,Direct,BookingsCheckedIn,1
11585,GBR,49,28,113.1,24,0,Direct,BookingsCheckedIn,1
11586,GBR,49,28,339.3,42,0,Direct,BookingsCheckedIn,1
11587,GBR,73,28,357.3,21,0,Direct,BookingsCheckedIn,1
11588,PRT,52,0,120,13,0,Direct,BookingsCheckedIn,1
11589,POL,53,22,973,183.5,0,Travel Agent/Operator,BookingsCheckedIn,2
11590,GBR,45,0,183,57,0,Direct,BookingsCheckedIn,1
11591,AUS,64,114,239.4,125.1,0,Travel Agent/Operator,BookingsCheckedIn,1
11592,GBR,62,24,556,86.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11593,GBR,47,136,279.9,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11594,CAN,57,165,382.5,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11595,CAN,23,165,382.5,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11596,CAN,62,159,94.5,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11597,CAN,58,159,283.5,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11598,GBR,18,136,279.9,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11599,GBR,57,120,255,158,0,Travel Agent/Operator,BookingsCheckedIn,1
11600,FRA,52,176,560.25,144,0,Travel Agent/Operator,BookingsCheckedIn,1
11601,FRA,49,153,646.48,361.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11602,FRA,15,153,502.98,251.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11603,GBR,21,175,448.2,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11604,ESP,49,158,359.1,65,0,Travel Agent/Operator,BookingsCheckedIn,1
11605,AUT,54,146,93.3,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11606,CHN,44,80,351.81,60,0,Travel Agent/Operator,BookingsCheckedIn,1
11607,FRA,48,142,477.9,237.49,0,Travel Agent/Operator,BookingsCheckedIn,1
11608,ESP,48,118,681,322,0,Travel Agent/Operator,BookingsCheckedIn,1
11609,GBR,50,85,317.7,126,0,Travel Agent/Operator,BookingsCheckedIn,1
11610,GBR,19,85,105.9,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11611,ESP,47,24,278,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11612,GBR,50,164,189,319.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11613,ESP,52,24,834,12,0,Travel Agent/Operator,BookingsCheckedIn,1
11614,GBR,17,164,189,62,0,Travel Agent/Operator,BookingsCheckedIn,1
11615,PRT,36,280,122.92,56.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11616,BRA,50,199,233.76,102,0,Travel Agent/Operator,BookingsCheckedIn,1
