id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
2256,Be Kind Rewind,PG-13,2008.0,102.0,Quinton Aaron,Mia Farrow,Melonie Diaz,734.0,563.0,270.0
2257,Mrs Henderson Presents,R,2005.0,103.0,Bob Hoskins,Christopher Guest,Sarah Solemani,5000.0,378.0,99.0
2258,Triple 9,R,2016.0,115.0,Kate Winslet,Norman Reedus,Clifton Collins Jr.,14000.0,12000.0,968.0
2259,Deconstructing Harry,R,1997.0,96.0,Woody Allen,Lynn Cohen,Judy Davis,11000.0,474.0,223.0
2260,Three to Tango,PG-13,1999.0,98.0,Matthew Perry,Oliver Platt,David Ramsey,2000.0,1000.0,677.0
2261,Burnt,R,2015.0,101.0,Bradley Cooper,Omar Sy,Riccardo Scamarcio,14000.0,1000.0,580.0
2262,We're No Angels,PG-13,1989.0,106.0,Robert De Niro,Demi Moore,James Russo,22000.0,2000.0,383.0
2263,Everyone Says I Love You,R,1996.0,101.0,Natasha Lyonne,Gaby Hoffmann,Jeff DeRocker,1000.0,612.0,2.0
2264,Death Sentence,R,2007.0,111.0,Aisha Tyler,Kelly Preston,Edi Gathegi,857.0,743.0,725.0
2265,Everybody's Fine,PG-13,2009.0,99.0,Robert De Niro,James Frain,Brendan Sexton III,22000.0,1000.0,148.0
2266,Superbabies: Baby Geniuses 2,PG,2004.0,88.0,Scott Baio,Vanessa Angel,Peter Wingfield,650.0,384.0,177.0
2267,The Man,PG-13,2005.0,83.0,Miguel Ferrer,Susie Essman,Gigi Rice,688.0,99.0,69.0
2268,Code Name: The Cleaner,PG-13,2007.0,91.0,Callum Rennie,Will Patton,Cedric the Entertainer,716.0,537.0,436.0
2269,Connie and Carla,PG-13,2004.0,108.0,Debbie Reynolds,Nia Vardalos,Dash Mihok,786.0,567.0,463.0
2270,Sweet Charity,G,1969.0,154.0,Sammy Davis Jr.,Ricardo Montalban,Ben Vereen,683.0,641.0,388.0
2271,Inherent Vice,R,2014.0,148.0,Martin Dew,Katherine Waterston,Serena Scott Thomas,204.0,178.0,175.0
2272,Doogal,G,2006.0,77.0,Jimmy Fallon,Kylie Minogue,Jon Stewart,787.0,691.0,593.0
2273,Battle of the Year,PG-13,2013.0,110.0,Chris Brown,Caity Lotz,Laz Alonso,997.0,941.0,826.0
2274,Perception,TV-14,,42.0,LeVar Burton,Eric McCormack,Scott Wolf,1000.0,440.0,376.0
2275,An American Carol,PG-13,2008.0,83.0,Chriss Anglin,Geoffrey Arend,Gary Coleman,885.0,816.0,633.0
2276,Machete Kills,R,2013.0,107.0,Alexa PenaVega,Demián Bichir,Marko Zaror,2000.0,749.0,99.0
2277,Willard,PG-13,2003.0,100.0,Laura Harring,Ty Olsson,Jackie Burroughs,669.0,429.0,86.0
2278,Strange Wilderness,R,2008.0,87.0,Kevin Alejandro,Ashley Scott,Jeff Garlin,1000.0,795.0,522.0
2279,Topsy-Turvy,R,1999.0,154.0,Jim Broadbent,Dexter Fletcher,Lesley Manville,1000.0,452.0,149.0
2280,Little Boy,PG-13,2015.0,106.0,Tom Wilkinson,Cary-Hiroyuki Tagawa,Michael Rapaport,1000.0,1000.0,975.0
2281,A Dangerous Method,R,2011.0,99.0,Michael Fassbender,Viggo Mortensen,Sarah Gadon,13000.0,10000.0,692.0
2282,A Scanner Darkly,R,2006.0,100.0,Robert Downey Jr.,Keanu Reeves,Rory Cochrane,21000.0,18000.0,407.0
2283,Chasing Mavericks,PG,2012.0,116.0,Gerard Butler,Abigail Spencer,Leven Rambin,18000.0,1000.0,956.0
2284,Alone in the Dark,R,2005.0,94.0,Catherine Lough Haggquist,Darren Shahlavi,Karin Konoval,310.0,294.0,81.0
2285,Bandslam,PG,2009.0,111.0,Scott Porter,Charlie Saxton,Ryan Donowho,690.0,224.0,181.0
2286,Birth,R,2004.0,100.0,Cameron Bright,Anne Heche,Danny Huston,829.0,695.0,430.0
2287,A Most Violent Year,R,2014.0,125.0,David Oyelowo,Ashley Williams,Albert Brooks,1000.0,969.0,745.0
2288,Passchendaele,R,2008.0,114.0,Landon Liboiron,Michael Greyeyes,Caroline Dhavernas,1000.0,912.0,544.0
2289,Flash of Genius,PG-13,2008.0,119.0,Dylan Authors,Bill Lake,Victoria Learn,20.0,18.0,9.0
2290,I'm Not There.,R,2007.0,135.0,Christian Bale,Heath Ledger,Tyrone Benskin,23000.0,13000.0,228.0
2291,The Cold Light of Day,PG-13,2012.0,93.0,Henry Cavill,Bruce Willis,Óscar Jaenada,15000.0,13000.0,619.0
2292,The Brothers Bloom,PG-13,2008.0,114.0,Zachary Gordon,Maximilian Schell,Nora Zehetner,975.0,877.0,446.0
2293,"Synecdoche, New York",R,2008.0,124.0,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,22000.0,1000.0,632.0
2294,Princess Mononoke,PG-13,1997.0,134.0,Minnie Driver,Jada Pinkett Smith,Billy Crudup,893.0,851.0,745.0
2295,Bon voyage,PG-13,2003.0,114.0,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,572.0,548.0,414.0
2296,Can't Stop the Music,PG,1980.0,124.0,Steve Guttenberg,Randy Jones,Caitlyn Jenner,801.0,174.0,161.0
2297,The Proposition,R,2005.0,104.0,Ray Winstone,Noah Taylor,Danny Huston,1000.0,509.0,430.0
2298,Courage,PG,2015.0,118.0,Donny Boaz,Finn Wittrock,Brent Anderson,2000.0,769.0,400.0
2299,Marci X,R,2003.0,80.0,Damon Wayans,Jane Krakowski,Paula Garcés,836.0,624.0,587.0
2300,Equilibrium,R,2002.0,107.0,Christian Bale,Emily Watson,Sean Pertwee,23000.0,876.0,722.0
2301,The Children of Huang Shi,R,2008.0,125.0,Radha Mitchell,Guang Li,Matthew Walker,992.0,10.0,2.0
2302,The Yards,R,2000.0,115.0,Charlize Theron,Ellen Burstyn,Faye Dunaway,9000.0,1000.0,977.0
2303,The Oogieloves in the Big Balloon Adventure,G,2012.0,88.0,Chazz Palminteri,Garrett Clayton,Toni Braxton,979.0,532.0,231.0
2304,By the Sea,R,2015.0,122.0,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,11000.0,11000.0,188.0
2305,Steamboy,PG-13,2004.0,103.0,William Hootkins,Robin Atkin Downes,Rosalind Ayres,488.0,336.0,101.0
2306,The Game of Their Lives,PG,2005.0,101.0,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,18000.0,723.0,407.0
2307,All Good Things,R,2010.0,101.0,Ryan Gosling,Kirsten Dunst,Frank Langella,33000.0,4000.0,903.0
2308,Rapa Nui,R,1994.0,107.0,Esai Morales,Jason Scott Lee,Sandrine Holt,699.0,533.0,324.0
2309,CJ7,PG,2008.0,86.0,Jiao Xu,Yuqi Zhang,Chi Chung Lam,46.0,33.0,3.0
2310,Les couloirs du temps: Les visiteurs II,,1998.0,118.0,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,106.0,56.0,11.0
2311,Dylan Dog: Dead of Night,PG-13,2010.0,107.0,Marco St. John,Laura Spencer,Anita Briem,403.0,368.0,311.0
2312,People I Know,R,2002.0,100.0,Al Pacino,Richard Schiff,Mark Webber,14000.0,506.0,442.0
2313,The Doombolt Chase,,,30.0,Peter Vaughan,George Coulouris,Ewen Solon,310.0,11.0,9.0
2314,The Tempest,PG-13,2010.0,110.0,Djimon Hounsou,Reeve Carney,Tom Conti,3000.0,602.0,181.0
2315,Regression,R,2015.0,106.0,Emma Watson,Aaron Ashmore,Julian Richings,9000.0,750.0,648.0
2316,The Touch,,2007.0,7.0,Necar Zadegan,Traci Dinwiddie,Elea Oberon,344.0,281.0,51.0
2317,Three Kingdoms: Resurrection of the Dragon,R,2008.0,102.0,Andy Lau,Sammo Kam-Bo Hung,Andy On,483.0,472.0,60.0
2318,Shattered,R,2007.0,98.0,Gerard Butler,Nicholas Lea,Callum Rennie,18000.0,867.0,716.0
2319,Zambezia,G,2012.0,83.0,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,12000.0,857.0,701.0
2320,Ramanujan,,2014.0,153.0,Mani Bharathi,Michael Lieber,Kevin McGowan,109.0,36.0,7.0
2321,Dwegons and Leprechauns,PG,2014.0,98.0,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,729.0,282.0,53.0
2322,Hands of Stone,R,2016.0,105.0,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,22000.0,2000.0,897.0
2323,Survivor,PG-13,2015.0,96.0,Milla Jovovich,Roger Rees,Robert Forster,14000.0,1000.0,889.0
2324,The Frozen Ground,R,2013.0,105.0,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,12000.0,992.0,897.0
2325,The Painted Veil,PG-13,2006.0,125.0,Toby Jones,Sally Hawkins,Alan David,2000.0,594.0,7.0
2326,The Baader Meinhof Complex,R,2008.0,184.0,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,486.0,471.0,155.0
2327,Dances with Wolves,PG-13,1990.0,236.0,Mary McDonnell,Michael Spears,Maury Chaykin,933.0,839.0,232.0
2328,Bad Teacher,R,2011.0,97.0,Justin Timberlake,John Michael Higgins,Phyllis Smith,3000.0,957.0,384.0
2329,Sea of Love,R,1989.0,113.0,Al Pacino,Michael O'Neill,Ellen Barkin,14000.0,599.0,552.0
2330,A Cinderella Story,PG,2004.0,95.0,Dan Byrd,Lin Shaye,Julie Gonzalo,1000.0,852.0,528.0
2331,Scream,R,1996.0,103.0,David Arquette,W. Earl Brown,Roger Jackson,611.0,422.0,157.0
2332,Thir13en Ghosts,R,2001.0,91.0,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,1000.0,795.0,670.0
2333,The Shining,R,1980.0,146.0,Scatman Crothers,Shelley Duvall,Joe Turkel,888.0,629.0,413.0
2334,Back to the Future,PG,1985.0,116.0,Lea Thompson,Thomas F. Wilson,J.J. Cohen,1000.0,690.0,459.0
2335,House on Haunted Hill,R,1999.0,93.0,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,886.0,828.0,545.0
2336,I Can Do Bad All by Myself,PG-13,2009.0,113.0,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,607.0,269.0,256.0
2337,Fight Valley,,2016.0,90.0,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,731.0,634.0,319.0
2338,The Switch,PG-13,2010.0,101.0,Caroline Dhavernas,Scott Elrod,Kelli Barrett,544.0,449.0,110.0
2339,Just Married,PG-13,2003.0,95.0,Taran Killam,David Agranov,David Moscow,500.0,308.0,306.0
2340,The Devil's Double,R,2011.0,109.0,Mem Ferda,Dominic Cooper,Ludivine Sagnier,31000.0,3000.0,521.0
2341,"Gone, Baby, Gone",TV-14,,43.0,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,341.0,230.0,211.0
2342,Thomas and the Magic Railroad,G,2000.0,85.0,Mara Wilson,Colm Feore,Peter Fonda,1000.0,539.0,402.0
2343,The Crazies,R,2010.0,101.0,Radha Mitchell,Glenn Morshower,John Aylward,992.0,894.0,219.0
2344,Spirited Away,PG,2001.0,125.0,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,17.0,10.0,7.0
2345,Firestorm,,2013.0,118.0,Andy Lau,Michael Wong,Terence Yin,483.0,91.0,30.0
2346,The Bounty,PG,1984.0,132.0,Liam Neeson,Anthony Hopkins,Laurence Olivier,14000.0,12000.0,1000.0
2347,The Book Thief,PG-13,2013.0,131.0,Emily Watson,Sophie Nélisse,Roger Allam,876.0,526.0,326.0
2348,Sex Drive,R,2008.0,129.0,Katrina Bowden,Michael Cudlitz,Alice Greczyn,948.0,822.0,631.0
2349,Leap Year,PG,2010.0,100.0,Adam Scott,Kaitlin Olson,Dominique McElligott,3000.0,547.0,356.0
2350,The Fall of the Roman Empire,Approved,1964.0,172.0,James Mason,Mel Ferrer,Stephen Boyd,617.0,134.0,102.0
2351,Take Me Home Tonight,R,2011.0,97.0,Topher Grace,Michael Biehn,Dan Fogler,2000.0,2000.0,562.0
2352,Won't Back Down,PG,2012.0,121.0,Holly Hunter,Rosie Perez,Dante Brown,1000.0,919.0,505.0
2353,The Nutcracker,G,1993.0,92.0,Darci Kistler,Kyra Nichols,Margaret Tracey,2.0,0.0,0.0
2354,Kansas City,R,1996.0,116.0,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,12000.0,1000.0,530.0
2355,Indignation,R,2016.0,110.0,Logan Lerman,Sarah Gadon,Tracy Letts,8000.0,692.0,85.0
2356,The Amityville Horror,R,2005.0,90.0,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,87000.0,17000.0,16000.0
2357,Adaptation.,R,2002.0,81.0,Nicolas Cage,Meryl Streep,Roger Willie,12000.0,11000.0,836.0
2358,Land of the Dead,R,2005.0,97.0,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,654.0,529.0,233.0
2359,Out of Inferno,PG-13,2013.0,107.0,Louis Koo,Angelica Lee,Ching Wan Lau,82.0,39.0,27.0
2360,Fear and Loathing in Las Vegas,R,1998.0,118.0,Johnny Depp,Michael Jeter,Ellen Barkin,40000.0,693.0,552.0
2361,The Invention of Lying,PG-13,2009.0,100.0,Jennifer Garner,Tina Fey,Martin Starr,3000.0,2000.0,985.0
2362,Neighbors,R,2014.0,97.0,Craig Roberts,Carla Gallo,Ike Barinholtz,920.0,798.0,329.0
2363,The Mask,PG-13,1994.0,114.0,Peter Greene,Amy Yasbeck,Reg E. Cathey,789.0,424.0,360.0
2364,Big,PG,1988.0,130.0,Tom Hanks,Jon Lovitz,John Heard,15000.0,11000.0,697.0
2365,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,2006.0,82.0,Luenell,Ken Davitian,Chester,332.0,165.0,6.0
2366,Legally Blonde,PG-13,2001.0,96.0,Linda Cardellini,Raquel Welch,Alanna Ubach,2000.0,788.0,584.0
2367,Star Trek III: The Search for Spock,PG,1984.0,105.0,Leonard Nimoy,Nichelle Nichols,Walter Koenig,12000.0,664.0,643.0
2368,The Exorcism of Emily Rose,PG-13,2005.0,122.0,Tom Wilkinson,Colm Feore,JR Bourne,1000.0,539.0,457.0
2369,Deuce Bigalow: Male Gigolo,R,1999.0,88.0,Amy Poehler,Eddie Griffin,Bree Turner,1000.0,489.0,489.0
2370,Left Behind,PG-13,2014.0,110.0,Nicolas Cage,Lea Thompson,Quinton Aaron,12000.0,1000.0,734.0
2371,The Family Stone,PG-13,2005.0,103.0,Craig T. Nelson,Paul Schneider,Tyrone Giordano,723.0,552.0,172.0
2372,Barbershop 2: Back in Business,PG-13,2004.0,106.0,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,748.0,656.0,521.0
2373,Bad Santa,R,2003.0,98.0,Bernie Mac,Tony Cox,Alex Borstein,1000.0,624.0,566.0
2374,Austin Powers: International Man of Mystery,PG-13,1997.0,68.0,Will Ferrell,Charles Napier,Robert Wagner,8000.0,503.0,481.0
2375,My Big Fat Greek Wedding 2,PG-13,2016.0,94.0,Nia Vardalos,Louis Mandylor,Joey Fatone,567.0,312.0,261.0
2376,Diary of a Wimpy Kid: Rodrick Rules,PG,2011.0,99.0,Zachary Gordon,Rachael Harris,Fran Kranz,975.0,569.0,557.0
2377,Predator,R,1987.0,107.0,Shane Black,Bill Duke,Carl Weathers,1000.0,1000.0,794.0
2378,Amadeus,R,1984.0,180.0,Jeffrey Jones,F. Murray Abraham,Tom Hulce,692.0,670.0,521.0
2379,Prom Night,PG-13,2008.0,89.0,Ming-Na Wen,Scott Porter,Collins Pennie,2000.0,690.0,458.0
2380,Mean Girls,PG-13,2004.0,97.0,Tina Fey,Amy Poehler,Neil Flynn,2000.0,1000.0,625.0
2381,Under the Tuscan Sun,PG-13,2003.0,113.0,Raoul Bova,Lindsay Duncan,Mario Monicelli,727.0,171.0,148.0
2382,Gosford Park,R,2001.0,131.0,Kristin Scott Thomas,Bob Balaban,Tom Hollander,1000.0,559.0,555.0
2383,The O.C.,TV-PG,,44.0,Peter Gallagher,Melinda Clarke,Tate Donovan,828.0,787.0,650.0
2384,Peggy Sue Got Married,PG-13,1986.0,103.0,Nicolas Cage,Kathleen Turner,Joan Allen,12000.0,899.0,805.0
2385,Birdman or (The Unexpected Virtue of Ignorance),R,2014.0,119.0,Emma Stone,Naomi Watts,Merritt Wever,15000.0,6000.0,529.0
2386,Blue Jasmine,PG-13,2013.0,98.0,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,594.0,268.0,218.0
2387,United 93,R,2006.0,111.0,Christian Clemenson,David Alan Basche,Susan Blommaert,97.0,68.0,64.0
2388,Honey,PG-13,2003.0,94.0,Christian Monzon,Mekhi Phifer,Romeo Miller,2000.0,1000.0,582.0
2389,Spy Hard,PG-13,1996.0,81.0,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,844.0,456.0,341.0
2390,The Fog,R,1980.0,89.0,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,2000.0,826.0,606.0
2391,Soul Surfer,PG,2011.0,106.0,Dennis Quaid,Chris Brochu,Craig T. Nelson,2000.0,795.0,723.0
2392,Catch-22,R,1970.0,122.0,Bob Newhart,Bob Balaban,Martin Balsam,643.0,559.0,191.0
2393,Observe and Report,R,2009.0,86.0,Collette Wolfe,Celia Weston,Dan Bakkedahl,390.0,258.0,59.0
2394,Conan the Destroyer,PG,1984.0,103.0,Mako,Olivia d'Abo,Grace Jones,691.0,476.0,406.0
2395,Raging Bull,R,1980.0,121.0,Robert De Niro,Cathy Moriarty,Frank Vincent,22000.0,394.0,356.0
2396,Love Happens,PG-13,2009.0,109.0,Judy Greer,Sasha Alexander,Frances Conroy,2000.0,980.0,827.0
2397,Young Sherlock Holmes,PG-13,1985.0,109.0,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,155.0,144.0,124.0
2398,Fame,PG,2009.0,123.0,Kelsey Grammer,Kay Panabaker,Megan Mullally,808.0,720.0,637.0
2399,127 Hours,R,2010.0,94.0,James Franco,Treat Williams,Kate Burton,11000.0,642.0,223.0
2400,Small Time Crooks,PG,2000.0,94.0,Woody Allen,Jon Lovitz,Michael Rapaport,11000.0,11000.0,975.0
2401,Center Stage,PG-13,2000.0,115.0,Amanda Schull,Susan May Pratt,Ethan Stiefel,757.0,220.0,111.0
2402,Love the Coopers,PG-13,2015.0,107.0,Olivia Wilde,Alex Borstein,Timothée Chalamet,10000.0,566.0,85.0
2403,Catch That Kid,PG,2004.0,91.0,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,17000.0,632.0,362.0
2404,Life as a House,R,2001.0,125.0,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,16000.0,4000.0,1000.0
2405,Steve Jobs,R,2015.0,122.0,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,14000.0,13000.0,816.0
2406,"I Love You, Beth Cooper",PG-13,2009.0,102.0,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,946.0,800.0,529.0
2407,Youth in Revolt,R,2009.0,90.0,Steve Buscemi,Ari Graynor,Fred Willard,12000.0,904.0,729.0
2408,The Legend of the Lone Ranger,PG,1981.0,98.0,Jason Robards,Richard Farnsworth,Michael Horse,372.0,262.0,102.0
2409,The Tailor of Panama,R,2001.0,109.0,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,11000.0,2000.0,1000.0
2410,Blow Out,R,1981.0,107.0,Nancy Allen,Dennis Franz,John McMartin,517.0,376.0,101.0
2411,Getaway,PG-13,2013.0,90.0,Rebecca Budig,Paul Freeman,Bruce Payne,210.0,193.0,179.0
2412,The Ice Storm,R,1997.0,112.0,Joan Allen,Kate Burton,Henry Czerny,805.0,223.0,177.0
2413,And So It Goes,PG-13,2014.0,94.0,Yaya DaCosta,Annie Parisse,Frankie Valli,712.0,341.0,197.0
2414,Troop Beverly Hills,PG,1989.0,105.0,Craig T. Nelson,Shelley Long,Kellie Martin,723.0,422.0,371.0
2415,Being Julia,R,2004.0,104.0,Miriam Margolyes,Shaun Evans,Juliet Stevenson,405.0,204.0,202.0
2416,9½ Weeks,R,1986.0,112.0,David Margulies,Karen Young,Kim Chan,567.0,67.0,45.0
2417,Dragonslayer,PG,1981.0,108.0,Ian McDiarmid,Ralph Richardson,Albert Salmi,1000.0,115.0,94.0
2418,The Last Station,R,2009.0,112.0,David Masterson,Kerry Condon,Anne-Marie Duff,577.0,416.0,231.0
2419,Ed Wood,R,1994.0,127.0,Johnny Depp,Bill Murray,Martin Landau,40000.0,13000.0,940.0
2420,Labor Day,PG-13,2013.0,111.0,J.K. Simmons,Kate Winslet,Brooke Smith,24000.0,14000.0,405.0
2421,Mongol: The Rise of Genghis Khan,R,2007.0,126.0,Tadanobu Asano,Khulan Chuluun,Honglei Sun,627.0,12.0,9.0
2422,RocknRolla,R,2008.0,114.0,Tom Hardy,Gerard Butler,Tom Wilkinson,27000.0,18000.0,1000.0
2423,Megaforce,PG,1982.0,99.0,Barry Bostwick,Michael Beck,Henry Silva,456.0,278.0,251.0
2424,Hamlet,PG-13,1996.0,150.0,Julie Christie,Brian Blessed,Richard Briers,597.0,591.0,401.0
2425,Mao's Last Dancer,PG,2009.0,117.0,Bruce Greenwood,Suzie Steen,Aden Young,991.0,258.0,238.0
2426,Midnight Special,PG-13,2016.0,112.0,Kirsten Dunst,Sam Shepard,Paul Sparks,4000.0,820.0,201.0
2427,Anything Else,R,2003.0,108.0,Woody Allen,Stockard Channing,Fisher Stevens,11000.0,944.0,922.0
2428,The Railway Man,R,2013.0,116.0,Jeremy Irvine,Colin Firth,Sam Reid,25000.0,14000.0,212.0
2429,Unforgettable,,,60.0,Poppy Montgomery,Dylan Walsh,Dallas Roberts,654.0,426.0,405.0
2430,The White Ribbon,R,2009.0,144.0,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,63.0,43.0,16.0
2431,Restoration,,2016.0,92.0,Zack Ward,Anna Harr,James Cullen Bressack,662.0,290.0,161.0
2432,The Wraith,R,1986.0,93.0,Clint Howard,Randy Quaid,Nick Cassavetes,1000.0,695.0,415.0
2433,The Salton Sea,R,2002.0,103.0,Adam Goldberg,Meat Loaf,Anthony LaPaglia,1000.0,783.0,577.0
2434,Metallica Through the Never,R,2013.0,93.0,James Hetfield,Mackenzie Gray,Lars Ulrich,364.0,253.0,151.0
2435,The Informers,R,2008.0,98.0,Austin Nichols,Brad Renfro,Lou Taylor Pucci,663.0,551.0,394.0
2436,Carlos,Not Rated,,334.0,Edgar Ramírez,Nora von Waldstätten,Katharina Schüttler,897.0,30.0,30.0
2437,I Come with the Rain,Not Rated,2009.0,114.0,Takuya Kimura,Simón Andreu,Shawn Yue,84.0,35.0,32.0
2438,One Man's Hero,R,1999.0,121.0,Tom Berenger,Joaquim de Almeida,Mark Moses,854.0,578.0,353.0
2439,Day of the Dead,Unrated,1985.0,87.0,Greg Nicotero,John Amplas,Joseph Pilato,1000.0,177.0,83.0
2440,I Am Wrath,R,2016.0,92.0,Sam Trammell,Rebecca De Mornay,Amanda Schull,1000.0,872.0,757.0
2441,Renaissance,R,2006.0,105.0,Romola Garai,Catherine McCormack,Kevork Malikyan,805.0,307.0,69.0
2442,Red Sonja,PG-13,1985.0,89.0,Ernie Reyes Jr.,Brigitte Nielsen,Sandahl Bergman,445.0,312.0,183.0
2443,Red Lights,R,2012.0,114.0,Robert De Niro,Toby Jones,Craig Roberts,22000.0,2000.0,920.0
2444,Superbad,R,2007.0,119.0,Emma Stone,Joe Lo Truglio,Kevin Corrigan,15000.0,833.0,778.0
2445,Madea Goes to Jail,PG-13,2009.0,103.0,Vanessa Ferlito,Keshia Knight Pulliam,Derek Luke,923.0,619.0,543.0
2446,Wolves,R,2014.0,91.0,Jason Momoa,Jennifer Hale,Stephen McHattie,11000.0,918.0,413.0
2447,Step Up 2: The Streets,PG-13,2008.0,98.0,Cassie Ventura,Mari Koda,Luis Rosado,158.0,152.0,129.0
2448,Hoodwinked!,PG,2005.0,80.0,Anne Hathaway,Chazz Palminteri,Jim Belushi,11000.0,979.0,854.0
2449,Hotel Rwanda,PG-13,2004.0,121.0,Don Cheadle,Sophie Okonedo,Hakeem Kae-Kazim,3000.0,460.0,242.0
2450,Hitman,R,2007.0,94.0,Henry Ian Cusick,Dougray Scott,Ulrich Thomsen,866.0,794.0,280.0
2451,Black Nativity,PG,2013.0,93.0,Jennifer Hudson,Mary J. Blige,Vondie Curtis-Hall,549.0,269.0,170.0
2452,The Prince,R,2014.0,93.0,Bruce Willis,50 Cent,Jessica Lowndes,13000.0,1000.0,1000.0
2453,City of Ghosts,R,2002.0,116.0,Kirk Fox,Shawn Andrews,Rob Campbell,109.0,67.0,50.0
2454,The Others,PG-13,2001.0,101.0,Fionnula Flanagan,Elaine Cassidy,Eric Sykes,482.0,203.0,83.0
2455,Aliens,R,1986.0,154.0,Michael Biehn,Carrie Henn,Jenette Goldstein,2000.0,626.0,604.0
2456,My Fair Lady,Approved,1964.0,170.0,Jeremy Brett,Rex Harrison,Theodore Bikel,453.0,272.0,244.0
2457,I Know What You Did Last Summer,R,1997.0,99.0,Muse Watson,Sarah Michelle Gellar,Anne Heche,45000.0,4000.0,695.0
2458,Let's Be Cops,R,2014.0,104.0,Rob Riggle,Damon Wayans Jr.,James D'Arcy,839.0,756.0,613.0
2459,Sideways,R,2004.0,126.0,Virginia Madsen,Patrick Gallagher,M.C. Gainey,913.0,306.0,284.0
2460,Beerfest,R,2006.0,110.0,Chris Moss,Owain Yeoman,Jay Chandrasekhar,33000.0,459.0,422.0
2461,Halloween,R,1978.0,101.0,Jamie Lee Curtis,Donald Pleasence,P.J. Soles,2000.0,742.0,598.0
2462,Good Boy!,PG,2003.0,87.0,Liam Aiken,Molly Shannon,Kevin Nealon,818.0,636.0,503.0
2463,The Best Man Holiday,R,2013.0,123.0,Harold Perrineau,Sanaa Lathan,Eddie Cibrian,1000.0,886.0,849.0
2464,Smokin' Aces,R,2006.0,109.0,Ryan Reynolds,Common,Alex Rocco,16000.0,989.0,968.0
2465,Saw 3D: The Final Chapter,R,2010.0,90.0,Costas Mandylor,Gina Holden,Betsy Russell,723.0,346.0,298.0
2466,40 Days and 40 Nights,R,2002.0,96.0,Emmanuelle Vaugier,Vinessa Shaw,Paulo Costanzo,1000.0,580.0,486.0
2467,A Night at the Roxbury,PG-13,1998.0,82.0,Will Ferrell,Chris Kattan,Dan Hedaya,8000.0,357.0,281.0
2468,Beastly,PG-13,2011.0,86.0,Alex Pettyfer,Mary-Kate Olsen,Erik Knudsen,15000.0,976.0,583.0
2469,The Hills Have Eyes,R,2006.0,108.0,Dan Byrd,Greg Nicotero,Vinessa Shaw,1000.0,1000.0,580.0
2470,Dickie Roberts: Former Child Star,PG-13,2003.0,98.0,Kevin Grevioux,Jenna Boyd,Mary McCormack,593.0,518.0,428.0
2471,"McFarland, USA",PG,2015.0,129.0,Morgan Saylor,Valente Rodriguez,Diana Maria Riva,427.0,234.0,89.0
2472,Lottery Ticket,PG-13,2010.0,99.0,Brandon T. Jackson,Loretta Devine,Shad Moss,918.0,912.0,826.0
2473,ATL,PG-13,2006.0,105.0,T.I.,Adam Boyer,Malika,680.0,503.0,104.0
2474,Pitch Perfect,PG-13,2012.0,112.0,Anna Kendrick,Hana Mae Lee,Ben Platt,10000.0,751.0,746.0
2475,Summer Catch,PG-13,2001.0,108.0,Marc Blucas,Brian Dennehy,Bruce Davison,973.0,954.0,505.0
2476,A Simple Plan,R,1998.0,121.0,Gary Cole,Bridget Fonda,Chelcie Ross,989.0,889.0,244.0
2477,They,PG-13,2002.0,89.0,Alexander Gould,Ethan Embry,Marc Blucas,1000.0,982.0,973.0
