id,title,rating,year,duration,Var,actor,actor_fb_likes
1984,Without Limits,PG-13,1998.0,117.0,2,Monica Potter,878.0
1984,Without Limits,PG-13,1998.0,117.0,3,Billy Crudup,745.0
1985,Me and Orson Welles,PG-13,2008.0,107.0,1,Zoe Kazan,963.0
1985,Me and Orson Welles,PG-13,2008.0,107.0,2,Aidan McArdle,266.0
1985,Me and Orson Welles,PG-13,2008.0,107.0,3,James Tupper,240.0
1986,The Best Offer,R,2013.0,131.0,1,Jim Sturgess,5000.0
1986,The Best Offer,R,2013.0,131.0,2,Sean Buchanan,234.0
1986,The Best Offer,R,2013.0,131.0,3,Liya Kebede,232.0
1987,Bad Lieutenant: Port of Call New Orleans,R,2009.0,122.0,1,Nicolas Cage,12000.0
1987,Bad Lieutenant: Port of Call New Orleans,R,2009.0,122.0,2,Shea Whigham,463.0
1987,Bad Lieutenant: Port of Call New Orleans,R,2009.0,122.0,3,Shawn Hatosy,407.0
1988,A Turtle's Tale: Sammy's Adventures,PG,2010.0,88.0,1,Ed Begley Jr.,783.0
1988,A Turtle's Tale: Sammy's Adventures,PG,2010.0,88.0,2,Jenny McCarthy,750.0
1988,A Turtle's Tale: Sammy's Adventures,PG,2010.0,88.0,3,Stacy Keach,602.0
1989,Little White Lies,Not Rated,2010.0,134.0,1,François Cluzet,541.0
1989,Little White Lies,Not Rated,2010.0,134.0,2,Benoît Magimel,173.0
1989,Little White Lies,Not Rated,2010.0,134.0,3,Gilles Lellouche,92.0
1990,Love Ranch,R,2010.0,117.0,1,Scout Taylor-Compton,908.0
1990,Love Ranch,R,2010.0,117.0,2,Bai Ling,582.0
1990,Love Ranch,R,2010.0,117.0,3,Gil Birmingham,416.0
1991,The True Story of Puss'N Boots,G,2009.0,80.0,1,Yolande Moreau,44.0
1991,The True Story of Puss'N Boots,G,2009.0,80.0,2,André Wilms,9.0
1991,The True Story of Puss'N Boots,G,2009.0,80.0,3,Jérôme Deschamps,0.0
1992,Space Dogs,G,2010.0,85.0,1,Sergey Garmash,21.0
1992,Space Dogs,G,2010.0,85.0,2,Evgeniy Mironov,15.0
1992,Space Dogs,G,2010.0,85.0,3,Aleksandr Bashirov,7.0
1993,The Counselor,R,2013.0,138.0,1,Michael Fassbender,13000.0
1993,The Counselor,R,2013.0,138.0,2,Brad Pitt,11000.0
1993,The Counselor,R,2013.0,138.0,3,Goran Visnjic,1000.0
1994,Ironclad,R,2011.0,121.0,1,Jason Flemyng,1000.0
1994,Ironclad,R,2011.0,121.0,2,Mackenzie Crook,871.0
1994,Ironclad,R,2011.0,121.0,3,Derek Jacobi,520.0
1995,Waterloo,G,1970.0,134.0,1,Rod Steiger,279.0
1995,Waterloo,G,1970.0,134.0,2,Dan O'Herlihy,128.0
1995,Waterloo,G,1970.0,134.0,3,Jack Hawkins,87.0
1996,Kung Fu Killer,,2014.0,100.0,1,Siu-Wong Fan,79.0
1996,Kung Fu Killer,,2014.0,100.0,2,Charlie Yeung,68.0
1996,Kung Fu Killer,,2014.0,100.0,3,Wai-Keung Lau,55.0
1997,Red Sky,PG-13,2014.0,100.0,1,Martin Kove,668.0
1997,Red Sky,PG-13,2014.0,100.0,2,Mario Van Peebles,535.0
1997,Red Sky,PG-13,2014.0,100.0,3,Jacob Vargas,399.0
1998,Dangerous Liaisons,R,1988.0,119.0,1,Keanu Reeves,18000.0
1998,Dangerous Liaisons,R,1988.0,119.0,2,Peter Capaldi,17000.0
1998,Dangerous Liaisons,R,1988.0,119.0,3,Swoosie Kurtz,418.0
1999,On the Road,R,2012.0,137.0,1,Kristen Stewart,17000.0
1999,On the Road,R,2012.0,137.0,2,Viggo Mortensen,10000.0
1999,On the Road,R,2012.0,137.0,3,Kirsten Dunst,4000.0
2000,Star Trek IV: The Voyage Home,PG,1986.0,119.0,1,Leonard Nimoy,12000.0
2000,Star Trek IV: The Voyage Home,PG,1986.0,119.0,2,Nichelle Nichols,664.0
2000,Star Trek IV: The Voyage Home,PG,1986.0,119.0,3,Walter Koenig,643.0
2001,Rocky Balboa,PG,2006.0,139.0,1,Sylvester Stallone,13000.0
2001,Rocky Balboa,PG,2006.0,139.0,2,Burt Young,683.0
2001,Rocky Balboa,PG,2006.0,139.0,3,Mike Tyson,461.0
2002,Scream 2,R,1997.0,120.0,1,Omar Epps,865.0
2002,Scream 2,R,1997.0,120.0,2,Jada Pinkett Smith,851.0
2002,Scream 2,R,1997.0,120.0,3,Kevin Williamson,221.0
2003,Jane Got a Gun,R,2016.0,98.0,1,Natalie Portman,20000.0
2003,Jane Got a Gun,R,2016.0,98.0,2,Noah Emmerich,617.0
2003,Jane Got a Gun,R,2016.0,98.0,3,Boyd Holbrook,439.0
2004,Think Like a Man Too,PG-13,2014.0,106.0,1,Romany Malco,966.0
2004,Think Like a Man Too,PG-13,2014.0,106.0,2,Regina Hall,807.0
2004,Think Like a Man Too,PG-13,2014.0,106.0,3,David Walton,676.0
2005,The Whole Nine Yards,R,2000.0,98.0,1,Bruce Willis,13000.0
2005,The Whole Nine Yards,R,2000.0,98.0,2,Matthew Perry,2000.0
2005,The Whole Nine Yards,R,2000.0,98.0,3,Natasha Henstridge,900.0
2006,Footloose,PG,1984.0,107.0,1,Dianne Wiest,967.0
2006,Footloose,PG,1984.0,107.0,2,Chris Penn,455.0
2006,Footloose,PG,1984.0,107.0,3,Lori Singer,304.0
2007,Old School,R,2003.0,88.0,1,Will Ferrell,8000.0
2007,Old School,R,2003.0,88.0,2,Leah Remini,909.0
2007,Old School,R,2003.0,88.0,3,Patrick Fischler,497.0
2008,The Fisher King,R,1991.0,137.0,1,Jeff Bridges,12000.0
2008,The Fisher King,R,1991.0,137.0,2,David Hyde Pierce,443.0
2008,The Fisher King,R,1991.0,137.0,3,Harry Shearer,161.0
2009,I Still Know What You Did Last Summer,R,1998.0,100.0,1,Muse Watson,45000.0
2009,I Still Know What You Did Last Summer,R,1998.0,100.0,2,Mekhi Phifer,1000.0
2009,I Still Know What You Did Last Summer,R,1998.0,100.0,3,Bill Cobbs,970.0
2010,Return to Me,PG,2000.0,115.0,1,Minnie Driver,893.0
2010,Return to Me,PG,2000.0,115.0,2,Jim Belushi,854.0
2010,Return to Me,PG,2000.0,115.0,3,Bonnie Hunt,597.0
2011,Zack and Miri Make a Porno,R,2008.0,101.0,1,Gerry Bednob,218.0
2011,Zack and Miri Make a Porno,R,2008.0,101.0,2,Jeff Anderson,216.0
2011,Zack and Miri Make a Porno,R,2008.0,101.0,3,Jennifer Schwalbach Smith,92.0
2012,Nurse Betty,R,2000.0,110.0,1,Morgan Freeman,11000.0
2012,Nurse Betty,R,2000.0,110.0,2,Pruitt Taylor Vince,592.0
2012,Nurse Betty,R,2000.0,110.0,3,Kathleen Wilhoite,265.0
2013,The Men Who Stare at Goats,R,2009.0,94.0,1,Kevin Spacey,18000.0
2013,The Men Who Stare at Goats,R,2009.0,94.0,2,Jeff Bridges,12000.0
2013,The Men Who Stare at Goats,R,2009.0,94.0,3,Stephen Root,939.0
2014,Double Take,PG-13,2001.0,88.0,1,Daniel Roebuck,1000.0
2014,Double Take,PG-13,2001.0,88.0,2,Eddie Griffin,489.0
2014,Double Take,PG-13,2001.0,88.0,3,Garcelle Beauvais,384.0
2015,"Girl, Interrupted",R,1999.0,127.0,1,Angelina Jolie Pitt,11000.0
2015,"Girl, Interrupted",R,1999.0,127.0,2,Clea DuVall,1000.0
2015,"Girl, Interrupted",R,1999.0,127.0,3,Vanessa Redgrave,898.0
2016,Win a Date with Tad Hamilton!,PG-13,2004.0,95.0,1,Topher Grace,2000.0
2016,Win a Date with Tad Hamilton!,PG-13,2004.0,95.0,2,Gary Cole,989.0
2016,Win a Date with Tad Hamilton!,PG-13,2004.0,95.0,3,Nathan Lane,886.0
2017,Muppets from Space,G,1999.0,87.0,1,Josh Charles,1000.0
2017,Muppets from Space,G,1999.0,87.0,2,F. Murray Abraham,670.0
2017,Muppets from Space,G,1999.0,87.0,3,David Arquette,611.0
2018,The Wiz,G,1978.0,118.0,1,Lena Horne,738.0
2018,The Wiz,G,1978.0,118.0,2,Diana Ross,295.0
2018,The Wiz,G,1978.0,118.0,3,Theresa Merritt,227.0
2019,Ready to Rumble,PG-13,2000.0,107.0,1,Oliver Platt,1000.0
2019,Ready to Rumble,PG-13,2000.0,107.0,2,Ellen Albertini Dow,957.0
2019,Ready to Rumble,PG-13,2000.0,107.0,3,Martin Landau,940.0
2020,Play It to the Bone,R,1999.0,124.0,1,Willie Garson,512.0
2020,Play It to the Bone,R,1999.0,124.0,2,Robert Wagner,481.0
2020,Play It to the Bone,R,1999.0,124.0,3,Lolita Davidovich,197.0
2021,I Don't Know How She Does It,PG-13,2011.0,89.0,1,Olivia Munn,2000.0
2021,I Don't Know How She Does It,PG-13,2011.0,89.0,2,Busy Philipps,1000.0
2021,I Don't Know How She Does It,PG-13,2011.0,89.0,3,Jessica Szohr,847.0
2022,Piranha 3D,R,2010.0,88.0,1,Adam Scott,3000.0
2022,Piranha 3D,R,2010.0,88.0,2,Kelly Brook,859.0
2022,Piranha 3D,R,2010.0,88.0,3,Jessica Szohr,847.0
2023,Beyond the Sea,PG-13,2004.0,118.0,1,Kevin Spacey,18000.0
2023,Beyond the Sea,PG-13,2004.0,118.0,2,Bob Hoskins,5000.0
2023,Beyond the Sea,PG-13,2004.0,118.0,3,Brenda Blethyn,286.0
2024,Meet the Deedles,PG,1998.0,93.0,1,Paul Walker,23000.0
2024,Meet the Deedles,PG,1998.0,93.0,2,M.C. Gainey,284.0
2024,Meet the Deedles,PG,1998.0,93.0,3,A.J. Langer,254.0
2025,The Princess and the Cobbler,G,1993.0,80.0,1,Donald Pleasence,742.0
2025,The Princess and the Cobbler,G,1993.0,80.0,2,Kenneth Williams,83.0
2025,The Princess and the Cobbler,G,1993.0,80.0,3,Clive Revill,73.0
2026,The Bridge of San Luis Rey,PG,2004.0,120.0,1,Robert De Niro,22000.0
2026,The Bridge of San Luis Rey,PG,2004.0,120.0,2,F. Murray Abraham,670.0
2026,The Bridge of San Luis Rey,PG,2004.0,120.0,3,Geraldine Chaplin,382.0
2027,Faster,R,2010.0,98.0,1,Dwayne Johnson,12000.0
2027,Faster,R,2010.0,98.0,2,Tom Berenger,854.0
2027,Faster,R,2010.0,98.0,3,Mike Epps,706.0
2028,Howl's Moving Castle,PG,2004.0,119.0,1,Christian Bale,23000.0
2028,Howl's Moving Castle,PG,2004.0,119.0,2,Blythe Danner,713.0
2028,Howl's Moving Castle,PG,2004.0,119.0,3,Jean Simmons,422.0
2029,Zombieland,R,2009.0,88.0,1,Emma Stone,15000.0
2029,Zombieland,R,2009.0,88.0,2,Bill Murray,13000.0
2029,Zombieland,R,2009.0,88.0,3,Derek Graf,11.0
2030,The Waterboy,PG-13,1998.0,90.0,1,Adam Sandler,11000.0
2030,The Waterboy,PG-13,1998.0,90.0,2,Clint Howard,1000.0
2030,The Waterboy,PG-13,1998.0,90.0,3,Peter Dante,427.0
2031,Star Wars: Episode V - The Empire Strikes Back,PG,1980.0,127.0,1,Harrison Ford,11000.0
2031,Star Wars: Episode V - The Empire Strikes Back,PG,1980.0,127.0,2,Kenny Baker,504.0
2031,Star Wars: Episode V - The Empire Strikes Back,PG,1980.0,127.0,3,Anthony Daniels,441.0
2032,Bad Boys,R,1995.0,119.0,1,Will Smith,10000.0
2032,Bad Boys,R,1995.0,119.0,2,Tchéky Karyo,345.0
2032,Bad Boys,R,1995.0,119.0,3,Theresa Randle,244.0
2033,The Naked Gun 2½: The Smell of Fear,PG-13,1991.0,85.0,1,George Kennedy,3000.0
2033,The Naked Gun 2½: The Smell of Fear,PG-13,1991.0,85.0,2,Priscilla Presley,348.0
2033,The Naked Gun 2½: The Smell of Fear,PG-13,1991.0,85.0,3,O.J. Simpson,144.0
2034,Final Destination,R,2000.0,98.0,1,Daniel Roebuck,1000.0
2034,Final Destination,R,2000.0,98.0,2,Brendan Fehr,847.0
2034,Final Destination,R,2000.0,98.0,3,Kerr Smith,591.0
2035,The Ides of March,R,2011.0,101.0,1,Ryan Gosling,33000.0
2035,The Ides of March,R,2011.0,101.0,2,Philip Seymour Hoffman,22000.0
2035,The Ides of March,R,2011.0,101.0,3,Jennifer Ehle,1000.0
2036,Pitch Black,R,2000.0,112.0,1,Vin Diesel,14000.0
2036,Pitch Black,R,2000.0,112.0,2,Radha Mitchell,992.0
2036,Pitch Black,R,2000.0,112.0,3,Cole Hauser,787.0
2037,Someone Like You...,PG-13,2001.0,97.0,1,Hugh Jackman,20000.0
2037,Someone Like You...,PG-13,2001.0,97.0,2,Ellen Barkin,552.0
2037,Someone Like You...,PG-13,2001.0,97.0,3,Catherine Dent,99.0
2038,Her,R,2013.0,126.0,1,Scarlett Johansson,19000.0
2038,Her,R,2013.0,126.0,2,Brian Johnson,128.0
2038,Her,R,2013.0,126.0,3,Matt Letscher,105.0
2039,Joy Ride,R,2001.0,97.0,1,Paul Walker,23000.0
2039,Joy Ride,R,2001.0,97.0,2,Jessica Bowman,81.0
2039,Joy Ride,R,2001.0,97.0,3,Dell Yount,62.0
2040,The Adventurer: The Curse of the Midas Box,PG,2013.0,100.0,1,Ioan Gruffudd,2000.0
2040,The Adventurer: The Curse of the Midas Box,PG,2013.0,100.0,2,Keeley Hawes,228.0
2040,The Adventurer: The Curse of the Midas Box,PG,2013.0,100.0,3,Oliver Stark,88.0
2041,Anywhere But Here,PG-13,1999.0,114.0,1,Natalie Portman,20000.0
2041,Anywhere But Here,PG-13,1999.0,114.0,2,Eva Amurri Martino,797.0
2041,Anywhere But Here,PG-13,1999.0,114.0,3,Shawn Hatosy,407.0
2042,The Crew,PG-13,2000.0,88.0,1,Seymour Cassel,327.0
2042,The Crew,PG-13,2000.0,88.0,2,Dan Hedaya,281.0
2042,The Crew,PG-13,2000.0,88.0,3,Lainie Kazan,249.0
2043,Haywire,R,2011.0,93.0,1,Channing Tatum,17000.0
2043,Haywire,R,2011.0,93.0,2,Michael Fassbender,13000.0
2043,Haywire,R,2011.0,93.0,3,Michael Angarano,947.0
2044,Jaws: The Revenge,PG-13,1987.0,92.0,1,Judith Barsi,912.0
2044,Jaws: The Revenge,PG-13,1987.0,92.0,2,Mario Van Peebles,535.0
2044,Jaws: The Revenge,PG-13,1987.0,92.0,3,Lynn Whitfield,434.0
2045,Marvin's Room,PG-13,1996.0,98.0,1,Leonardo DiCaprio,29000.0
2045,Marvin's Room,PG-13,1996.0,98.0,2,Robert De Niro,22000.0
2045,Marvin's Room,PG-13,1996.0,98.0,3,Meryl Streep,11000.0
2046,The Longshots,PG,2008.0,94.0,1,Tasha Smith,721.0
2046,The Longshots,PG,2008.0,94.0,2,Dash Mihok,463.0
2046,The Longshots,PG,2008.0,94.0,3,Garrett Morris,424.0
2047,The End of the Affair,R,1999.0,102.0,1,Stephen Rea,327.0
2047,The End of the Affair,R,1999.0,102.0,2,Ian Hart,261.0
2047,The End of the Affair,R,1999.0,102.0,3,James Bolam,57.0
2048,Harley Davidson and the Marlboro Man,R,1991.0,98.0,1,Vanessa Williams,1000.0
2048,Harley Davidson and the Marlboro Man,R,1991.0,98.0,2,Tia Carrere,1000.0
2048,Harley Davidson and the Marlboro Man,R,1991.0,98.0,3,Don Johnson,982.0
2049,In the Valley of Elah,R,2007.0,121.0,1,James Franco,11000.0
2049,In the Valley of Elah,R,2007.0,121.0,2,Charlize Theron,9000.0
2049,In the Valley of Elah,R,2007.0,121.0,3,Barry Corbin,883.0
2050,Coco Before Chanel,PG-13,2009.0,111.0,1,Alessandro Nivola,527.0
2050,Coco Before Chanel,PG-13,2009.0,111.0,2,Benoît Poelvoorde,86.0
2050,Coco Before Chanel,PG-13,2009.0,111.0,3,Marie Gillain,64.0
2051,Forsaken,R,2015.0,90.0,1,Demi Moore,2000.0
2051,Forsaken,R,2015.0,90.0,2,Landon Liboiron,1000.0
2051,Forsaken,R,2015.0,90.0,3,Michael Wincott,721.0
2052,Chéri,R,2009.0,100.0,1,Tom Burke,201.0
2052,Chéri,R,2009.0,100.0,2,Iben Hjejle,123.0
2052,Chéri,R,2009.0,100.0,3,Gaye Brown,30.0
2053,Rogue,,,50.0,1,Cole Hauser,787.0
2053,Rogue,,,50.0,2,Sarah Carter,748.0
2053,Rogue,,,50.0,3,Derek Luke,543.0
2054,Vanity Fair,PG-13,2004.0,141.0,1,Romola Garai,805.0
2054,Vanity Fair,PG-13,2004.0,141.0,2,Roger Lloyd Pack,539.0
2054,Vanity Fair,PG-13,2004.0,141.0,3,Lillete Dubey,73.0
2055,Bodyguards and Assassins,,2009.0,139.0,1,Bingbing Fan,556.0
2055,Bodyguards and Assassins,,2009.0,139.0,2,Simon Yam,155.0
2055,Bodyguards and Assassins,,2009.0,139.0,3,Nicholas Tse,107.0
2056,1408,PG-13,2007.0,114.0,1,Drew Powell,129.0
2056,1408,PG-13,2007.0,114.0,2,Kim Thomson,25.0
2056,1408,PG-13,2007.0,114.0,3,Alexandra Silber,23.0
2057,Spaceballs,PG,1987.0,96.0,1,Joan Rivers,1000.0
2057,Spaceballs,PG,1987.0,96.0,2,Dick Van Patten,605.0
2057,Spaceballs,PG,1987.0,96.0,3,Michael Winslow,542.0
2058,The Water Diviner,R,2014.0,111.0,1,Cem Yilmaz,523.0
2058,The Water Diviner,R,2014.0,111.0,2,Ryan Corr,468.0
2058,The Water Diviner,R,2014.0,111.0,3,Steve Bastoni,234.0
2059,Ghost,PG-13,1990.0,127.0,1,Demi Moore,2000.0
2059,Ghost,PG-13,1990.0,127.0,2,Tony Goldwyn,956.0
2059,Ghost,PG-13,1990.0,127.0,3,Phil Leeds,71.0
2060,There's Something About Mary,R,1998.0,107.0,1,Sarah Silverman,931.0
2060,There's Something About Mary,R,1998.0,107.0,2,Lin Shaye,852.0
2060,There's Something About Mary,R,1998.0,107.0,3,Richard Tyson,743.0
2061,The Santa Clause,PG,1994.0,97.0,1,Judge Reinhold,901.0
2061,The Santa Clause,PG,1994.0,97.0,2,Eric Lloyd,775.0
2061,The Santa Clause,PG,1994.0,97.0,3,Peter Boyle,595.0
2062,The Rookie,G,2002.0,127.0,1,Dennis Quaid,2000.0
2062,The Rookie,G,2002.0,127.0,2,Jay Hernandez,1000.0
2062,The Rookie,G,2002.0,127.0,3,Angus T. Jones,1000.0
2063,The Game Plan,PG,2007.0,110.0,1,Dwayne Johnson,12000.0
2063,The Game Plan,PG,2007.0,110.0,2,Kyra Sedgwick,941.0
2063,The Game Plan,PG,2007.0,110.0,3,Madison Pettis,835.0
2064,The Bridges of Madison County,PG-13,1995.0,135.0,1,Clint Eastwood,16000.0
2064,The Bridges of Madison County,PG-13,1995.0,135.0,2,Meryl Streep,11000.0
2064,The Bridges of Madison County,PG-13,1995.0,135.0,3,Debra Monk,86.0
2065,The Animal,PG-13,2001.0,84.0,1,Louis Lombardi,437.0
2065,The Animal,PG-13,2001.0,84.0,2,Michael Papajohn,241.0
2065,The Animal,PG-13,2001.0,84.0,3,Colleen Haskell,182.0
2066,Gandhi,PG,1982.0,240.0,1,Candice Bergen,545.0
2066,Gandhi,PG,1982.0,240.0,2,Amrish Puri,429.0
2066,Gandhi,PG,1982.0,240.0,3,John Gielgud,249.0
2067,The Hundred-Foot Journey,PG,2014.0,122.0,1,Manish Dayal,820.0
2067,The Hundred-Foot Journey,PG,2014.0,122.0,2,Charlotte Le Bon,201.0
2067,The Hundred-Foot Journey,PG,2014.0,122.0,3,Juhi Chawla,171.0
2068,The Net,PG-13,1995.0,114.0,1,Ken Howard,649.0
2068,The Net,PG-13,1995.0,114.0,2,Jeremy Northam,327.0
2068,The Net,PG-13,1995.0,114.0,3,Ray McKinnon,287.0
2069,I Am Sam,PG-13,2001.0,132.0,1,Dianne Wiest,967.0
2069,I Am Sam,PG-13,2001.0,132.0,2,Loretta Devine,912.0
2069,I Am Sam,PG-13,2001.0,132.0,3,Richard Schiff,506.0
2070,Son of God,PG-13,2014.0,170.0,1,Roma Downey,329.0
2070,Son of God,PG-13,2014.0,170.0,2,Amber Rose Revah,135.0
2070,Son of God,PG-13,2014.0,170.0,3,Darwin Shaw,55.0
2071,Underworld,R,2003.0,133.0,1,Sophia Myles,956.0
2071,Underworld,R,2003.0,133.0,2,Kevin Grevioux,593.0
2071,Underworld,R,2003.0,133.0,3,Shane Brolly,105.0
2072,Derailed,R,2005.0,112.0,1,Denis O'Hare,896.0
2072,Derailed,R,2005.0,112.0,2,RZA,561.0
2072,Derailed,R,2005.0,112.0,3,Xzibit,218.0
2073,The Informant!,R,2009.0,108.0,1,Matt Damon,13000.0
2073,The Informant!,R,2009.0,108.0,2,Joel McHale,734.0
2073,The Informant!,R,2009.0,108.0,3,Thomas F. Wilson,690.0
2074,Shadowlands,PG,1993.0,115.0,1,Anthony Hopkins,12000.0
2074,Shadowlands,PG,1993.0,115.0,2,James Frain,1000.0
2074,Shadowlands,PG,1993.0,115.0,3,Julian Fellowes,266.0
2075,Deuce Bigalow: European Gigolo,R,2005.0,83.0,1,Carlos Ponce,591.0
2075,Deuce Bigalow: European Gigolo,R,2005.0,83.0,2,Eddie Griffin,489.0
2075,Deuce Bigalow: European Gigolo,R,2005.0,83.0,3,Charles Keating,137.0
2076,Delivery Man,PG-13,2013.0,105.0,1,Jack Reynor,390.0
2076,Delivery Man,PG-13,2013.0,105.0,2,Bobby Moynihan,311.0
2076,Delivery Man,PG-13,2013.0,105.0,3,Matthew Daddario,110.0
2077,Our Kind of Traitor,R,2016.0,108.0,1,Radivoje Bukvic,150.0
2077,Our Kind of Traitor,R,2016.0,108.0,2,Pawel Szajda,104.0
2077,Our Kind of Traitor,R,2016.0,108.0,3,Grigoriy Dobrygin,100.0
2078,Saving Silverman,PG-13,2001.0,96.0,1,Amanda Detmer,240.0
2078,Saving Silverman,PG-13,2001.0,96.0,2,Neil Diamond,226.0
2078,Saving Silverman,PG-13,2001.0,96.0,3,Kyle Gass,110.0
2079,Diary of a Wimpy Kid: Dog Days,PG,2012.0,94.0,1,Zachary Gordon,975.0
2079,Diary of a Wimpy Kid: Dog Days,PG,2012.0,94.0,2,Rachael Harris,569.0
2079,Diary of a Wimpy Kid: Dog Days,PG,2012.0,94.0,3,Karan Brar,517.0
2080,Summer of Sam,R,1999.0,142.0,1,Mira Sorvino,978.0
2080,Summer of Sam,R,1999.0,142.0,2,Jennifer Esposito,912.0
2080,Summer of Sam,R,1999.0,142.0,3,Mike Starr,854.0
2081,Jay and Silent Bob Strike Back,R,2001.0,104.0,1,Will Ferrell,8000.0
2081,Jay and Silent Bob Strike Back,R,2001.0,104.0,2,Shannon Elizabeth,1000.0
2081,Jay and Silent Bob Strike Back,R,2001.0,104.0,3,Jason Mewes,898.0
2082,The Glass House,PG-13,2001.0,106.0,1,Chris Noth,962.0
2082,The Glass House,PG-13,2001.0,106.0,2,Bruce Dern,844.0
2082,The Glass House,PG-13,2001.0,106.0,3,Trevor Morgan,595.0
2083,"Hail, Caesar!",PG-13,2016.0,106.0,1,Scarlett Johansson,19000.0
2083,"Hail, Caesar!",PG-13,2016.0,106.0,2,Channing Tatum,17000.0
2083,"Hail, Caesar!",PG-13,2016.0,106.0,3,Alden Ehrenreich,1000.0
2084,Josie and the Pussycats,PG-13,2001.0,98.0,1,Rosario Dawson,3000.0
2084,Josie and the Pussycats,PG-13,2001.0,98.0,2,Paulo Costanzo,486.0
2084,Josie and the Pussycats,PG-13,2001.0,98.0,3,Aries Spears,83.0
2085,Homefront,R,2013.0,100.0,1,Jason Statham,26000.0
2085,Homefront,R,2013.0,100.0,2,James Franco,11000.0
2085,Homefront,R,2013.0,100.0,3,Frank Grillo,798.0
2086,The Little Vampire,PG,2000.0,95.0,1,Richard E. Grant,554.0
2086,The Little Vampire,PG,2000.0,95.0,2,Jim Carter,439.0
2086,The Little Vampire,PG,2000.0,95.0,3,Alice Krige,368.0
2087,I Heart Huckabees,R,2004.0,107.0,1,Naomi Watts,6000.0
2087,I Heart Huckabees,R,2004.0,107.0,2,Lily Tomlin,718.0
2087,I Heart Huckabees,R,2004.0,107.0,3,Isabelle Huppert,678.0
2088,RoboCop 3,PG-13,1993.0,104.0,1,CCH Pounder,1000.0
2088,RoboCop 3,PG-13,1993.0,104.0,2,Rip Torn,826.0
2088,RoboCop 3,PG-13,1993.0,104.0,3,Mako,691.0
2089,Megiddo: The Omega Code 2,PG-13,2001.0,104.0,1,Michael Biehn,2000.0
2089,Megiddo: The Omega Code 2,PG-13,2001.0,104.0,2,Udo Kier,595.0
2089,Megiddo: The Omega Code 2,PG-13,2001.0,104.0,3,Franco Nero,576.0
2090,Darling Lili,G,1970.0,143.0,1,Rock Hudson,638.0
2090,Darling Lili,G,1970.0,143.0,2,Vernon Dobtcheff,50.0
2090,Darling Lili,G,1970.0,143.0,3,Jeremy Kemp,42.0
2091,Dudley Do-Right,PG,1999.0,77.0,1,Brendan Fraser,3000.0
2091,Dudley Do-Right,PG,1999.0,77.0,2,Alex Rocco,968.0
2091,Dudley Do-Right,PG,1999.0,77.0,3,Eric Idle,795.0
2092,The Transporter Refueled,PG-13,2015.0,96.0,1,Ed Skrein,805.0
2092,The Transporter Refueled,PG-13,2015.0,96.0,2,Noémie Lenoir,173.0
2092,The Transporter Refueled,PG-13,2015.0,96.0,3,Radivoje Bukvic,150.0
2093,The Libertine,R,2004.0,114.0,1,Johnny Depp,40000.0
2093,The Libertine,R,2004.0,114.0,2,Jack Davenport,1000.0
2093,The Libertine,R,2004.0,114.0,3,Richard Coyle,567.0
2094,Black Book,R,2006.0,145.0,1,Michiel Huisman,2000.0
2094,Black Book,R,2006.0,145.0,2,Sebastian Koch,380.0
2094,Black Book,R,2006.0,145.0,3,Christian Berkel,104.0
2095,Joyeux Noel,PG-13,2005.0,116.0,1,Gary Lewis,203.0
2095,Joyeux Noel,PG-13,2005.0,116.0,2,Dany Boon,172.0
2095,Joyeux Noel,PG-13,2005.0,116.0,3,Ian Richardson,140.0
2096,Hit and Run,R,2012.0,100.0,1,Bradley Cooper,14000.0
2096,Hit and Run,R,2012.0,100.0,2,Tom Arnold,618.0
2096,Hit and Run,R,2012.0,100.0,3,Beau Bridges,552.0
2097,Mad Money,PG-13,2008.0,104.0,1,Stephen Root,939.0
2097,Mad Money,PG-13,2008.0,104.0,2,Ted Danson,875.0
2097,Mad Money,PG-13,2008.0,104.0,3,Roger Cross,290.0
2098,Before I Go to Sleep,R,2014.0,92.0,1,Colin Firth,14000.0
2098,Before I Go to Sleep,R,2014.0,92.0,2,Ben Crompton,257.0
2098,Before I Go to Sleep,R,2014.0,92.0,3,Anne-Marie Duff,231.0
2099,Sorcerer,PG,1977.0,92.0,1,Roy Scheider,813.0
2099,Sorcerer,PG,1977.0,92.0,2,Joe Spinell,85.0
2099,Sorcerer,PG,1977.0,92.0,3,Amidou,35.0
2100,Stone,R,2010.0,105.0,1,Robert De Niro,22000.0
2100,Stone,R,2010.0,105.0,2,Milla Jovovich,14000.0
2100,Stone,R,2010.0,105.0,3,Frances Conroy,827.0
2101,Molière,PG-13,2007.0,120.0,1,Romain Duris,809.0
2101,Molière,PG-13,2007.0,120.0,2,Ludivine Sagnier,521.0
2101,Molière,PG-13,2007.0,120.0,3,Fabrice Luchini,80.0
2102,Out of the Furnace,R,2013.0,116.0,1,Christian Bale,23000.0
2102,Out of the Furnace,R,2013.0,116.0,2,Sam Shepard,820.0
2102,Out of the Furnace,R,2013.0,116.0,3,Dendrie Taylor,120.0
2103,Michael Clayton,R,2007.0,119.0,1,Tom Wilkinson,1000.0
2103,Michael Clayton,R,2007.0,119.0,2,Denis O'Hare,896.0
2103,Michael Clayton,R,2007.0,119.0,3,Sydney Pollack,521.0
2104,My Fellow Americans,PG-13,1996.0,101.0,1,Wilford Brimley,957.0
