Item #,NRS Seller's Ref # ,NSN,Material Description,Item Page Link
,SC440091620PRS,1650007727714,596,
,SC440091620NZH,4730012808190,"Adapter, hose",
,SC440091620PAJ,4730013509577,477,
,SC440091620PTV,4730015133521,699,
,SC440091620PJM,4730012777567,480,
,SC440091620PRC,4730003440769,504,
,SC440091620PNU,1680006047743,"Bracket, swivel Mete",
2421001.0,SZ32797311F001,5120DSHANDTOL,"Hand Tools Nonedged, Nonpowered",https://www.govplanet.com/jsp/s/item/2421001?kwtag=itemlist
,SW325182280051,4320011682125,"Motor, Hydraulic",
,17,5330010202238,193,
,12,77,653,
,W9046W816506U7L,7920014378636,Wet Mop Head,
,W9046W816505L6L,5315R00104665,Nail,
,W5600Q90840026,20,264,
,FB20299086IO09,5210002211932,Depth Gage (micrometer),
,FB20299060IO026,79,655,
,SL470190360AVS,4240014557370,"Filter, Respirator, A",
,SM34009029HL09,58,612,
,SM34009029HL07,5930013497238,380,
2421022.0,W90W0782483113V,8465015236276,700,https://www.govplanet.com/jsp/s/item/2421022?kwtag=itemlist
,W62R1982403015V,8415015457672,389,
,W51HQS83463038V,88,701,
,HX211382040020,8405012624540,421,
,W90W0781723003V,8465013936515,275,
,W90W0781933091V,8465015248407,76,
,HX211382040006,8410011752274,691,
,HX211382040019,8405012127457,421,
,W62R1982363066V,8465015472694,269,
,W51HQS83473015V,8415R14588699,"Pad, knee",
,W62R1982003038V,8415015467444,68,
,HX211382040001,8430R14561007,"Shoes, men's",
,W51HNV83440007,7240013655317,"Can, Military",
,HX276383020035C,8405013779989,483,
,W62R1982003031V,8465014168517,388,
,W62R1982393209V,8465015250598,67,
,W51HQS83463041V,84,688,
,HX211382040011,8405013779412,483,
2421095.0,W9046W83540J9YL,4720015208829,252,https://www.govplanet.com/jsp/s/item/2421095?kwtag=itemlist
,W91EKJ90080140,4720014792331,252,
,SL470190870AKT,4720016633202,297,
,W91EKJ90220120,5330011787174,186,
,W91EKJ90080142,4720014793221,252,
,W91EKJ90160144,9390012859623,571,
,W91EKJ90080146,4720014793236,252,
2421211.0,SW325182280052,2920014379902,304,https://www.govplanet.com/jsp/s/item/2421211?kwtag=itemlist
,W91EKJ51170822,5340011976714,"Bracket, Latch Assem",
,W9046W802203M9L,2540015576398,517,
,N4242082200531,2040016314956,"Cover, hatch",
,W91EKJ51170820,2540011987581,702,
,N4242082080154,2520015268320,678,
2421229.0,SL470183050AJK,5895014363367,638,https://www.govplanet.com/jsp/s/item/2421229?kwtag=itemlist
,FB304772766771,8405011752284,691,
,W51HQS83513004V,8465015250606,70,
,FB304772766782,8405011752303,691,
,FB304772766780,8405011752298,691,
,FB304772766774,8405011752290,691,
,FB304772766775,8405011752291,691,
,FB304772766772,8405011752285,691,
,W51HQS83473016V,8465015250577,408,
,FB304772766776,8405011752294,691,
,W90V1P80953093V,8465010199103,392,
,FB304772766773,8405011752289,691,
,FB304772836758,8405013779769,420,
,SZP1997362D008,8415015300146,703,
,FB304772836753,8405013779344,420,
,FB304772766778,8405011752296,691,
,FB304772766783,8405011752307,691,
,FB304772766779,8405011752297,691,
,W90V1P80953099V,8415015466721,68,
,FB250083110110,88,701,
,FB304772766781,8405011752302,691,
,FB304772846715,8405012986888,66,
,FB304772766777,8405011752295,691,
,W90V1P80953083V,8465015247232,433,
,FB304772846719,8405012986892,66,
2421286.0,FB304772796708,8430015474561,704,https://www.govplanet.com/jsp/s/item/2421286?kwtag=itemlist
,FB304772796702,8430015474491,704,
,W81TW680180156,6545DSMEDSETK,"Replenishable Field Medical Sets, Kits",
,FB304772796706,8430015474545,704,
,FB304772796726,8430015656583,705,
,HX3720802980002,8430R15145138,706,
,FB304772796719,8435015477301,704,
,FB304772796724,8435015477432,704,
,W51HQS83133050V,8430R14718247,707,
,W61LQA71280029,8465010338057,269,
,FB304772796704,8430015474529,704,
,FB304772796711,8430015474589,704,
,HX3720802980005,8430R15145149,706,
,W66MR173613063V,8465014168517,388,
,SL470180490JRB,8430015656508,705,
,HX3720802980003,8430R15145143,706,
,FB304772796710,8430015474586,704,
,HX372080290001,8430R15145137,706,
,W68KCW72840059,8415015386752,68,
,W51HQS83133052V,8430R15278575,707,
,W66MR173613059V,8465010199103,392,
,SZ33808080D001,8415010746211,708,
,FB304772796705,8430015474533,704,
,FB304772796709,8430015474568,704,
,W68KCW80230016,8465015236276,700,
2421316.0,N47527826015DB,6130DSADAPTE2,Power Adapters,https://www.govplanet.com/jsp/s/item/2421316?kwtag=itemlist
,SC440082050GGX,5930013943418,508,
,FB485581360321,6145R00895627,"Cord, electrical",
,W90JV290630004,5930013396414,508,
,SC440082050GGU,5930013603139,508,
,FB250073380341,89,709,
,FU20298143SZ05,71,637,
,SC440082050GGN,5925015142787,293,
,SC440082050GHC,5961013169526,330,
2421319.0,W91EKJ33530037,6620015938738,"Transmitter, Pressur",https://www.govplanet.com/jsp/s/item/2421319?kwtag=itemlist
,SL470181130BTX,5365003621880,243,
,W9046W733200JLL,5306001214222,181,
,W9046W4010B279,5320008691494,"Col Lar, Pin-rivet",
,FB485582990118,6220003705447,698,
,W91EKJ73260180,3120014170133,"Bearing, Plain, Rod End",
,W9046W729200HSL,5930000427036,357,
,SL470181590BRU,4720012653223,30,
2421323.0,SZ35868096D001,90,710,https://www.govplanet.com/jsp/s/item/2421323?kwtag=itemlist
,W51HQT91129064,82,670,
,W51HQT91129061,82,670,
,W51HQT91129069,82,670,
,W51HQT91129068,82,670,
,W51HQT91129071,82,670,
,19,6515015996715,711,
2421328.0,19,6515015996715,711,https://www.govplanet.com/jsp/s/item/2421328?kwtag=itemlist
,W90HP272408002,6530006600034,"Support, Litter",
,W55QQF81079086,82,670,
2421707.0,HD367082900005,6130015009675,712,https://www.govplanet.com/jsp/s/item/2421707?kwtag=itemlist
,W9046W816506PAL,7530013576855,Hanging File Folder,
,W91EKJ51179203,69,633,
,HD367082900003,6130015009675,712,
,HD367082900006,6130015009675,712,
,FU480182857020J,7510015817305,713,
,M2946483180156T,70,634,
,M2946483180156H,7510015619958,714,
,FU480182857020L,7510014390508,453,
2421718.0,W9046W2192B563,5965014808784,Loudspeaker-amplifi,https://www.govplanet.com/jsp/s/item/2421718?kwtag=itemlist
,FX205682295001,18,255,
,M2946483180156J,7510015657144,715,
,FU480182857020H,7510015658506,Lexmark Toner Cartridge,
,FU480182857020E,7510015588448,Photoconductor Kit,
,M2946483180156F,7510015618350,714,
,FU480182857020D,7510014390502,715,
,W9046W727201KWL,5935011239284,658,
,M2946483180156E,6850014283583,"Toner, Indirect Elec",
,M2946483180156G,7510015618352,714,
,M2946483180156A,7510014390502,715,
,HD367082900004,6130015009675,712,
,M2946483180156B,7510015324271,453,
,FU480182857020G,7510015267180,713,
2425957.0,SC440091630AHL,1680015312585,"Lap Belt Adjuster, a",https://www.govplanet.com/jsp/s/item/2425957?kwtag=itemlist
,SC440091620PTZ,4730015367025,"Coupling Body, tube",
,SC440091630ABX,2915009166980,"Block, fastener",
,SC440091620PLX,4730010958786,260,
,SC440091630AWE,4730013055787,536,
,SC440091630ARA,1650011998373,"Filter Body, fluid",
,SC440091620PQB,4730011806879,491,
,SC440091630AHK,1680015312584,Pack Retention Clip,
,SC440091620PFY,1730014869313,"Guide, battery, aircr",
,SC440091630AUW,1660009668322,"Parts Kit, valve Ove",
,SC440091620PHM,6685010138915,"Dampener, fluid Pres",
,SC440091630ANZ,1640001539228,"Cable Assembly, cont",
,SC440091630ATV,1660006970882,"Butterfly, air Press",
,SC440091620PQA,4730009867681,"Swing Joint, tube",
,15,6685012676509,680,
,SC440091630AMU,4730016184935,477,
,SC440091620PAS,4730013604407,541,
,SC440091620PGE,1730014869364,"Harness Assy, dc Out",
,SC440091620PRR,4730007668940,535,
2426175.0,FB481773143066,5342015666051,716,https://www.govplanet.com/jsp/s/item/2426175?kwtag=itemlist
,W51HQS90803025V,8415015801341,68,
,W51HQS83173012V,8465015250598,67,
,FB304781716777,8410014416699,693,
,W90V1P82013029V,8340015216438,475,
,N443297226SR97G,8415016008968,489,
,W51HQS90803029V,8415014726916,448,
,W51HQS82253007V,8465015247232,433,
,W80YN173033001V,8465015245250,273,
2426178.0,FB447973524067,8470010928493,"Headband, Ground Tro",https://www.govplanet.com/jsp/s/item/2426178?kwtag=itemlist
,W90V1P80613042V,8415010749426,68,
,W66MR180823002V,1095015333010,75,
,R096328157DR01,1,40,
,W90V1P80433052V,8415010747021,708,
,W66MR173613029V,8465015247263,69,
,W68KCW72840057,8415015386747,68,
,W68KCW72840064,8415015386768,68,
,SZ33808055X002,8465013980687,269,
,W90V1P80443001V,8415010749422,68,
,W90V1P80433062V,8415010101913,548,
,FB447973524071,8415002688313,717,
,W66MR173613046V,8415014618341,34,
,W90V1P80613041V,8415010749425,68,
2426208.0,SC440091630ASC,5310012931719,95,https://www.govplanet.com/jsp/s/item/2426208?kwtag=itemlist
,SC440091630APG,5330014971299,173,
,SC440091630ARE,5310012507852,166,
,SC440091630BCD,5330007409959,236,
,SC440091630AQK,5315009597175,718,
,SC440091620PQQ,3040002495320,Bell Crank,
,20,5320004015691,107,
,SC440091630ASE,5365013157068,88,
,SC440091630AVD,5365011697454,157,
,SC440091630AUN,5305005025250,93,
,SC440091630APT,5365002291226,169,
,SC440091630ARB,5330012298115,132,
,SC440091630AQD,5360007587991,464,
,SC440091630ARM,5310012872818,322,
,SC440091630APW,5305004911525,93,
,SC440091630AGA,5325011706794,"Grommet, nonmetallic",
,SC440091630ARW,5360012881050,464,
,SC440091620PTQ,5340014834967,144,
,SC440091630AUX,5365010091841,91,
2426218.0,SC440091630AUD,5360001642230,464,https://www.govplanet.com/jsp/s/item/2426218?kwtag=itemlist
,SC440091630AFW,5365011662129,639,
,SC440091620NXP,3010007915540,681,
,SC440091630APP,5310001646968,247,
,SC440091630BAE,5340014463751,719,
,SC440091630ARD,3010012415605,681,
,SC440091630AWG,3439013277212,"Tip, electric Solder",
,SC440091620NYD,5340014643389,324,
,SC440091620NXQ,5355011808758,25,
,SC440091620NVF,4810012960506,Plate Mounting,
,SC440091630AVE,5310011708525,95,
,SC440091620NWT,5305012096127,170,
,SC440091630AWJ,4820013487997,"Seat, valve",
,SC440091620NUY,5330002390914,26,
,SC440091630AWW,5325015471836,89,
,SC440091630AWD,5315012935490,280,
,SC440091630AGP,4320011815802,"Clamp, Tubing",
,SC440091630ARL,5325012870266,89,
,SC440091630AVK,5365011759772,157,
2426235.0,SC440091630AMT,5940016181260,"Terminal, stud",https://www.govplanet.com/jsp/s/item/2426235?kwtag=itemlist
,SC440091620NZX,5940013395018,387,
,SC440091630BAC,5920014242060,"Fuse, plug",
,SC440091620PQH,5935012609675,339,
,SC440091630AMQ,5331015849897,105,
,SC440091620NVX,5920015441786,457,
,SC440091630BBV,5935016528394,"Dummy Connector, plu",
,SC440091620PKS,5930014327411,326,
,SC440091630AUF,5945001885600,379,
,SC440091630AJF,7690015634846,520,
,SC440091550JTA,5961007386068,436,
,SC440091630ATH,5910004626623,328,
,SC440091620NYZ,6210012251370,649,
,SC440091630BBT,6150014837345,456,
,SC440091620PPM,5331010202310,105,
,SC440091620PCV,5331012600320,105,
,SC440091620PCB,5999015040230,"Fuse, aircraft Equip",
,SC440091620NXW,5331014839342,105,
2426245.0,W51HQS80443055V,8415014618336,34,https://www.govplanet.com/jsp/s/item/2426245?kwtag=itemlist
,W51HQS80443006V,8415010746209,708,
,W51HQS80573061V,8465013144286,494,
,W51HQS81943043V,8415015801332,68,
,W51HQS80443009V,8415015150224,"Elbow Pads, External",
,W91K2Y90730001,32,418,
,M294609073PE23,8405014969808,Sweater,
,W51HQS81943045V,8415015801341,68,
,W51HQS80543015V,8465015255531,446,
,W90W0780293017V,8465015250598,67,
,W51HQS51543036B,8465014652158,720,
,M5353082420048,8465016155140,393,
,FB250080790031,8415015302148,431,
,W51HQS80443007V,8415010746257,708,
,W51HQS81943046V,8415015801336,68,
,W81LJT80250022,8465015247226,476,
,W51HQS81943014V,8415015458724,472,
,FB250080120003,8465015801312,71,
,M294609073PE10,8405015048638,"Coat, all-weather",
,M294609072PE01,8465011178699,37,
,W51HQS90843027V,8465010199103,392,
,W51HQS80573037V,8465014652080,721,
,W51HQS81943036V,8415015466721,68,
,W51HQS81943019V,8415010749417,68,
,W51HQS80443036V,8415015386742,68,
,M294609073PE26,8405012797671,420,
,W51HQS80443018V,8415013943833,722,
,W51HQS90843024V,8415013950005,461,
,W51HQS80543010V,8465014917450,System Hydration,
,M5353082420031,8465016068756,390,
,W51HQS80443008V,8415010747024,708,
,W91K2Y90730003,1095016068774,723,
,W51HQS80443001V,8415015150222,431,
2426265.0,FB304781506774,8405012127465,421,https://www.govplanet.com/jsp/s/item/2426265?kwtag=itemlist
,R096007212A006,8415010438397,489,
,FB304781716790,8410013784142,671,
,FB304781576788,8405012624541,421,
,R099707219BR07,8415015386742,68,
,W90V1P73173027V,8465015205914,Holder Baton,
,FB304781506780,8405015102633,421,
,FB304781716791,8445013758394,"Neck Tab, Woman's Sh",
,FB304781586720,8410012999551,724,
,N443297226SR97B,8415010438388,489,
,W90V1P73173026V,31,401,
,W90V1P73173025V,8465015205902,"Case, Handcuffs",
,R091997222AL14,8405014624375,490,
,R096007212A005,1,40,
,W90W0771103060V,8465015250577,408,
,N443297226SR97F,8415014524783,489,
,N443297226SR97A,8415016082983,548,
,N443297226SR97C,8415010438395,489,
,N443297226SR97E,8415014525296,489,
,FB304781726706,8410014429997,419,
,W90V1P81933081V,8465016046541,37,
,FB304781716788,8410013783126,671,
,R091997222AL13,8405014624906,490,
2426446.0,SC440091630APF,4320013387599,335,https://www.govplanet.com/jsp/s/item/2426446?kwtag=itemlist
,SC440091630ASF,5365013170057,157,
,SC440091630AQT,5310011324807,104,
,SC440091690MMD,3040011084911,210,
,SC440091690MKJ,5310014873639,95,
,SC440091620PSP,5320009296594,107,
,SC440091630AQV,5315011472463,87,
,SC440091630ATJ,5310004955330,126,
,SC440091690MKD,5306009169436,181,
,SC440091690MGK,5315012573843,605,
,SC440091630ARC,3010012317157,681,
,SC440091690MJU,5306001822044,124,
,SC440091690MPB,5365011845900,91,
,SC440091690MKG,3040150685662,725,
,SC440091630AQR,5365011035527,91,
,SC440091690MNZ,5330007866193,26,
,SC440091690MKS,5330011489728,26,
,SC440091630ARP,5305012875746,170,
,SC440091630AQQ,5310011000631,95,
2426478.0,W91EKJ90379605,5120016437723,"Pole, telescoping",https://www.govplanet.com/jsp/s/item/2426478?kwtag=itemlist
,W9046W823301MOL,6210010046159,289,
,N47527824016DB,5950DSTRANSF0,Coils And Transformers,
,W91EKJ90070179,6240011681576,726,
,N47527826127DB,22,333,
2426598.0,SC440091630AKU,5935010736070,339,https://www.govplanet.com/jsp/s/item/2426598?kwtag=itemlist
,SC440091630AGK,6230011786891,"Reflector, light",
,SC440091620PBQ,5930013877782,27,
,SC440091630AGJ,5935011784317,141,
,SC440091630ANE,5925000454089,293,
,SC440091630AMX,5905016619723,376,
,SC440091620PAP,5945013588173,695,
,SC440091620PSR,5910009442238,375,
,SC440091630ALR,6625011139153,"Card, electronic Tes",
2426657.0,W68PPA81970071,6520014495436,"Apex Locator, Dental",https://www.govplanet.com/jsp/s/item/2426657?kwtag=itemlist
,W68MX481648620,6532DSHOSPCLO,Hospital And Surgical Clothing,
2426680.0,W67HY881836006,3590DSMISCSVS,Miscellaneous Service And Trade Equipmen,https://www.govplanet.com/jsp/s/item/2426680?kwtag=itemlist
,W90JVJ73060002,6515011667777,138,
,N47527813700DB,3040008959667,"Shoe, thrust Bearing",
,N443297157VQ10,5340012390701,316,
,W9046W802204XXL,5365015704263,604,
,W56TKX91140005,5120011950707,"Sleeve, Bearing Inst",
,FB20298275RM03,10,58,
,SZ33808268X002,5930002965290,258,
,SW322582050014,4330015118209,97,
,N47527821301DB,5935010748644,138,
,W9046W802206GIL,5975015863364,454,
,FB20297296JM01,5130013685861,"Vacuum Cleaner, Pneumatic",
,FB20298275FM02,4,47,
2426704.0,R0997182130249,8405014624058,490,https://www.govplanet.com/jsp/s/item/2426704?kwtag=itemlist
,W62R1951893013V,8465015236276,700,
,W90W0730773064V,8465015247324,402,
,W800D881101934,1,40,
,W90W0771093079V,8465015247620,496,
,W90V1P82063001V,8415014066909,461,
,R0993081350001,8415014524793,489,
,W90V1P82003032V,8415013950005,461,
,W66MR181733054V,8465015245250,273,
,R0993081340001,8415010438388,489,
,W90W0771433089V,8465015250577,408,
,R0993081340006,8415016008973,489,
,W90W0752183070V,8465015250598,67,
,R0997182130248,8415010438393,489,
,W90V1P81573054V,1095015411514,75,
,W90V1P82003031V,30,395,
,W90V1P81573047V,1095011943343,75,
,R0997182120239,8415010438386,489,
,W90W0771103001V,8465015250598,67,
,R0997181840228,8415010438390,489,
,R0993081290003,8415010438387,489,
,R0997182040234,8415010439529,489,
,W90V1P82003013V,8415015467550,68,
,W90W0771093078V,8465015247361,496,
2426744.0,W62R1951813053V,8465015800981,273,https://www.govplanet.com/jsp/s/item/2426744?kwtag=itemlist
,W90V1P82003015V,8415015467444,68,
,R0997181940232,8415014525036,489,
,W90W0762643021V,8465015247628,422,
,W90V1P81993010V,8415015467536,68,
,W90W0771093003V,8465015250589,73,
,W800D881101929,1,40,
,W62R1952183009V,8465012075573,690,
,R0997182120240,8415016008972,489,
,W81LG680430027,8465016237273,75,
,W90V1P82013002V,8415015386752,68,
,R0993081350002,8415014525319,489,
,W90V1P82013003V,8415015467444,68,
,W90V1P82013006V,8415015386754,68,
,W90V1P82003012V,8415015386768,68,
,W62R1952183014V,8465015800701,497,
,W62R1952023001V,8465015250598,67,
,W61SQQ80063001V,8415012968878,271,
,W90V1P82003014V,8415015467504,68,
,W90W0730151301V,8465015585122,"Pouch, Single Magazi",
,R0993081340007,8415014524967,489,
,W90W0762253419V,8465015800701,497,
2426758.0,N47527816901DB,4820011967440,351,https://www.govplanet.com/jsp/s/item/2426758?kwtag=itemlist
,R2184780061072,5999015297163,"Hose, Coolant, Preass",
,W68G0181987001,4720012124303,"Duct, Angle T",
,R2146180891809,4730011447579,"Support, Sleeve",
,R2184780951186,4330003708099,"Filter, Mechanical, E",
,N47527816906DB,4820011967440,351,
,N47527818316DB,3655008906301,"Housing, pressure Te",
,21,6240015500885,601,
2426878.0,FB20297290JM01,5120010188956,Hex Key Set (screwdriver Type),https://www.govplanet.com/jsp/s/item/2426878?kwtag=itemlist
,W66MRR81720022,51,569,
,R4504482260159,6250009398126,53,
,FB20297289JM03,11,64,
,M2946483180148,4520015922488,"Parts Kit, Heater, Du",
,N684388103A183,5510002400071,"Dowel, Wood",
,W51REE83550008A,5975DSJUNCTIO,Electrical Junction,
,N47527824805DB,7,52,
,21,6240015500885,601,
,W91EKJ81290028,5306001384602,"Bolt, Square Neck",
,W9046W823302E0L,5365011757016,177,
2427196.0,SC440091630BEG,7510001614291,"Clip, paper",https://www.govplanet.com/jsp/s/item/2427196?kwtag=itemlist
,SC440091630BNX,7530002864337,Ruled Loose-leaf Paper,
,SC440091630BEJ,7510001616211,Supply Cup,
,SC440091630BMJ,7920000093737,"Brush, cleaning, masonry",
,SC440091630BGC,7520001632563,Hole Punch,
,SC440091630BHC,7520004942447,"Support Set, stacking, desk Tray",
,SC440091630BQA,7920005436492,642,
2427201.0,W91EKJ82697252,75,647,https://www.govplanet.com/jsp/s/item/2427201?kwtag=itemlist
,W62R196055LM12V,8465015236276,700,
,W81LG681900044,8415015386742,68,
,W81LG681900036,8415015386754,68,
,W62R1972273031V,8430016308566,"Boots, Extreme Cold",
,W91PBH72553019V,8415015466712,68,
,W81LG681900025,8415015386739,68,
2427217.0,W81E6U72442802,8315009037160,"Tape, Textile",https://www.govplanet.com/jsp/s/item/2427217?kwtag=itemlist
,N47527826102DB,22,333,
,FB641180870012,77,653,
,W81E6U72412953,7610014390326,Book,
,W81E6U72443151,6230006432076,727,
,W81K4N80800004,7490015827822,"Printing Machine, Label",
,W81E6U72362811,6230006432076,727,
2427222.0,W90HP273348024,6532015254062,"Blanket, Heating",https://www.govplanet.com/jsp/s/item/2427222?kwtag=itemlist
,FM461372338025,6515011910956,"Stethoscope, Ultraso",
,W81E6U72312943,6515010998517,568,
,FM461372338023,6515014409394,"Monitor, Oxygen",
,W81E6U72212809,6515014164032,"Administration Set, ",
,FM461372569508,91,728,
,W81E6U72312902,6515014844182,"Irrigation Kit, Cath",
,W45MW291000026,6530007717025,Bedpan,
,FM465980029502,6515DSASPIRAT,Aspirator,
,W906CX81220002,6515013046497,669,
,W81E6U72312877,6530014558325,"Bag, Blood Recovery, ",
,W90HP273348013,6515015163120,"Suction Easy, Cathet",
,W90HP273348014,6515015383933,"Electrode, Electroca",
,W81E6U72222814,6515014523445,"Administration Set, I.v. Pump Set",
,FM465980029501,53,583,
,W81E6U72222818,6515014917504,"Evacuator Kit, Surgi",
,W90HP273348031,6530011697491,581,
,W81E6U72302835,6532010973038,563,
2427296.0,W91EKJ71259400,92,729,https://www.govplanet.com/jsp/s/item/2427296?kwtag=itemlist
,W9046W71720CADL,6110012250616,"Panel, Power Bus, Cir",
,W9046W714201DWL,5930010919570,258,
,W9046W71100OP7L,5975015987032,"Rail Mount Kit, Hard Drive",
,N002168205E234,7240DSTRASHCA,Trash Can,
2427316.0,SC440091620NYV,4720012158745,297,https://www.govplanet.com/jsp/s/item/2427316?kwtag=itemlist
,SC440091620PLW,4730010798234,"Reducer, Quick Disco",
,SC440091630AKT,4720010651781,297,
,SC440091630BLV,3830011205682,"Point, Tooth",
,SC440091620PEZ,4710014418419,512,
,SC440091630ANS,4730012010719,308,
2427327.0,SC440091690MPG,5340014180139,"Hinge, access Door",https://www.govplanet.com/jsp/s/item/2427327?kwtag=itemlist
,SC440091620PLU,5325010342882,"Insert, panel Fasten",
,SC440091630AKS,5305010643606,591,
,SC440091630BBD,5310011382568,"Nut, locking",
,SC440091620PUV,5330011143766,158,
,SC440091690MPU,5365007227903,94,
,SC440091620PMP,5340003243661,324,
,SC440091630AJM,5320001177213,175,
,SC440091630AUK,5305002826262,93,
,SC440091630AWP,5340014507382,229,
,20,5320004015691,107,
,SC440091620PJN,5310012779733,730,
,SC440091620PFR,3040014593789,"Parts Kit, rod Seal",
,SC440091620PUE,5315015849901,468,
,SC440091630BAH,5365014734531,157,
,SC440091690MPT,5315004379480,718,
2427339.0,W90JXK80863023V,8465013985428,391,https://www.govplanet.com/jsp/s/item/2427339?kwtag=itemlist
,W55C6Z81026223,8405013088710,691,
,SL470181430CQX,8405012624539,421,
,W90JXK80723006V,8415014618337,34,
,W90JXK80713005V,8465013985428,391,
,W90JXK80863054V,8465015248407,76,
,W90JXK80803001V,8465014168517,388,
,FB304781506777,8405012127471,421,
,FB304781766705,8405011752295,691,
,W90JXK80653046V,8465015248407,76,
,W90V1P82053021V,5120014767556,49,
,SL470181430CRH,8410013782958,671,
,W90JXK80743013V,8415014618341,34,
,W90JXK80713001V,8465013980685,269,
,FB304781586709,8405011752297,691,
,W55C6Z81066204,8415014618356,34,
,W90JXK80713007V,8415007822889,434,
,W90JXK80723002V,8415015150222,431,
,W90JXK80743008V,8465014168517,388,
,W90JXK80653042V,8415015386704,424,
,W62R1971143003V,8465015247361,496,
,W61LQA82750025,8465015250577,408,
,W81K4N81290010,8415015386704,424,
,FB304781656765,8410011752271,691,
,W90JXK80793014V,8415015150364,35,
,W90JXK80873039V,8415010749426,68,
,W90JXK80743011V,8415014726914,448,
,W55VZJ81273002V,8465015245250,273,
,W55C6Z81026215,8405013088695,691,
,W90JXK80753001V,8415007822889,434,
,W55C6Z81026208,8410013088667,691,
,W55VZJ81273001V,8465015245285,495,
,FB304781506775,8405012127466,421,
,W90JXK80743007V,8465013985428,391,
,W90JXK80653035V,8415015386747,68,
,W90JXK80873025V,8415014618341,34,
,W90JXK80863055V,8465015250585,72,
,W90JXK80723005V,8415014618341,34,
,W90JXK80653018V,8415007822888,434,
2427376.0,W90V1P80433058V,8415014726916,448,https://www.govplanet.com/jsp/s/item/2427376?kwtag=itemlist
,W90V1P80433060V,8415010101911,548,
,W90V1P80443002V,8415010749423,68,
,W90V1P73383094V,8465014652144,470,
,W90V1P80433069V,8415010749427,68,
,W90V1P80433066V,8415010749419,68,
,W90V1P73383097V,8465014652152,413,
,W91ZQ680542129,8465015196481,"Belt, Individual Equipment",
,W90V1P80433054V,8415010747024,708,
,W90V1P73383084V,8465014652056,694,
,W90V1P73383117V,8465014652088,473,
,W90V1P80513016V,8415015302350,35,
,W90V1P80613040V,8415007822889,434,
,W90V1P80443004V,8415013943836,722,
,W90V1P73383125V,8465015157594,"Pack, Assault, Molle",
,W90V1P80433068V,8415010749421,68,
,W90V1P80513015V,8465015250598,67,
,W90V1P80513002V,8465011188175,494,
2429165.0,SC440091630AVX,5935012460491,339,https://www.govplanet.com/jsp/s/item/2429165?kwtag=itemlist
,SC440091620PCS,5930012542148,384,
,SC440091630BMQ,7920002402559,Sponge,
,SC440091630ACV,5935011864711,141,
,SC440091620PSB,5930008259528,663,
,SC440091620NWY,5940014473989,506,
,SC440091690MPN,6605003980585,"Bearing Assembly, Pivot",
,SC440091620PCN,5999015223599,365,
,SC440091630BPZ,7920005142417,455,
,SC440091630BMT,5120002781269,Flat Tip Screwdriver,
,SC440091630AMF,5995012071763,"Cable Assembly, tele",
,SC440091620PTY,5905015366665,381,
,SC440091620PHB,6110005003175,"Starter, motor",
,10,5331011880858,105,
,SC440091620PNW,5120006108883,"Drift, generator, sha",
,SC440091630BNZ,7530002866936,"Envelope, Mailing",
,SC440091620PVA,6150012582390,385,
,SC440091630AMY,5970121590433,217,
,SC440091690MQC,5331012867795,105,
2429188.0,SC440091630BNY,7530002866919,731,https://www.govplanet.com/jsp/s/item/2429188?kwtag=itemlist
,SC440091630BPD,7530006338898,731,
,SC440091630BJM,5120002781268,367,
,SC440091630BFZ,7520001626177,Staple Remover,
,SC440091630BNW,7530002853090,Unlined Writing Pad,
,SC440091630BHA,7520002987043,666,
,SC440091630BHD,7520008272067,"Lead Repointer, pencil",
,SC440091630BMP,7920002247987,File Brush,
2429238.0,SC440091620PMF,5310002641343,148,https://www.govplanet.com/jsp/s/item/2429238?kwtag=itemlist
,SC440091630AKH,5307002077407,590,
,SC440091630BJZ,5330010600308,128,
,SC440091630AFE,5330011469851,26,
,SC440091620NYQ,5330012124402,Gasket Kit,
,SC440091620PLF,5340014957319,"Packing Kit, cylinde",
,SC440091630BNM,5330012236819,26,
,SC440091620PJH,5365012534496,94,
,SC440091620PEV,5310014395174,166,
,SC440091630AHD,5305015229620,93,
,SC440091630BKG,5340011024732,589,
,SC440091630AGF,5355011767862,25,
,SC440091620PRA,4930012898311,"Parts Kit, lubricato",
,SC440091630BMC,5310007051975,"Nut, plain, single Ba",
,SC440091630AEL,5305000089787,96,
,SC440091620PTF,5340010407766,719,
,SC440091630APU,3110004639199,"Plate, Retaining, Bearing",
,SC440091620PMT,5320003386248,107,
,SC440091630BLE,3030005290380,151,
2429622.0,W61DEV82330029,93,732,https://www.govplanet.com/jsp/s/item/2429622?kwtag=itemlist
,SL470182380DEX,5365011555412,240,
,SL470182640AXJ,5365012134239,182,
,SL470182380HEH,5365015716161,"Spacer, Straight",
,SL470182380APW,5365002150393,157,
,SL470182250ETP,5365001594814,157,
,SL470182640AVX,5365002858852,187,
,SL470182380CQQ,5365010754873,182,
,SL470182640AVZ,5365006240255,177,
,SL470182380DHD,5365011660789,177,
,SL470182700BQS,5365121727162,243,
2429723.0,SC440091630AFN,4130011603930,"Cover, air Condition",https://www.govplanet.com/jsp/s/item/2429723?kwtag=itemlist
,22,4130014388942,615,
2429780.0,SC440091620NYK,4130015374117,"Filter-drier, refrig",https://www.govplanet.com/jsp/s/item/2429780?kwtag=itemlist
